model,batchsize,blocknum,threadnum,iteration,total_avg,total_avg_filter,total_fluctuation(%),data_avg,data_avg_filter,data_fluctuation(%),train_avg,train_avg_filter,train_fluctuation(%)
resnet18,128,1,128,2001,0.052043,0.051893,0.288944,0.00741118,0.00741489,-0.049975,0.0446453,0.0444946,0.338713
resnet18,16,1,16,2001,0.0188499,0.0186956,0.825415,0.00358654,0.00358833,-0.049975,0.0155475,0.0153931,1.00246
resnet18,256,1,256,2001,0.0944392,0.09424,0.211384,0.0149605,0.014968,-0.049975,0.0794905,0.079292,0.250406
resnet18,32,1,32,2001,0.0226872,0.0225074,0.798854,0.00236428,0.00236546,-0.049975,0.0203408,0.0201622,0.88615
resnet18,64,1,64,2001,0.0318515,0.0316902,0.509195,0.00411145,0.00411351,-0.049975,0.027757,0.0275965,0.581674
