batch_size,worker_num,prefetch_factor,epoch,total_time,data_time,training_time,data_todevice_time
512,4,1,0,24.10100245475769,20.057409286499023,4.043593168258667,0.5000829696655273
512,4,1,0,49.14038896560669,41.350425004959106,7.789963960647583,1.213036060333252
512,8,1,0,21.332013607025146,12.689650297164917,8.64236330986023,1.2117948532104492
512,16,1,0,19.015439748764038,10.75407600402832,8.261363744735718,1.2104735374450684
