dir_name,thread_num,total_read_time(ms),total_read_time(s),
/mnt/beegfs/test_dir_4KB_10428,1,8162,8.162
/mnt/beegfs/test_dir_4KB_10428,2,5755,5.755
/mnt/beegfs/test_dir_4KB_10428,4,2745,2.745
/mnt/beegfs/test_dir_4KB_10428,8,1303,1.303
/mnt/beegfs/test_dir_4KB_10428,16,555,0.555
/mnt/beegfs/test_dir_4KB_10428,32,240,0.24
/mnt/beegfs/test_dir_4KB_10428,64,329,0.329
/mnt/beegfs/test_dir_4KB_10428,128,751,0.751
/mnt/beegfs/test_dir_4KB_10428,256,1592,1.592
/mnt/beegfs/test_dir_4KB_10428,512,3268,3.268
/mnt/beegfs/test_dir_4KB_10428,1024,7233,7.233
/mnt/beegfs/test_dir_4KB_10428,1,9489,9.489
/mnt/beegfs/test_dir_4KB_10428,2,5925,5.925
/mnt/beegfs/test_dir_4KB_10428,4,3274,3.274
/mnt/beegfs/test_dir_4KB_10428,8,1522,1.522
/mnt/beegfs/test_dir_4KB_10428,16,801,0.801
/mnt/beegfs/test_dir_4KB_10428,32,421,0.421
/mnt/beegfs/test_dir_4KB_10428,64,377,0.377
/mnt/beegfs/test_dir_4KB_10428,128,686,0.686
/mnt/beegfs/test_dir_4KB_10428,256,1541,1.541
/mnt/beegfs/test_dir_4KB_10428,512,3015,3.015
/mnt/beegfs/test_dir_4KB_10428,1024,7433,7.433
/mnt/beegfs/test_dir_4KB_10428,1,8879,8.879
/mnt/beegfs/test_dir_4KB_10428,2,5647,5.647
/mnt/beegfs/test_dir_4KB_10428,4,3132,3.132
/mnt/beegfs/test_dir_4KB_10428,8,1570,1.57
/mnt/beegfs/test_dir_4KB_10428,16,701,0.701
/mnt/beegfs/test_dir_4KB_10428,32,403,0.403
/mnt/beegfs/test_dir_4KB_10428,64,284,0.284
/mnt/beegfs/test_dir_4KB_10428,128,708,0.708
/mnt/beegfs/test_dir_4KB_10428,256,1550,1.55
/mnt/beegfs/test_dir_4KB_10428,512,2967,2.967
/mnt/beegfs/test_dir_4KB_10428,1024,7662,7.662
/mnt/beegfs/test_dir_4KB_10428,1,9256,9.256
/mnt/beegfs/test_dir_4KB_10428,2,5754,5.754
/mnt/beegfs/test_dir_4KB_10428,4,3219,3.219
/mnt/beegfs/test_dir_4KB_10428,8,1630,1.63
/mnt/beegfs/test_dir_4KB_10428,16,532,0.532
/mnt/beegfs/test_dir_4KB_10428,32,303,0.303
/mnt/beegfs/test_dir_4KB_10428,64,302,0.302
/mnt/beegfs/test_dir_4KB_10428,128,704,0.704
/mnt/beegfs/test_dir_4KB_10428,256,1448,1.448
/mnt/beegfs/test_dir_4KB_10428,512,3137,3.137
/mnt/beegfs/test_dir_4KB_10428,1024,7024,7.024
/mnt/beegfs/test_dir_4KB_10428,1,9262,9.262
/mnt/beegfs/test_dir_4KB_10428,2,5844,5.844
/mnt/beegfs/test_dir_4KB_10428,4,3055,3.055
/mnt/beegfs/test_dir_4KB_10428,8,1537,1.537
/mnt/beegfs/test_dir_4KB_10428,16,729,0.729
/mnt/beegfs/test_dir_4KB_10428,32,465,0.465
/mnt/beegfs/test_dir_4KB_10428,64,449,0.449
/mnt/beegfs/test_dir_4KB_10428,128,745,0.745
/mnt/beegfs/test_dir_4KB_10428,256,1546,1.546
/mnt/beegfs/test_dir_4KB_10428,512,3083,3.083
/mnt/beegfs/test_dir_4KB_10428,1024,7558,7.558
