Use GPU: 0 for training
=> creating model 'resnet18'
worker_num : 0
@@ 非dummy数据集加载
 0 th batch,total_time: 1.159529(1.159529),data_time: 0.747782(0.747782),train_time: 0.411747(0.411747)
 1 th batch,total_time: 0.670934(0.915232),data_time: 0.601697(0.674739),train_time: 0.069237(0.240492)
 2 th batch,total_time: 0.609713(0.813392),data_time: 0.578397(0.642625),train_time: 0.031316(0.170767)
 3 th batch,total_time: 0.593643(0.758455),data_time: 0.566524(0.623600),train_time: 0.027119(0.134855)
 4 th batch,total_time: 0.696145(0.745993),data_time: 0.664060(0.631692),train_time: 0.032085(0.114301)
 5 th batch,total_time: 0.598814(0.721463),data_time: 0.572824(0.621881),train_time: 0.025991(0.099583)
 6 th batch,total_time: 0.585878(0.702094),data_time: 0.555678(0.612423),train_time: 0.030200(0.089671)
 7 th batch,total_time: 0.586483(0.687643),data_time: 0.556296(0.605407),train_time: 0.030187(0.082235)
 8 th batch,total_time: 0.583939(0.676120),data_time: 0.555183(0.599827),train_time: 0.028756(0.076293)
 9 th batch,total_time: 0.590214(0.667529),data_time: 0.561198(0.595964),train_time: 0.029017(0.071565)
 10 th batch,total_time: 0.628701(0.663999),data_time: 0.602899(0.596594),train_time: 0.025802(0.067405)
 11 th batch,total_time: 0.597769(0.658480),data_time: 0.569355(0.594324),train_time: 0.028414(0.064156)
 12 th batch,total_time: 0.597601(0.653797),data_time: 0.567813(0.592285),train_time: 0.029788(0.061512)
 13 th batch,total_time: 0.605250(0.650330),data_time: 0.576328(0.591145),train_time: 0.028922(0.059184)
 14 th batch,total_time: 0.611188(0.647720),data_time: 0.582948(0.590599),train_time: 0.028240(0.057121)
 15 th batch,total_time: 0.587808(0.643976),data_time: 0.561022(0.588750),train_time: 0.026787(0.055225)
 16 th batch,total_time: 0.596585(0.641188),data_time: 0.570215(0.587660),train_time: 0.026370(0.053528)
 17 th batch,total_time: 0.590031(0.638346),data_time: 0.562231(0.586247),train_time: 0.027801(0.052099)
 18 th batch,total_time: 0.599975(0.636326),data_time: 0.569602(0.585371),train_time: 0.030374(0.050955)
 19 th batch,total_time: 0.588385(0.633929),data_time: 0.559974(0.584101),train_time: 0.028411(0.049828)
 20 th batch,total_time: 0.583363(0.631521),data_time: 0.555703(0.582749),train_time: 0.027660(0.048772)
 21 th batch,total_time: 0.579848(0.629173),data_time: 0.550704(0.581292),train_time: 0.029144(0.047880)
 22 th batch,total_time: 0.612994(0.628469),data_time: 0.585620(0.581481),train_time: 0.027374(0.046989)
 23 th batch,total_time: 0.596131(0.627122),data_time: 0.567194(0.580885),train_time: 0.028937(0.046236)
 24 th batch,total_time: 0.582537(0.625338),data_time: 0.554313(0.579822),train_time: 0.028224(0.045516)
 25 th batch,total_time: 0.584052(0.623750),data_time: 0.555544(0.578889),train_time: 0.028508(0.044862)
 26 th batch,total_time: 0.592962(0.622610),data_time: 0.562966(0.578299),train_time: 0.029997(0.044311)
 27 th batch,total_time: 0.579658(0.621076),data_time: 0.551925(0.577357),train_time: 0.027733(0.043719)
 28 th batch,total_time: 0.609450(0.620675),data_time: 0.584125(0.577590),train_time: 0.025326(0.043085)
 29 th batch,total_time: 0.586139(0.619524),data_time: 0.558789(0.576964),train_time: 0.027351(0.042560)
 30 th batch,total_time: 0.549415(0.617262),data_time: 0.519629(0.575114),train_time: 0.029786(0.042148)
 31 th batch,total_time: 0.592851(0.616500),data_time: 0.567591(0.574879),train_time: 0.025260(0.041621)
 32 th batch,total_time: 0.589508(0.615682),data_time: 0.563822(0.574544),train_time: 0.025686(0.041138)
 33 th batch,total_time: 0.594744(0.615066),data_time: 0.564300(0.574243),train_time: 0.030444(0.040823)
 34 th batch,total_time: 0.590657(0.614368),data_time: 0.561536(0.573880),train_time: 0.029120(0.040489)
 35 th batch,total_time: 0.576646(0.613321),data_time: 0.545775(0.573099),train_time: 0.030872(0.040222)
 36 th batch,total_time: 0.567245(0.612075),data_time: 0.538248(0.572157),train_time: 0.028996(0.039918)
 37 th batch,total_time: 0.557573(0.610641),data_time: 0.527496(0.570982),train_time: 0.030077(0.039659)
 38 th batch,total_time: 0.555297(0.609222),data_time: 0.529874(0.569928),train_time: 0.025423(0.039294)
 39 th batch,total_time: 0.605587(0.609131),data_time: 0.579832(0.570175),train_time: 0.025755(0.038956)
 40 th batch,total_time: 0.590396(0.608674),data_time: 0.563089(0.570002),train_time: 0.027307(0.038672)
 41 th batch,total_time: 0.584903(0.608108),data_time: 0.557368(0.569702),train_time: 0.027535(0.038407)
 42 th batch,total_time: 0.632542(0.608676),data_time: 0.605487(0.570534),train_time: 0.027055(0.038143)
 43 th batch,total_time: 0.560139(0.607573),data_time: 0.531638(0.569650),train_time: 0.028502(0.037923)
 44 th batch,total_time: 0.583478(0.607038),data_time: 0.554507(0.569313),train_time: 0.028971(0.037724)
 45 th batch,total_time: 0.572714(0.606292),data_time: 0.543459(0.568751),train_time: 0.029255(0.037540)
 46 th batch,total_time: 0.577437(0.605678),data_time: 0.546734(0.568283),train_time: 0.030703(0.037395)
 47 th batch,total_time: 0.573772(0.605013),data_time: 0.544466(0.567787),train_time: 0.029306(0.037226)
 48 th batch,total_time: 0.601810(0.604948),data_time: 0.576517(0.567965),train_time: 0.025294(0.036983)
 49 th batch,total_time: 0.583502(0.604519),data_time: 0.553025(0.567666),train_time: 0.030478(0.036853)
 50 th batch,total_time: 0.566813(0.603779),data_time: 0.536343(0.567052),train_time: 0.030470(0.036728)
 51 th batch,total_time: 0.575012(0.603226),data_time: 0.547669(0.566679),train_time: 0.027344(0.036547)
 52 th batch,total_time: 0.582771(0.602840),data_time: 0.553035(0.566422),train_time: 0.029736(0.036419)
 53 th batch,total_time: 0.579405(0.602406),data_time: 0.550398(0.566125),train_time: 0.029007(0.036281)
 54 th batch,total_time: 0.573279(0.601877),data_time: 0.543425(0.565712),train_time: 0.029854(0.036165)
 55 th batch,total_time: 0.573183(0.601364),data_time: 0.543670(0.565319),train_time: 0.029512(0.036046)
 56 th batch,total_time: 0.580963(0.601006),data_time: 0.550857(0.565065),train_time: 0.030107(0.035942)
 57 th batch,total_time: 0.561419(0.600324),data_time: 0.532070(0.564496),train_time: 0.029348(0.035828)
 58 th batch,total_time: 0.583370(0.600036),data_time: 0.553080(0.564302),train_time: 0.030290(0.035734)
 59 th batch,total_time: 0.575999(0.599636),data_time: 0.550906(0.564079),train_time: 0.025093(0.035557)
 60 th batch,total_time: 0.608468(0.599781),data_time: 0.577563(0.564300),train_time: 0.030905(0.035480)
 61 th batch,total_time: 0.596838(0.599733),data_time: 0.564302(0.564300),train_time: 0.032536(0.035433)
 62 th batch,total_time: 0.585433(0.599506),data_time: 0.556865(0.564182),train_time: 0.028569(0.035324)
 63 th batch,total_time: 0.591542(0.599382),data_time: 0.561412(0.564139),train_time: 0.030130(0.035243)
 64 th batch,total_time: 0.601470(0.599414),data_time: 0.573236(0.564279),train_time: 0.028233(0.035135)
 65 th batch,total_time: 0.609263(0.599563),data_time: 0.580552(0.564525),train_time: 0.028711(0.035038)
 66 th batch,total_time: 0.574471(0.599189),data_time: 0.545843(0.564247),train_time: 0.028628(0.034942)
 67 th batch,total_time: 0.600873(0.599213),data_time: 0.570352(0.564336),train_time: 0.030521(0.034877)
 68 th batch,total_time: 0.564416(0.598709),data_time: 0.536367(0.563931),train_time: 0.028049(0.034778)
 69 th batch,total_time: 0.571584(0.598322),data_time: 0.542552(0.563626),train_time: 0.029032(0.034696)
 70 th batch,total_time: 0.559897(0.597780),data_time: 0.530276(0.563156),train_time: 0.029620(0.034624)
 71 th batch,total_time: 0.574368(0.597455),data_time: 0.544179(0.562892),train_time: 0.030190(0.034563)
 72 th batch,total_time: 0.576374(0.597166),data_time: 0.550871(0.562728),train_time: 0.025503(0.034439)
 73 th batch,total_time: 0.596129(0.597152),data_time: 0.571014(0.562840),train_time: 0.025115(0.034313)
 74 th batch,total_time: 0.616553(0.597411),data_time: 0.591567(0.563223),train_time: 0.024986(0.034188)
 75 th batch,total_time: 0.591731(0.597336),data_time: 0.566524(0.563266),train_time: 0.025207(0.034070)
 76 th batch,total_time: 0.591274(0.597258),data_time: 0.564462(0.563282),train_time: 0.026812(0.033976)
Use GPU: 1 for training
=> creating model 'resnet18'
worker_num : 0
@@ 非dummy数据集加载
 0 th batch,total_time: 1.187610(1.187610),data_time: 0.756582(0.756582),train_time: 0.431027(0.431027)
 1 th batch,total_time: 0.671413(0.929511),data_time: 0.600252(0.678417),train_time: 0.071161(0.251094)
 2 th batch,total_time: 0.606941(0.821988),data_time: 0.574993(0.643943),train_time: 0.031949(0.178046)
 3 th batch,total_time: 0.595795(0.765440),data_time: 0.550873(0.620675),train_time: 0.044922(0.144765)
 4 th batch,total_time: 0.694905(0.751333),data_time: 0.622689(0.621078),train_time: 0.072216(0.130255)
 5 th batch,total_time: 0.601506(0.726362),data_time: 0.557534(0.610487),train_time: 0.043972(0.115874)
 6 th batch,total_time: 0.607219(0.709341),data_time: 0.580264(0.606170),train_time: 0.026955(0.103172)
 7 th batch,total_time: 0.575348(0.692592),data_time: 0.545569(0.598595),train_time: 0.029779(0.093998)
 8 th batch,total_time: 0.588573(0.681035),data_time: 0.559091(0.594205),train_time: 0.029482(0.086829)
 9 th batch,total_time: 0.592887(0.672220),data_time: 0.565093(0.591294),train_time: 0.027795(0.080926)
 10 th batch,total_time: 0.628825(0.668275),data_time: 0.600104(0.592095),train_time: 0.028721(0.076180)
 11 th batch,total_time: 0.589524(0.661712),data_time: 0.561228(0.589523),train_time: 0.028295(0.072189)
 12 th batch,total_time: 0.593850(0.656492),data_time: 0.565394(0.587667),train_time: 0.028456(0.068825)
 13 th batch,total_time: 0.602000(0.652600),data_time: 0.563073(0.585910),train_time: 0.038928(0.066690)
 14 th batch,total_time: 0.612090(0.649899),data_time: 0.564902(0.584509),train_time: 0.047188(0.065390)
 15 th batch,total_time: 0.602798(0.646955),data_time: 0.575518(0.583948),train_time: 0.027279(0.063008)
 16 th batch,total_time: 0.579982(0.643016),data_time: 0.543754(0.581583),train_time: 0.036228(0.061432)
 17 th batch,total_time: 0.592245(0.640195),data_time: 0.556654(0.580198),train_time: 0.035591(0.059997)
 18 th batch,total_time: 0.611145(0.638666),data_time: 0.579804(0.580177),train_time: 0.031341(0.058489)
 19 th batch,total_time: 0.595152(0.636490),data_time: 0.567855(0.579561),train_time: 0.027297(0.056929)
 20 th batch,total_time: 0.569672(0.633309),data_time: 0.540403(0.577697),train_time: 0.029269(0.055612)
 21 th batch,total_time: 0.582540(0.631001),data_time: 0.556588(0.576737),train_time: 0.025952(0.054264)
 22 th batch,total_time: 0.607006(0.629958),data_time: 0.571323(0.576502),train_time: 0.035683(0.053456)
 23 th batch,total_time: 0.597800(0.628618),data_time: 0.569162(0.576196),train_time: 0.028639(0.052422)
 24 th batch,total_time: 0.583375(0.626808),data_time: 0.554699(0.575336),train_time: 0.028676(0.051472)
 25 th batch,total_time: 0.588513(0.625335),data_time: 0.558767(0.574699),train_time: 0.029746(0.050636)
 26 th batch,total_time: 0.586560(0.623899),data_time: 0.542048(0.573490),train_time: 0.044512(0.050410)
 27 th batch,total_time: 0.581222(0.622375),data_time: 0.546359(0.572521),train_time: 0.034863(0.049854)
 28 th batch,total_time: 0.610402(0.621962),data_time: 0.568289(0.572375),train_time: 0.042113(0.049587)
 29 th batch,total_time: 0.584658(0.620719),data_time: 0.545009(0.571462),train_time: 0.039649(0.049256)
 30 th batch,total_time: 0.572719(0.619170),data_time: 0.539101(0.570419),train_time: 0.033618(0.048752)
 31 th batch,total_time: 0.589910(0.618256),data_time: 0.560004(0.570093),train_time: 0.029905(0.048163)
 32 th batch,total_time: 0.597330(0.617622),data_time: 0.564898(0.569936),train_time: 0.032432(0.047686)
 33 th batch,total_time: 0.590279(0.616817),data_time: 0.558122(0.569588),train_time: 0.032157(0.047229)
 34 th batch,total_time: 0.588368(0.616005),data_time: 0.556291(0.569208),train_time: 0.032077(0.046796)
 35 th batch,total_time: 0.551095(0.614202),data_time: 0.490572(0.567024),train_time: 0.060523(0.047178)
 36 th batch,total_time: 0.571146(0.613038),data_time: 0.460337(0.564141),train_time: 0.110809(0.048897)
 37 th batch,total_time: 0.558447(0.611601),data_time: 0.462067(0.561454),train_time: 0.096380(0.050147)
 38 th batch,total_time: 0.554313(0.610132),data_time: 0.509904(0.560133),train_time: 0.044409(0.050000)
 39 th batch,total_time: 0.605373(0.610013),data_time: 0.562249(0.560185),train_time: 0.043124(0.049828)
 40 th batch,total_time: 0.608768(0.609983),data_time: 0.581737(0.560711),train_time: 0.027031(0.049272)
 41 th batch,total_time: 0.588337(0.609468),data_time: 0.558611(0.560661),train_time: 0.029726(0.048807)
 42 th batch,total_time: 0.630202(0.609950),data_time: 0.601738(0.561616),train_time: 0.028465(0.048333)
 43 th batch,total_time: 0.588217(0.609456),data_time: 0.553720(0.561437),train_time: 0.034497(0.048019)
 44 th batch,total_time: 0.583174(0.608872),data_time: 0.554146(0.561275),train_time: 0.029028(0.047597)
 45 th batch,total_time: 0.570378(0.608035),data_time: 0.540277(0.560818),train_time: 0.030102(0.047217)
 46 th batch,total_time: 0.584207(0.607528),data_time: 0.554796(0.560690),train_time: 0.029410(0.046838)
 47 th batch,total_time: 0.555939(0.606453),data_time: 0.527918(0.560008),train_time: 0.028021(0.046446)
 48 th batch,total_time: 0.592730(0.606173),data_time: 0.559327(0.559994),train_time: 0.033403(0.046180)
 49 th batch,total_time: 0.572866(0.605507),data_time: 0.541609(0.559626),train_time: 0.031258(0.045881)
 50 th batch,total_time: 0.578125(0.604970),data_time: 0.545422(0.559347),train_time: 0.032702(0.045623)
 51 th batch,total_time: 0.597342(0.604824),data_time: 0.563699(0.559431),train_time: 0.033644(0.045392)
 52 th batch,total_time: 0.573374(0.604230),data_time: 0.539706(0.559059),train_time: 0.033668(0.045171)
 53 th batch,total_time: 0.574711(0.603683),data_time: 0.541402(0.558732),train_time: 0.033309(0.044952)
 54 th batch,total_time: 0.571739(0.603103),data_time: 0.537965(0.558354),train_time: 0.033774(0.044748)
 55 th batch,total_time: 0.572944(0.602564),data_time: 0.539260(0.558013),train_time: 0.033684(0.044551)
 56 th batch,total_time: 0.583026(0.602221),data_time: 0.548998(0.557855),train_time: 0.034028(0.044366)
 57 th batch,total_time: 0.566475(0.601605),data_time: 0.532697(0.557421),train_time: 0.033778(0.044184)
 58 th batch,total_time: 0.573291(0.601125),data_time: 0.547195(0.557248),train_time: 0.026096(0.043877)
 59 th batch,total_time: 0.582748(0.600819),data_time: 0.549421(0.557118),train_time: 0.033327(0.043701)
 60 th batch,total_time: 0.603543(0.600864),data_time: 0.570316(0.557334),train_time: 0.033227(0.043529)
 61 th batch,total_time: 0.604975(0.600930),data_time: 0.570285(0.557543),train_time: 0.034690(0.043387)
 62 th batch,total_time: 0.612946(0.601121),data_time: 0.579366(0.557889),train_time: 0.033580(0.043231)
 63 th batch,total_time: 0.595990(0.601040),data_time: 0.561891(0.557952),train_time: 0.034099(0.043089)
 64 th batch,total_time: 0.605696(0.601112),data_time: 0.571557(0.558161),train_time: 0.034139(0.042951)
 65 th batch,total_time: 0.617652(0.601363),data_time: 0.583624(0.558547),train_time: 0.034028(0.042816)
 66 th batch,total_time: 0.599111(0.601329),data_time: 0.564867(0.558641),train_time: 0.034244(0.042688)
 67 th batch,total_time: 0.577413(0.600977),data_time: 0.543626(0.558421),train_time: 0.033787(0.042557)
 68 th batch,total_time: 0.558926(0.600368),data_time: 0.525380(0.557942),train_time: 0.033546(0.042426)
 69 th batch,total_time: 0.569255(0.599923),data_time: 0.535201(0.557617),train_time: 0.034055(0.042307)
 70 th batch,total_time: 0.547674(0.599188),data_time: 0.513745(0.556999),train_time: 0.033929(0.042189)
 71 th batch,total_time: 0.563904(0.598697),data_time: 0.529503(0.556617),train_time: 0.034401(0.042080)
 72 th batch,total_time: 0.562228(0.598198),data_time: 0.528055(0.556226),train_time: 0.034173(0.041972)
 73 th batch,total_time: 0.597318(0.598186),data_time: 0.562947(0.556317),train_time: 0.034371(0.041869)
 74 th batch,total_time: 0.615491(0.598417),data_time: 0.581676(0.556655),train_time: 0.033815(0.041762)
 75 th batch,total_time: 0.580987(0.598187),data_time: 0.548321(0.556545),train_time: 0.032665(0.041642)
 76 th batch,total_time: 0.606644(0.598297),data_time: 0.572462(0.556752),train_time: 0.034182(0.041545)
 77 th batch,total_time: 0.604084(0.597345),data_time: 0.571779(0.563391),train_time: 0.032305(0.033954)
 78 th batch,total_time: 0.587726(0.597223),data_time: 0.555584(0.563292),train_time: 0.032142(0.033932)
 79 th batch,total_time: 0.586310(0.597087),data_time: 0.552413(0.563156),train_time: 0.033898(0.033931)
 80 th batch,total_time: 0.597552(0.597093),data_time: 0.563442(0.563159),train_time: 0.034109(0.033933)
 81 th batch,total_time: 0.585143(0.596947),data_time: 0.549679(0.562995),train_time: 0.035465(0.033952)
 82 th batch,total_time: 0.584030(0.596791),data_time: 0.552151(0.562864),train_time: 0.031879(0.033927)
 83 th batch,total_time: 0.575688(0.596540),data_time: 0.545937(0.562663),train_time: 0.029752(0.033877)
 84 th batch,total_time: 0.553981(0.596039),data_time: 0.523377(0.562201),train_time: 0.030604(0.033839)
 85 th batch,total_time: 0.563165(0.595657),data_time: 0.532976(0.561861),train_time: 0.030189(0.033796)
 86 th batch,total_time: 0.544715(0.595072),data_time: 0.513164(0.561301),train_time: 0.031552(0.033771)
 87 th batch,total_time: 0.554985(0.594616),data_time: 0.523885(0.560876),train_time: 0.031100(0.033740)
 88 th batch,total_time: 0.577183(0.594420),data_time: 0.547225(0.560722),train_time: 0.029958(0.033698)
 89 th batch,total_time: 0.589755(0.594368),data_time: 0.558477(0.560698),train_time: 0.031278(0.033671)
 90 th batch,total_time: 0.578408(0.594193),data_time: 0.545964(0.560536),train_time: 0.032444(0.033657)
 91 th batch,total_time: 0.558354(0.593803),data_time: 0.528846(0.560191),train_time: 0.029508(0.033612)
 92 th batch,total_time: 0.568924(0.593536),data_time: 0.538440(0.559957),train_time: 0.030484(0.033579)
 93 th batch,total_time: 0.577539(0.593366),data_time: 0.545224(0.559801),train_time: 0.032315(0.033565)
 94 th batch,total_time: 0.564821(0.593065),data_time: 0.534578(0.559535),train_time: 0.030243(0.033530)
 95 th batch,total_time: 0.573975(0.592866),data_time: 0.544192(0.559375),train_time: 0.029783(0.033491)
 96 th batch,total_time: 0.577696(0.592710),data_time: 0.548864(0.559267),train_time: 0.028832(0.033443)
 97 th batch,total_time: 0.571816(0.592497),data_time: 0.542557(0.559096),train_time: 0.029259(0.033400)
 98 th batch,total_time: 0.583261(0.592404),data_time: 0.551330(0.559018),train_time: 0.031932(0.033386)
 99 th batch,total_time: 0.567304(0.592153),data_time: 0.536809(0.558796),train_time: 0.030495(0.033357)
 100 th batch,total_time: 0.579672(0.592029),data_time: 0.550367(0.558712),train_time: 0.029305(0.033317)
 101 th batch,total_time: 0.571089(0.591824),data_time: 0.540796(0.558537),train_time: 0.030293(0.033287)
 102 th batch,total_time: 0.567185(0.591584),data_time: 0.536933(0.558327),train_time: 0.030252(0.033258)
 103 th batch,total_time: 0.570602(0.591383),data_time: 0.540462(0.558155),train_time: 0.030140(0.033228)
 104 th batch,total_time: 0.560382(0.591087),data_time: 0.530708(0.557894),train_time: 0.029674(0.033194)
 105 th batch,total_time: 0.557882(0.590774),data_time: 0.527776(0.557610),train_time: 0.030106(0.033165)
