Use GPU: 1 for training
=> creating model 'resnet18'
worker_num : 8
@@ 非dummy数据集加载
Use GPU: 0 for training
=> creating model 'resnet18'
worker_num : 8
@@ 非dummy数据集加载
 0 th batch,total_time: 24.168736(24.168736),data_time: 23.600612(23.600612),train_time: 0.568124(0.568124)
 1 th batch,total_time: 0.048726(12.108731),data_time: 0.000961(11.800787),train_time: 0.047765(0.307944)
 2 th batch,total_time: 0.020829(8.079431),data_time: 0.000910(7.867495),train_time: 0.019919(0.211936)
 3 th batch,total_time: 0.025928(6.066055),data_time: 0.005458(5.901985),train_time: 0.020471(0.164070)
 4 th batch,total_time: 0.029604(4.858765),data_time: 0.006408(4.722870),train_time: 0.023196(0.135895)
 5 th batch,total_time: 0.031714(4.054256),data_time: 0.006547(3.936816),train_time: 0.025167(0.117440)
 6 th batch,total_time: 0.033091(3.479804),data_time: 0.004230(3.375018),train_time: 0.028861(0.104786)
 7 th batch,total_time: 0.032744(3.048922),data_time: 0.003021(2.953519),train_time: 0.029722(0.095403)
 8 th batch,total_time: 0.031822(2.713688),data_time: 0.002672(2.625647),train_time: 0.029150(0.088042)
 9 th batch,total_time: 0.032503(2.445570),data_time: 0.003163(2.363398),train_time: 0.029339(0.082171)
 10 th batch,total_time: 0.031842(2.226140),data_time: 0.003620(2.148873),train_time: 0.028222(0.077267)
 11 th batch,total_time: 0.036607(2.043679),data_time: 0.003850(1.970121),train_time: 0.032757(0.073558)
 12 th batch,total_time: 0.034417(1.889120),data_time: 0.001842(1.818715),train_time: 0.032575(0.070405)
 13 th batch,total_time: 0.027979(1.756182),data_time: 0.001293(1.688899),train_time: 0.026686(0.067282)
 14 th batch,total_time: 0.033831(1.641358),data_time: 0.004729(1.576621),train_time: 0.029103(0.064737)
 15 th batch,total_time: 0.031981(1.540772),data_time: 0.004014(1.478333),train_time: 0.027967(0.062439)
 16 th batch,total_time: 0.032076(1.452025),data_time: 0.003115(1.391556),train_time: 0.028961(0.060470)
 17 th batch,total_time: 0.031645(1.373115),data_time: 0.003854(1.314461),train_time: 0.027791(0.058654)
 18 th batch,total_time: 0.031148(1.302485),data_time: 0.003855(1.245482),train_time: 0.027294(0.057004)
 19 th batch,total_time: 0.035041(1.239113),data_time: 0.003429(1.183379),train_time: 0.031611(0.055734)
