Use GPU: 0 for training
=> creating model 'resnet18'
worker_num : 8
@@ 非dummy数据集加载
Use GPU: 1 for training
=> creating model 'resnet18'
worker_num : 8
@@ 非dummy数据集加载
 0 th batch,total_time: 24.897674(24.897674),data_time: 24.381316(24.381316),train_time: 0.516358(0.516358)
 1 th batch,total_time: 0.072711(12.485193),data_time: 0.003333(12.192324),train_time: 0.069378(0.292868)
 2 th batch,total_time: 0.039591(8.336659),data_time: 0.003172(8.129274),train_time: 0.036419(0.207385)
 3 th batch,total_time: 0.072371(6.270587),data_time: 0.035590(6.105853),train_time: 0.036781(0.164734)
 4 th batch,total_time: 0.069085(5.030286),data_time: 0.033202(4.891323),train_time: 0.035882(0.138964)
 5 th batch,total_time: 0.068835(4.203378),data_time: 0.032655(4.081545),train_time: 0.036181(0.121833)
 6 th batch,total_time: 0.068727(3.612713),data_time: 0.032365(3.503090),train_time: 0.036361(0.109623)
 7 th batch,total_time: 0.068903(3.169737),data_time: 0.032337(3.069246),train_time: 0.036566(0.100491)
 8 th batch,total_time: 0.062193(2.824454),data_time: 0.032715(2.731854),train_time: 0.029478(0.092600)
 9 th batch,total_time: 0.080779(2.550087),data_time: 0.038724(2.462541),train_time: 0.042054(0.087546)
 10 th batch,total_time: 0.072781(2.324877),data_time: 0.028993(2.241309),train_time: 0.043788(0.083568)
 11 th batch,total_time: 0.069093(2.136895),data_time: 0.027824(2.056852),train_time: 0.041269(0.080043)
 12 th batch,total_time: 0.071862(1.978047),data_time: 0.027538(1.900751),train_time: 0.044324(0.077295)
 13 th batch,total_time: 0.062341(1.841210),data_time: 0.025176(1.766781),train_time: 0.037166(0.074429)
 14 th batch,total_time: 0.072700(1.723310),data_time: 0.032047(1.651132),train_time: 0.040653(0.072177)
 15 th batch,total_time: 0.053860(1.618969),data_time: 0.027886(1.549680),train_time: 0.025974(0.069290)
 16 th batch,total_time: 0.076086(1.528211),data_time: 0.041964(1.460990),train_time: 0.034122(0.067221)
 17 th batch,total_time: 0.073492(1.447394),data_time: 0.034538(1.381743),train_time: 0.038954(0.065651)
 18 th batch,total_time: 0.066852(1.374734),data_time: 0.029934(1.310595),train_time: 0.036919(0.064138)
 19 th batch,total_time: 0.069503(1.309472),data_time: 0.031455(1.246638),train_time: 0.038048(0.062834)
 20 th batch,total_time: 0.072355(1.250562),data_time: 0.030609(1.188732),train_time: 0.041746(0.061830)
