Use GPU: 0 for training
=> creating model 'resnet18'
worker_num : 0
@@ 非dummy数据集加载
 0 th batch,total_time: 0.764070(0.764070),data_time: 0.347529(0.347529),train_time: 0.416540(0.416540)
 1 th batch,total_time: 0.205270(0.484670),data_time: 0.165830(0.256680),train_time: 0.039440(0.227990)
 2 th batch,total_time: 0.175328(0.381556),data_time: 0.152954(0.222104),train_time: 0.022374(0.159451)
 3 th batch,total_time: 0.150970(0.323909),data_time: 0.123771(0.197521),train_time: 0.027199(0.126388)
 4 th batch,total_time: 0.157349(0.290597),data_time: 0.128200(0.183657),train_time: 0.029149(0.106941)
 5 th batch,total_time: 0.173684(0.271112),data_time: 0.151347(0.178272),train_time: 0.022337(0.092840)
 6 th batch,total_time: 0.163581(0.255750),data_time: 0.138641(0.172610),train_time: 0.024940(0.083140)
 7 th batch,total_time: 0.159760(0.243751),data_time: 0.133751(0.167753),train_time: 0.026009(0.075999)
 8 th batch,total_time: 0.167902(0.235324),data_time: 0.142517(0.164949),train_time: 0.025384(0.070375)
 9 th batch,total_time: 0.161549(0.227946),data_time: 0.137488(0.162203),train_time: 0.024061(0.065743)
 10 th batch,total_time: 0.164056(0.222138),data_time: 0.141169(0.160291),train_time: 0.022887(0.061847)
 11 th batch,total_time: 0.144289(0.215651),data_time: 0.118838(0.156836),train_time: 0.025451(0.058814)
 12 th batch,total_time: 0.158239(0.211234),data_time: 0.134308(0.155103),train_time: 0.023932(0.056131)
 13 th batch,total_time: 0.147950(0.206714),data_time: 0.122470(0.152772),train_time: 0.025480(0.053942)
 14 th batch,total_time: 0.139818(0.202254),data_time: 0.113655(0.150164),train_time: 0.026163(0.052090)
 15 th batch,total_time: 0.151201(0.199063),data_time: 0.129155(0.148851),train_time: 0.022045(0.050212)
 16 th batch,total_time: 0.133806(0.195225),data_time: 0.107988(0.146448),train_time: 0.025818(0.048777)
 17 th batch,total_time: 0.143310(0.192341),data_time: 0.116171(0.144766),train_time: 0.027139(0.047575)
 18 th batch,total_time: 0.200494(0.192770),data_time: 0.120592(0.143493),train_time: 0.079902(0.049276)
 19 th batch,total_time: 0.150367(0.190650),data_time: 0.127117(0.142674),train_time: 0.023249(0.047975)
 20 th batch,total_time: 0.140247(0.188249),data_time: 0.117761(0.141488),train_time: 0.022486(0.046761)
 21 th batch,total_time: 0.140076(0.186060),data_time: 0.115970(0.140328),train_time: 0.024106(0.045731)
 22 th batch,total_time: 0.150582(0.184517),data_time: 0.126592(0.139731),train_time: 0.023990(0.044786)
 23 th batch,total_time: 0.164340(0.183676),data_time: 0.142055(0.139828),train_time: 0.022285(0.043849)
 24 th batch,total_time: 0.159117(0.182694),data_time: 0.133204(0.139563),train_time: 0.025913(0.043131)
 25 th batch,total_time: 0.151196(0.181483),data_time: 0.128092(0.139122),train_time: 0.023104(0.042361)
 26 th batch,total_time: 0.153259(0.180437),data_time: 0.129518(0.138766),train_time: 0.023741(0.041671)
 27 th batch,total_time: 0.153248(0.179466),data_time: 0.130438(0.138469),train_time: 0.022809(0.040998)
 28 th batch,total_time: 0.166309(0.179012),data_time: 0.140330(0.138533),train_time: 0.025978(0.040480)
 29 th batch,total_time: 0.152675(0.178135),data_time: 0.126922(0.138146),train_time: 0.025753(0.039989)
 30 th batch,total_time: 0.150957(0.177258),data_time: 0.125568(0.137740),train_time: 0.025389(0.039518)
 31 th batch,total_time: 0.168705(0.176991),data_time: 0.151616(0.138174),train_time: 0.017089(0.038817)
 32 th batch,total_time: 0.152889(0.176260),data_time: 0.125736(0.137797),train_time: 0.027153(0.038464)
 33 th batch,total_time: 0.152068(0.175549),data_time: 0.124910(0.137418),train_time: 0.027158(0.038131)
 34 th batch,total_time: 0.139910(0.174530),data_time: 0.117648(0.136853),train_time: 0.022261(0.037678)
 35 th batch,total_time: 0.164903(0.174263),data_time: 0.139998(0.136940),train_time: 0.024905(0.037323)
 36 th batch,total_time: 0.166927(0.174065),data_time: 0.140489(0.137036),train_time: 0.026438(0.037029)
 37 th batch,total_time: 0.153316(0.173519),data_time: 0.133018(0.136930),train_time: 0.020298(0.036588)
 38 th batch,total_time: 0.146120(0.172816),data_time: 0.121207(0.136527),train_time: 0.024913(0.036289)
 39 th batch,total_time: 0.155442(0.172382),data_time: 0.127861(0.136311),train_time: 0.027580(0.036071)
 40 th batch,total_time: 0.147812(0.171783),data_time: 0.120717(0.135930),train_time: 0.027095(0.035852)
 41 th batch,total_time: 0.160082(0.171504),data_time: 0.131625(0.135828),train_time: 0.028457(0.035676)
 42 th batch,total_time: 0.150066(0.171005),data_time: 0.122954(0.135528),train_time: 0.027112(0.035477)
 43 th batch,total_time: 0.152529(0.170586),data_time: 0.123264(0.135250),train_time: 0.029265(0.035336)
 44 th batch,total_time: 0.143803(0.169990),data_time: 0.116383(0.134830),train_time: 0.027420(0.035160)
