Use GPU: 0 for training
=> creating model 'resnet18'
worker_num : 16
@@ 非dummy数据集加载
Use GPU: 1 for training
=> creating model 'resnet18'
worker_num : 16
@@ 非dummy数据集加载
 0 th batch,total_time: 49.759021(49.759021),data_time: 49.121194(49.121194),train_time: 0.637827(0.637827)
 1 th batch,total_time: 0.042535(24.900778),data_time: 0.001889(24.561542),train_time: 0.040646(0.339236)
 2 th batch,total_time: 0.027126(16.609561),data_time: 0.001656(16.374913),train_time: 0.025470(0.234648)
 3 th batch,total_time: 0.039708(12.467098),data_time: 0.015107(12.284961),train_time: 0.024602(0.182136)
 4 th batch,total_time: 0.039337(9.981546),data_time: 0.014785(9.830926),train_time: 0.024552(0.150619)
 5 th batch,total_time: 0.041845(8.324929),data_time: 0.014851(8.194914),train_time: 0.026994(0.130015)
 6 th batch,total_time: 0.040565(7.141448),data_time: 0.012759(7.026034),train_time: 0.027806(0.115414)
 7 th batch,total_time: 0.040687(6.253853),data_time: 0.012242(6.149310),train_time: 0.028445(0.104543)
 8 th batch,total_time: 0.040286(5.563457),data_time: 0.011949(5.467381),train_time: 0.028337(0.096076)
 9 th batch,total_time: 0.040560(5.011167),data_time: 0.011981(4.921841),train_time: 0.028579(0.089326)
 10 th batch,total_time: 0.040669(4.559304),data_time: 0.012182(4.475509),train_time: 0.028486(0.083795)
 11 th batch,total_time: 0.038808(4.182596),data_time: 0.011642(4.103520),train_time: 0.027166(0.079076)
 12 th batch,total_time: 0.041162(3.864024),data_time: 0.013387(3.788894),train_time: 0.027775(0.075130)
 13 th batch,total_time: 0.039101(3.590815),data_time: 0.012198(3.519130),train_time: 0.026903(0.071685)
 14 th batch,total_time: 0.039901(3.354087),data_time: 0.012559(3.285359),train_time: 0.027341(0.068729)
 15 th batch,total_time: 0.039256(3.146911),data_time: 0.013222(3.080850),train_time: 0.026035(0.066060)
 16 th batch,total_time: 0.041389(2.964233),data_time: 0.015051(2.900509),train_time: 0.026337(0.063724)
 17 th batch,total_time: 0.039432(2.801744),data_time: 0.013377(2.740113),train_time: 0.026055(0.061631)
 18 th batch,total_time: 0.040427(2.656411),data_time: 0.014138(2.596640),train_time: 0.026290(0.059771)
 19 th batch,total_time: 0.042616(2.525722),data_time: 0.013573(2.467487),train_time: 0.029043(0.058235)
 20 th batch,total_time: 0.038260(2.407271),data_time: 0.011672(2.350543),train_time: 0.026588(0.056728)
 21 th batch,total_time: 0.040527(2.299692),data_time: 0.014156(2.244344),train_time: 0.026371(0.055348)
 22 th batch,total_time: 0.042448(2.201551),data_time: 0.013520(2.147352),train_time: 0.028928(0.054199)
 23 th batch,total_time: 0.034419(2.111254),data_time: 0.010886(2.058332),train_time: 0.023533(0.052921)
 24 th batch,total_time: 0.044538(2.028585),data_time: 0.016371(1.976654),train_time: 0.028167(0.051931)
 25 th batch,total_time: 0.041303(1.952151),data_time: 0.011461(1.901069),train_time: 0.029842(0.051082)
 26 th batch,total_time: 0.037781(1.881248),data_time: 0.011545(1.831087),train_time: 0.026236(0.050161)
 27 th batch,total_time: 0.040507(1.815508),data_time: 0.014022(1.766192),train_time: 0.026485(0.049316)
 28 th batch,total_time: 0.037150(1.754185),data_time: 0.012793(1.705730),train_time: 0.024358(0.048455)
 29 th batch,total_time: 0.040250(1.697054),data_time: 0.014906(1.649369),train_time: 0.025344(0.047685)
 30 th batch,total_time: 0.041512(1.643649),data_time: 0.014893(1.596644),train_time: 0.026619(0.047005)
 31 th batch,total_time: 0.038121(1.593477),data_time: 0.012964(1.547154),train_time: 0.025158(0.046323)
 32 th batch,total_time: 0.041404(1.546444),data_time: 0.014356(1.500706),train_time: 0.027049(0.045738)
 33 th batch,total_time: 0.033998(1.501960),data_time: 0.012665(1.456940),train_time: 0.021333(0.045021)
 34 th batch,total_time: 0.044830(1.460328),data_time: 0.018569(1.415843),train_time: 0.026261(0.044485)
 35 th batch,total_time: 0.041175(1.420907),data_time: 0.013453(1.376888),train_time: 0.027722(0.044019)
 36 th batch,total_time: 0.040737(1.383605),data_time: 0.013117(1.340029),train_time: 0.027620(0.043576)
 37 th batch,total_time: 0.039579(1.348236),data_time: 0.012278(1.305089),train_time: 0.027302(0.043148)
 38 th batch,total_time: 0.039149(1.314670),data_time: 0.012427(1.271943),train_time: 0.026722(0.042726)
 39 th batch,total_time: 0.040948(1.282827),data_time: 0.013258(1.240476),train_time: 0.027690(0.042350)
 40 th batch,total_time: 0.038721(1.252483),data_time: 0.012515(1.210526),train_time: 0.026205(0.041957)
 41 th batch,total_time: 0.041589(1.223652),data_time: 0.014189(1.182042),train_time: 0.027400(0.041610)
 42 th batch,total_time: 0.038649(1.196094),data_time: 0.012617(1.154846),train_time: 0.026031(0.041248)
 43 th batch,total_time: 0.037610(1.169765),data_time: 0.013611(1.128909),train_time: 0.023999(0.040856)
 44 th batch,total_time: 0.035907(1.144568),data_time: 0.015848(1.104174),train_time: 0.020059(0.040394)
 45 th batch,total_time: 0.047255(1.120713),data_time: 0.019192(1.080587),train_time: 0.028063(0.040126)
 46 th batch,total_time: 0.037348(1.097663),data_time: 0.011005(1.057830),train_time: 0.026343(0.039832)
 47 th batch,total_time: 0.040284(1.075634),data_time: 0.013628(1.036076),train_time: 0.026656(0.039558)
 48 th batch,total_time: 0.040054(1.054500),data_time: 0.012859(1.015194),train_time: 0.027195(0.039306)
 49 th batch,total_time: 0.039238(1.034194),data_time: 0.012846(0.995147),train_time: 0.026393(0.039047)
 50 th batch,total_time: 0.039363(1.014688),data_time: 0.013408(0.975897),train_time: 0.025955(0.038791)
 51 th batch,total_time: 0.039142(0.995927),data_time: 0.014236(0.957404),train_time: 0.024906(0.038524)
 52 th batch,total_time: 0.040223(0.977895),data_time: 0.014795(0.939619),train_time: 0.025428(0.038276)
 53 th batch,total_time: 0.038653(0.960502),data_time: 0.013717(0.922473),train_time: 0.024936(0.038029)
 54 th batch,total_time: 0.043027(0.943821),data_time: 0.014379(0.905962),train_time: 0.028648(0.037859)
 55 th batch,total_time: 0.036753(0.927623),data_time: 0.010514(0.889972),train_time: 0.026239(0.037651)
 56 th batch,total_time: 0.038921(0.912032),data_time: 0.013752(0.874599),train_time: 0.025168(0.037432)
 57 th batch,total_time: 0.039276(0.896984),data_time: 0.014241(0.859766),train_time: 0.025035(0.037219)
 58 th batch,total_time: 0.040813(0.882473),data_time: 0.014386(0.845437),train_time: 0.026426(0.037036)
 59 th batch,total_time: 0.037809(0.868395),data_time: 0.012418(0.831553),train_time: 0.025391(0.036842)
 60 th batch,total_time: 0.041507(0.854840),data_time: 0.013879(0.818149),train_time: 0.027628(0.036691)
 61 th batch,total_time: 0.039595(0.841690),data_time: 0.011430(0.805137),train_time: 0.028165(0.036553)
 62 th batch,total_time: 0.038856(0.828947),data_time: 0.012141(0.792550),train_time: 0.026715(0.036397)
 63 th batch,total_time: 0.041982(0.816651),data_time: 0.013279(0.780374),train_time: 0.028703(0.036277)
 64 th batch,total_time: 0.039303(0.804691),data_time: 0.011688(0.768548),train_time: 0.027615(0.036143)
 65 th batch,total_time: 0.039707(0.793101),data_time: 0.012391(0.757091),train_time: 0.027315(0.036010)
 66 th batch,total_time: 0.042484(0.781898),data_time: 0.012142(0.745973),train_time: 0.030342(0.035925)
 67 th batch,total_time: 0.040498(0.770995),data_time: 0.011525(0.735172),train_time: 0.028973(0.035823)
 68 th batch,total_time: 0.041463(0.760422),data_time: 0.012650(0.724700),train_time: 0.028813(0.035721)
 69 th batch,total_time: 0.040159(0.750132),data_time: 0.011765(0.714516),train_time: 0.028394(0.035617)
 70 th batch,total_time: 0.039932(0.740129),data_time: 0.013729(0.704645),train_time: 0.026203(0.035484)
 71 th batch,total_time: 0.042844(0.730445),data_time: 0.013863(0.695051),train_time: 0.028980(0.035394)
 72 th batch,total_time: 0.038075(0.720960),data_time: 0.011245(0.685684),train_time: 0.026829(0.035276)
 73 th batch,total_time: 0.040187(0.711761),data_time: 0.012878(0.676592),train_time: 0.027308(0.035169)
 74 th batch,total_time: 0.038609(0.702785),data_time: 0.012634(0.667739),train_time: 0.025975(0.035046)
 75 th batch,total_time: 0.039738(0.694061),data_time: 0.013783(0.659135),train_time: 0.025956(0.034926)
 76 th batch,total_time: 0.040474(0.685573),data_time: 0.013910(0.650755),train_time: 0.026564(0.034818)
