Use GPU: 1 for training
=> creating model 'resnet18'
worker_num : 16
@@ 非dummy数据集加载
Use GPU: 0 for training
=> creating model 'resnet18'
worker_num : 16
@@ 非dummy数据集加载
 0 th batch,total_time: 48.669394(48.669394),data_time: 47.939814(47.939814),train_time: 0.729580(0.729580)
 1 th batch,total_time: 0.114685(24.392039),data_time: 0.003331(23.971573),train_time: 0.111353(0.420467)
 2 th batch,total_time: 0.039162(16.274414),data_time: 0.003114(15.982086),train_time: 0.036049(0.292327)
 3 th batch,total_time: 0.067542(12.222696),data_time: 0.031623(11.994471),train_time: 0.035919(0.228225)
 4 th batch,total_time: 0.069355(9.792028),data_time: 0.032204(9.602017),train_time: 0.037151(0.190010)
 5 th batch,total_time: 0.069151(8.171548),data_time: 0.031509(8.006933),train_time: 0.037642(0.164616)
 6 th batch,total_time: 0.069797(7.014155),data_time: 0.030337(6.867419),train_time: 0.039459(0.146736)
 7 th batch,total_time: 0.069486(6.146072),data_time: 0.029247(6.012648),train_time: 0.040239(0.133424)
 8 th batch,total_time: 0.067037(5.470623),data_time: 0.028966(5.347794),train_time: 0.038071(0.122829)
 9 th batch,total_time: 0.072201(4.930781),data_time: 0.031011(4.816116),train_time: 0.041190(0.114665)
 10 th batch,total_time: 0.066863(4.488607),data_time: 0.027608(4.380797),train_time: 0.039255(0.107810)
 11 th batch,total_time: 0.068460(4.120261),data_time: 0.029526(4.018191),train_time: 0.038934(0.102070)
 12 th batch,total_time: 0.067394(3.808502),data_time: 0.029582(3.711375),train_time: 0.037812(0.097127)
 13 th batch,total_time: 0.067196(3.541266),data_time: 0.032165(3.448574),train_time: 0.035030(0.092692)
 14 th batch,total_time: 0.073888(3.310107),data_time: 0.033576(3.220908),train_time: 0.040313(0.089200)
 15 th batch,total_time: 0.067570(3.107449),data_time: 0.028186(3.021362),train_time: 0.039384(0.086086)
 16 th batch,total_time: 0.067996(2.928658),data_time: 0.029426(2.845366),train_time: 0.038571(0.083291)
 17 th batch,total_time: 0.067876(2.769725),data_time: 0.029682(2.688939),train_time: 0.038194(0.080786)
 18 th batch,total_time: 0.067592(2.627508),data_time: 0.030336(2.549013),train_time: 0.037257(0.078495)
 19 th batch,total_time: 0.069452(2.499605),data_time: 0.031202(2.423122),train_time: 0.038250(0.076483)
 20 th batch,total_time: 0.055780(2.383232),data_time: 0.030503(2.309188),train_time: 0.025278(0.074044)
 21 th batch,total_time: 0.078312(2.278463),data_time: 0.042966(2.206178),train_time: 0.035346(0.072285)
 22 th batch,total_time: 0.070726(2.182475),data_time: 0.033500(2.111714),train_time: 0.037225(0.070761)
 23 th batch,total_time: 0.072721(2.094568),data_time: 0.031337(2.025031),train_time: 0.041384(0.069537)
 24 th batch,total_time: 0.063423(2.013322),data_time: 0.027885(1.945145),train_time: 0.035538(0.068177)
 25 th batch,total_time: 0.067514(1.938484),data_time: 0.032870(1.871596),train_time: 0.034644(0.066887)
 26 th batch,total_time: 0.067841(1.869201),data_time: 0.033819(1.803531),train_time: 0.034023(0.065670)
 27 th batch,total_time: 0.068756(1.804899),data_time: 0.034193(1.740340),train_time: 0.034563(0.064559)
 28 th batch,total_time: 0.068501(1.745023),data_time: 0.033731(1.681491),train_time: 0.034770(0.063532)
 29 th batch,total_time: 0.067367(1.689101),data_time: 0.033393(1.626555),train_time: 0.033974(0.062547)
 30 th batch,total_time: 0.069529(1.636857),data_time: 0.034527(1.575199),train_time: 0.035003(0.061658)
 31 th batch,total_time: 0.067664(1.587820),data_time: 0.033276(1.527014),train_time: 0.034388(0.060806)
 32 th batch,total_time: 0.068358(1.541775),data_time: 0.033777(1.481764),train_time: 0.034580(0.060011)
 33 th batch,total_time: 0.069664(1.498478),data_time: 0.034140(1.439187),train_time: 0.035524(0.059291)
 34 th batch,total_time: 0.067637(1.457597),data_time: 0.033019(1.399011),train_time: 0.034619(0.058586)
 35 th batch,total_time: 0.068665(1.419015),data_time: 0.033808(1.361089),train_time: 0.034857(0.057927)
 36 th batch,total_time: 0.067652(1.382492),data_time: 0.033457(1.325207),train_time: 0.034195(0.057286)
 37 th batch,total_time: 0.070007(1.347953),data_time: 0.034425(1.291239),train_time: 0.035582(0.056714)
 38 th batch,total_time: 0.067670(1.315125),data_time: 0.032734(1.258969),train_time: 0.034936(0.056156)
 39 th batch,total_time: 0.068442(1.283958),data_time: 0.033264(1.228327),train_time: 0.035177(0.055631)
 40 th batch,total_time: 0.068671(1.254317),data_time: 0.033189(1.199177),train_time: 0.035482(0.055140)
 41 th batch,total_time: 0.068572(1.226085),data_time: 0.033010(1.171411),train_time: 0.035562(0.054674)
 42 th batch,total_time: 0.067532(1.199142),data_time: 0.033000(1.144936),train_time: 0.034531(0.054205)
 43 th batch,total_time: 0.069612(1.173471),data_time: 0.034101(1.119690),train_time: 0.035511(0.053781)
 44 th batch,total_time: 0.068456(1.148915),data_time: 0.033535(1.095553),train_time: 0.034921(0.053361)
 45 th batch,total_time: 0.071749(1.125498),data_time: 0.033851(1.072473),train_time: 0.037898(0.053025)
 46 th batch,total_time: 0.069906(1.103039),data_time: 0.030489(1.050303),train_time: 0.039417(0.052736)
 47 th batch,total_time: 0.067802(1.081471),data_time: 0.029913(1.029045),train_time: 0.037890(0.052426)
 48 th batch,total_time: 0.066812(1.060764),data_time: 0.030665(1.008670),train_time: 0.036147(0.052094)
 49 th batch,total_time: 0.068149(1.040912),data_time: 0.032825(0.989153),train_time: 0.035324(0.051759)
 50 th batch,total_time: 0.068333(1.021842),data_time: 0.033220(0.970409),train_time: 0.035113(0.051432)
 51 th batch,total_time: 0.067568(1.003490),data_time: 0.033330(0.952388),train_time: 0.034237(0.051102)
 52 th batch,total_time: 0.068620(0.985851),data_time: 0.034025(0.935061),train_time: 0.034595(0.050790)
 53 th batch,total_time: 0.069526(0.968882),data_time: 0.034202(0.918378),train_time: 0.035324(0.050504)
 54 th batch,total_time: 0.069598(0.952531),data_time: 0.033333(0.902286),train_time: 0.036265(0.050245)
 55 th batch,total_time: 0.067495(0.936727),data_time: 0.032723(0.886759),train_time: 0.034772(0.049969)
 56 th batch,total_time: 0.068549(0.921496),data_time: 0.033740(0.871793),train_time: 0.034809(0.049703)
 57 th batch,total_time: 0.068178(0.906784),data_time: 0.033895(0.857347),train_time: 0.034283(0.049437)
 58 th batch,total_time: 0.069248(0.892588),data_time: 0.034311(0.843397),train_time: 0.034938(0.049191)
 59 th batch,total_time: 0.071606(0.878905),data_time: 0.033531(0.829899),train_time: 0.038075(0.049006)
 60 th batch,total_time: 0.065188(0.865566),data_time: 0.030160(0.816789),train_time: 0.035028(0.048777)
 61 th batch,total_time: 0.068512(0.852710),data_time: 0.033362(0.804153),train_time: 0.035150(0.048557)
 62 th batch,total_time: 0.068094(0.840256),data_time: 0.033237(0.791916),train_time: 0.034857(0.048339)
