Use GPU: 1 for training
=> creating model 'resnet18'
worker_num : 1
@@ 非dummy数据集加载
Use GPU: 0 for training
=> creating model 'resnet18'
worker_num : 1
@@ 非dummy数据集加载
 0 th batch,total_time: 4.955554(4.955554),data_time: 4.532140(4.532140),train_time: 0.423414(0.423414)
 1 th batch,total_time: 0.932168(2.943861),data_time: 0.804539(2.668339),train_time: 0.127629(0.275522)
 2 th batch,total_time: 1.084134(2.323952),data_time: 1.030883(2.122521),train_time: 0.053251(0.201431)
 3 th batch,total_time: 1.183458(2.038828),data_time: 1.130986(1.874637),train_time: 0.052471(0.164191)
 4 th batch,total_time: 1.181226(1.867308),data_time: 1.129381(1.725586),train_time: 0.051845(0.141722)
 5 th batch,total_time: 1.150665(1.747867),data_time: 1.098333(1.621044),train_time: 0.052332(0.126824)
 6 th batch,total_time: 1.165761(1.664709),data_time: 1.113553(1.548545),train_time: 0.052209(0.116164)
 7 th batch,total_time: 1.152235(1.600650),data_time: 1.099514(1.492416),train_time: 0.052722(0.108234)
 8 th batch,total_time: 1.162341(1.551949),data_time: 1.109246(1.449842),train_time: 0.053094(0.102107)
 9 th batch,total_time: 1.156502(1.512404),data_time: 1.103864(1.415244),train_time: 0.052639(0.097160)
 10 th batch,total_time: 1.167750(1.481072),data_time: 1.115679(1.388011),train_time: 0.052072(0.093061)
 11 th batch,total_time: 1.160429(1.454352),data_time: 1.107837(1.364663),train_time: 0.052593(0.089689)
 12 th batch,total_time: 1.171653(1.432606),data_time: 1.118946(1.345762),train_time: 0.052707(0.086844)
 13 th batch,total_time: 1.121412(1.410378),data_time: 1.069452(1.326025),train_time: 0.051960(0.084353)
 14 th batch,total_time: 1.149290(1.392972),data_time: 1.096798(1.310743),train_time: 0.052493(0.082229)
 15 th batch,total_time: 1.174348(1.379308),data_time: 1.122065(1.298951),train_time: 0.052284(0.080357)
 16 th batch,total_time: 1.175511(1.367320),data_time: 1.122630(1.288579),train_time: 0.052881(0.078741)
 17 th batch,total_time: 1.206730(1.358398),data_time: 1.153536(1.281077),train_time: 0.053194(0.077321)
 18 th batch,total_time: 1.200571(1.350092),data_time: 1.147679(1.274056),train_time: 0.052892(0.076036)
 19 th batch,total_time: 1.175070(1.341340),data_time: 1.122251(1.266466),train_time: 0.052819(0.074875)
 20 th batch,total_time: 1.134172(1.331475),data_time: 1.081558(1.257660),train_time: 0.052614(0.073815)
 21 th batch,total_time: 1.157813(1.323582),data_time: 1.105823(1.250759),train_time: 0.051990(0.072823)
 22 th batch,total_time: 1.135024(1.315383),data_time: 1.081327(1.243392),train_time: 0.053697(0.071991)
 23 th batch,total_time: 1.140840(1.308111),data_time: 1.088457(1.236937),train_time: 0.052383(0.071174)
 24 th batch,total_time: 1.129403(1.300962),data_time: 1.076595(1.230523),train_time: 0.052808(0.070440)
 25 th batch,total_time: 1.128122(1.294315),data_time: 1.075709(1.224568),train_time: 0.052413(0.069746)
 26 th batch,total_time: 1.133999(1.288377),data_time: 1.081823(1.219282),train_time: 0.052176(0.069096)
 27 th batch,total_time: 1.119583(1.282349),data_time: 1.066979(1.213842),train_time: 0.052604(0.068507)
 28 th batch,total_time: 1.143695(1.277568),data_time: 1.091569(1.209626),train_time: 0.052126(0.067942)
 29 th batch,total_time: 1.160686(1.273672),data_time: 1.108724(1.206263),train_time: 0.051962(0.067409)
 30 th batch,total_time: 1.159460(1.269987),data_time: 1.106827(1.203055),train_time: 0.052633(0.066932)
 31 th batch,total_time: 1.168727(1.266823),data_time: 1.116328(1.200345),train_time: 0.052399(0.066478)
 32 th batch,total_time: 1.178187(1.264137),data_time: 1.126232(1.198099),train_time: 0.051955(0.066038)
 33 th batch,total_time: 1.153048(1.260870),data_time: 1.100276(1.195222),train_time: 0.052772(0.065648)
 34 th batch,total_time: 1.183009(1.258645),data_time: 1.130689(1.193378),train_time: 0.052320(0.065267)
 35 th batch,total_time: 1.172033(1.256239),data_time: 1.118939(1.191310),train_time: 0.053094(0.064929)
