Use GPU: 1 for training
=> creating model 'resnet18'
worker_num : 32
@@ 非dummy数据集加载
Use GPU: 0 for training
=> creating model 'resnet18'
worker_num : 32
@@ 非dummy数据集加载
 0 th batch,total_time: 107.318669(107.318669),data_time: 104.738267(104.738267),train_time: 2.580402(2.580402)
 1 th batch,total_time: 4.239663(55.779166),data_time: 0.023903(52.381085),train_time: 4.215760(3.398081)
 2 th batch,total_time: 4.045673(38.534668),data_time: 3.737066(36.166412),train_time: 0.308607(2.368256)
 3 th batch,total_time: 0.450426(29.013608),data_time: 0.306928(27.201541),train_time: 0.143498(1.812067)
 4 th batch,total_time: 0.606063(23.332099),data_time: 0.462439(21.853721),train_time: 0.143624(1.478378)
 5 th batch,total_time: 0.453197(19.518948),data_time: 0.310302(18.263151),train_time: 0.142895(1.255798)
 6 th batch,total_time: 0.454401(16.795442),data_time: 0.311076(15.698569),train_time: 0.143325(1.096873)
 7 th batch,total_time: 0.453195(14.752661),data_time: 0.309673(13.774957),train_time: 0.143522(0.977704)
 8 th batch,total_time: 0.454876(13.164018),data_time: 0.311466(12.279013),train_time: 0.143410(0.885005)
 9 th batch,total_time: 0.454046(11.893021),data_time: 0.309803(11.082092),train_time: 0.144244(0.810929)
 10 th batch,total_time: 0.455088(10.853209),data_time: 0.310539(10.102860),train_time: 0.144549(0.750349)
 11 th batch,total_time: 0.458052(9.986946),data_time: 0.310243(9.286809),train_time: 0.147808(0.700137)
 12 th batch,total_time: 0.453624(9.253613),data_time: 0.305799(8.595962),train_time: 0.147825(0.657651)
 13 th batch,total_time: 0.453413(8.625028),data_time: 0.308928(8.004031),train_time: 0.144485(0.620997)
 14 th batch,total_time: 0.453027(8.080227),data_time: 0.308819(7.491017),train_time: 0.144208(0.589211)
 15 th batch,total_time: 0.456456(7.603742),data_time: 0.311007(7.042266),train_time: 0.145449(0.561476)
 16 th batch,total_time: 0.454787(7.183215),data_time: 0.310985(6.646308),train_time: 0.143802(0.536907)
 17 th batch,total_time: 0.453433(6.809338),data_time: 0.309338(6.294254),train_time: 0.144095(0.515084)
 18 th batch,total_time: 0.457251(6.475018),data_time: 0.311529(5.979374),train_time: 0.145722(0.495644)
 19 th batch,total_time: 0.454254(6.173980),data_time: 0.309330(5.695872),train_time: 0.144924(0.478108)
 20 th batch,total_time: 0.453378(5.901570),data_time: 0.309320(5.439369),train_time: 0.144058(0.462201)
 21 th batch,total_time: 0.455407(5.654017),data_time: 0.311074(5.206265),train_time: 0.144334(0.447752)
 22 th batch,total_time: 0.454226(5.427939),data_time: 0.310176(4.993392),train_time: 0.144050(0.434548)
 23 th batch,total_time: 0.453445(5.220669),data_time: 0.309260(4.798220),train_time: 0.144185(0.422449)
 24 th batch,total_time: 0.454606(5.030026),data_time: 0.310301(4.618703),train_time: 0.144304(0.411323)
 25 th batch,total_time: 0.454552(4.854046),data_time: 0.310686(4.453010),train_time: 0.143866(0.401037)
 26 th batch,total_time: 0.455879(4.691151),data_time: 0.309595(4.299550),train_time: 0.146284(0.391601)
 27 th batch,total_time: 0.452164(4.539759),data_time: 0.308613(4.157017),train_time: 0.143551(0.382742)
