batch_size,worker_num,prefetch_factor,data_time,training_time
16,8,1,0.002654302687872024,0.12654078574407668
16,16,1,0.002249933424450102,0.12366679736546107
32,8,1,0.0030551524389357794,0.13060723032270158
16,8,1,0.0025141239166259766,0.12738246009463355
16,8,1,0.002545776821318127,0.12455309005010695
16,8,1,0.002588533219837007,0.12580007598513648
