测试目录,IOSIZE,平均IOPS,总耗时(秒),平均带宽(MB/s),处理文件数,总操作数,总数据量(MB),平均延迟(ms)
/mnt/beegfs/test_dir_4KB_10428,32KB,0.00,0.00,0.00,0,0,0.00,0.00
