IOSize (KB),Threads,Throughput (GiB/sec),IOPS
128,256,1.026918,8412.512256
512,256,4.046917,8288.086016
512,256,3.960139,8110.364672
1024,256,3.943707,4038.355968
4096,256,3.839469,982.904064
16384,151,2.740384,175.384576
128,256,1.091027,8937.693184
512,256,4.070125,8335.616
512,256,3.891124,7969.021952
1024,256,4.020173,4116.657152
4096,256,3.783302,968.525312
16384,147,2.527152,161.737728
