batch_size,worker_num,prefetch_factor,batch_idx,data_time,training_time
128,16,1,1,0.022552013397216797,1.2397840023040771
128,16,1,2,0.0021584033966064453,0.08567976951599121
128,16,1,3,0.0025777816772460938,0.062255144119262695
128,16,1,4,0.0028536319732666016,0.07004737854003906
128,16,1,5,0.002620220184326172,0.06353974342346191
128,16,1,6,0.038477420806884766,0.07977700233459473
128,16,1,7,0.0736079216003418,0.0754249095916748
128,16,1,8,0.0863335132598877,0.08030056953430176
128,16,1,9,0.07105088233947754,0.07952475547790527
128,16,1,10,0.09373068809509277,0.08267998695373535
128,16,1,11,0.10413885116577148,0.07889604568481445
128,16,1,12,0.10161042213439941,0.0783381462097168
128,16,1,13,0.11841750144958496,0.08080625534057617
128,16,1,14,0.09748649597167969,0.0770723819732666
128,16,1,15,0.09215712547302246,0.07612919807434082
128,16,1,16,0.09335446357727051,0.07420969009399414
128,16,1,17,0.1040947437286377,0.07597017288208008
128,16,1,18,0.09569263458251953,0.07752084732055664
128,16,1,19,0.10437607765197754,0.08081507682800293
128,16,1,20,0.10571527481079102,0.07770395278930664
128,16,1,21,0.11498403549194336,0.07798910140991211
128,16,1,22,0.11630845069885254,0.07599234580993652
128,16,1,23,0.1018218994140625,0.07647442817687988
128,16,1,24,0.08798003196716309,0.07792878150939941
128,16,1,25,0.0880441665649414,0.07750630378723145
128,16,1,26,0.09301257133483887,0.07584881782531738
128,16,1,27,0.11183929443359375,0.07689476013183594
128,16,1,28,0.09655427932739258,0.0778663158416748
128,16,1,29,0.07834672927856445,0.07829618453979492
128,16,1,30,0.10133624076843262,0.07683801651000977
128,16,1,31,0.10256123542785645,0.08074069023132324
128,16,1,32,0.08831310272216797,0.07814717292785645
128,16,1,33,0.11304402351379395,0.07739639282226562
128,16,1,34,0.11954164505004883,0.07284402847290039
128,16,1,35,0.11877560615539551,0.0767064094543457
128,16,1,36,0.10552310943603516,0.07618236541748047
128,16,1,37,0.09011363983154297,0.07429957389831543
128,16,1,38,0.09825849533081055,0.07825231552124023
128,16,1,39,0.09428071975708008,0.0778813362121582
128,16,1,40,0.11365699768066406,0.07615518569946289
128,16,1,41,0.10025358200073242,0.07711219787597656
128,16,1,42,0.0891427993774414,0.07844686508178711
128,16,1,43,0.0913543701171875,0.08038806915283203
128,16,1,44,0.0976564884185791,0.07721638679504395
128,16,1,45,0.09255075454711914,0.0761423110961914
128,16,1,46,0.10327029228210449,0.07953476905822754
128,16,1,47,0.11649513244628906,0.0779881477355957
128,16,1,48,0.10341453552246094,0.0778810977935791
128,16,1,49,0.1255941390991211,0.07413911819458008
128,16,1,50,0.10432815551757812,0.07653045654296875
128,16,1,51,0.12760496139526367,0.07822895050048828
128,16,1,52,0.0860130786895752,0.0770115852355957
128,16,1,53,0.09490108489990234,0.07491612434387207
128,16,1,54,0.10876846313476562,0.07424044609069824
128,16,1,55,0.09770035743713379,0.07566142082214355
128,16,1,56,0.11749672889709473,0.07784461975097656
128,16,1,57,0.0908968448638916,0.07774806022644043
128,16,1,58,0.09229922294616699,0.07683062553405762
128,16,1,59,0.10473251342773438,0.07876944541931152
128,16,1,60,0.0842750072479248,0.08035588264465332
128,16,1,61,0.09693336486816406,0.07569599151611328
128,16,1,62,0.10677886009216309,0.07906985282897949
128,16,1,63,0.0967714786529541,0.07370829582214355
128,16,1,64,0.10769224166870117,0.07857275009155273
128,16,1,65,0.0871124267578125,0.0776212215423584
128,16,1,66,0.09936285018920898,0.07399320602416992
128,16,1,67,0.11776995658874512,0.07638883590698242
128,16,1,68,0.09370303153991699,0.07864141464233398
128,16,1,69,0.10788083076477051,0.0753781795501709
128,16,1,70,0.12015390396118164,0.07636165618896484
128,16,1,71,0.12576961517333984,0.07695794105529785
128,16,1,72,0.1114804744720459,0.08504986763000488
128,16,1,73,0.11072278022766113,0.07793855667114258
128,16,1,74,0.10540223121643066,0.08184003829956055
128,16,1,75,0.08309674263000488,0.0829470157623291
128,16,1,76,0.09886288642883301,0.07900476455688477
128,16,1,77,0.09662961959838867,0.0778951644897461
128,16,1,78,0.1096959114074707,0.08266496658325195
128,16,1,79,0.07815337181091309,0.08083367347717285
128,16,1,80,0.08348727226257324,0.07781863212585449
128,16,1,81,0.09287238121032715,0.07790565490722656
128,16,1,82,0.0947117805480957,0.07800817489624023
128,16,1,83,0.1024923324584961,0.08054113388061523
128,16,1,84,0.04799032211303711,0.07513761520385742
128,16,1,85,0.016309022903442383,0.07552480697631836
128,16,1,86,0.06292963027954102,0.0768744945526123
128,16,1,87,0.08440852165222168,0.07995295524597168
128,16,1,88,0.09843325614929199,0.07630705833435059
128,16,1,89,0.05067276954650879,0.07781171798706055
128,16,1,90,0.06724357604980469,0.07470703125
128,16,1,91,0.08138704299926758,0.07826733589172363
128,16,1,92,0.10389184951782227,0.07834243774414062
128,16,1,93,0.08010745048522949,0.0773000717163086
128,16,1,94,0.06097149848937988,0.07721471786499023
128,16,1,95,0.06501269340515137,0.07664823532104492
128,16,1,96,0.08439087867736816,0.0774071216583252
128,16,1,97,0.08258342742919922,0.0770421028137207
