batch_size,worker_num,prefetch_factor,batch_idx,data_time,training_time
256,16,1,1,0.017531633377075195,1.2616159915924072
256,16,1,2,0.003165721893310547,0.1131584644317627
256,16,1,3,0.0023088455200195312,0.05770087242126465
256,16,1,4,0.0020287036895751953,0.05724310874938965
256,16,1,5,0.036572933197021484,0.0765223503112793
256,16,1,6,0.24015331268310547,0.07969069480895996
256,16,1,7,0.1910395622253418,0.08365130424499512
256,16,1,8,0.22591876983642578,0.0794680118560791
256,16,1,9,0.166914701461792,0.08068013191223145
256,16,1,10,0.2094743251800537,0.08369255065917969
256,16,1,11,0.23137927055358887,0.08014082908630371
256,16,1,12,0.21190285682678223,0.07766938209533691
256,16,1,13,0.20921897888183594,0.07330107688903809
256,16,1,14,0.22328472137451172,0.07713794708251953
256,16,1,15,0.19988250732421875,0.07718825340270996
256,16,1,16,0.1994624137878418,0.07635092735290527
256,16,1,17,0.22435307502746582,0.08210611343383789
256,16,1,18,0.19665312767028809,0.07453155517578125
256,16,1,19,0.21263694763183594,0.07586097717285156
256,16,1,20,0.19929075241088867,0.0768435001373291
256,16,1,21,0.20300745964050293,0.07655620574951172
256,16,1,22,0.2176501750946045,0.08039665222167969
256,16,1,23,0.22427797317504883,0.07603001594543457
256,16,1,24,0.23357462882995605,0.07523894309997559
256,16,1,25,0.22442221641540527,0.0766134262084961
256,16,1,26,0.2110307216644287,0.07486963272094727
256,16,1,27,0.20697999000549316,0.08028745651245117
256,16,1,28,0.21448373794555664,0.07311058044433594
256,16,1,29,0.23233866691589355,0.07527351379394531
256,16,1,30,0.24635815620422363,0.07839512825012207
256,16,1,31,0.23851895332336426,0.07282519340515137
256,16,1,32,0.21010279655456543,0.07379865646362305
256,16,1,33,0.19436216354370117,0.077728271484375
256,16,1,34,0.2398083209991455,0.07198119163513184
256,16,1,35,0.18300271034240723,0.07667136192321777
256,16,1,36,0.23046278953552246,0.07834553718566895
256,16,1,37,0.1750779151916504,0.0780038833618164
256,16,1,38,0.12296128273010254,0.07454657554626465
256,16,1,39,0.15309977531433105,0.07381153106689453
256,16,1,40,0.20403575897216797,0.07195115089416504
256,16,1,41,0.22547054290771484,0.07449460029602051
256,16,1,42,0.2179715633392334,0.0755164623260498
256,16,1,43,0.2099301815032959,0.0769808292388916
256,16,1,44,0.20171475410461426,0.0831747055053711
256,16,1,45,0.20431780815124512,0.07611417770385742
256,16,1,46,0.2641427516937256,0.0809183120727539
256,16,1,47,0.20845699310302734,0.07992243766784668
256,16,1,48,0.21372509002685547,0.07860803604125977
256,16,1,49,0.2235567569732666,0.08488750457763672
256,16,1,50,0.20045876502990723,0.07625341415405273
256,16,1,51,0.22782135009765625,0.07632780075073242
256,16,1,52,0.21377015113830566,0.08107137680053711
256,16,1,53,0.16633129119873047,0.08386731147766113
256,16,1,54,0.2103290557861328,0.07444548606872559
256,16,1,55,0.1898975372314453,0.07187628746032715
256,16,1,56,0.2125840187072754,0.07686066627502441
256,16,1,57,0.24940967559814453,0.08058810234069824
256,16,1,58,0.23032665252685547,0.07997655868530273
256,16,1,59,0.20790362358093262,0.08008790016174316
256,16,1,60,0.20199131965637207,0.07688498497009277
256,16,1,61,0.23427939414978027,0.07472920417785645
256,16,1,62,0.19686007499694824,0.0765695571899414
256,16,1,63,0.18069028854370117,0.07483482360839844
256,16,1,64,0.20374059677124023,0.07435727119445801
256,16,1,65,0.20650386810302734,0.07517552375793457
256,16,1,66,0.22758173942565918,0.08038926124572754
256,16,1,67,0.30965185165405273,0.07804322242736816
256,16,1,68,0.23642563819885254,0.0824289321899414
256,16,1,69,0.19140934944152832,0.07715129852294922
256,16,1,70,0.22148752212524414,0.07727837562561035
256,16,1,71,0.19184398651123047,0.08064842224121094
256,16,1,72,0.2223045825958252,0.07900357246398926
256,16,1,73,0.20459747314453125,0.07832717895507812
256,16,1,74,0.20961403846740723,0.07602334022521973
256,16,1,75,0.2571594715118408,0.08026719093322754
256,16,1,76,0.216705322265625,0.08647847175598145
256,16,1,77,0.2518956661224365,0.08255147933959961
256,16,1,78,0.2265782356262207,0.07868790626525879
256,16,1,79,0.24842429161071777,0.08288335800170898
256,16,1,80,0.22444558143615723,0.08723735809326172
256,16,1,81,0.21361708641052246,0.07831239700317383
256,16,1,82,0.26355648040771484,0.08300065994262695
256,16,1,83,0.23085784912109375,0.07858061790466309
256,16,1,84,0.24931621551513672,0.07386517524719238
256,16,1,85,0.2659571170806885,0.0805826187133789
256,16,1,86,0.23500919342041016,0.07489538192749023
256,16,1,87,0.2748551368713379,0.07757687568664551
256,16,1,88,0.24858355522155762,0.07990336418151855
256,16,1,89,0.2283322811126709,0.07896304130554199
256,16,1,90,0.26023221015930176,0.08113837242126465
256,16,1,91,0.1933901309967041,0.0773017406463623
256,16,1,92,0.23911142349243164,0.07802391052246094
256,16,1,93,0.20456337928771973,0.08349466323852539
256,16,1,94,0.18227791786193848,0.07810854911804199
256,16,1,95,0.20663976669311523,0.07754755020141602
256,16,1,96,0.20151948928833008,0.07853055000305176
256,16,1,97,0.14866185188293457,0.08087515830993652
256,16,1,98,0.15350747108459473,0.0820779800415039
256,16,1,99,0.20649504661560059,0.07776618003845215
256,16,1,100,0.19266223907470703,0.0782477855682373
256,16,1,101,0.20288681983947754,0.07716965675354004
256,16,1,102,0.24421381950378418,0.0734248161315918
256,16,1,103,0.24483609199523926,0.08501219749450684
256,16,1,104,0.19464588165283203,0.0778951644897461
256,16,1,105,0.21830415725708008,0.07973051071166992
256,16,1,106,0.21718382835388184,0.08341145515441895
256,16,1,107,0.19796299934387207,0.07968807220458984
256,16,1,108,0.1981487274169922,0.07794618606567383
256,16,1,109,0.17660307884216309,0.07904624938964844
256,16,1,110,0.19480156898498535,0.07862472534179688
256,16,1,111,0.20224380493164062,0.07210659980773926
256,16,1,112,0.19699311256408691,0.07718229293823242
256,16,1,113,0.24593520164489746,0.07716798782348633
256,16,1,114,0.2902042865753174,0.07709360122680664
256,16,1,115,0.22400236129760742,0.08332991600036621
256,16,1,116,0.2184314727783203,0.07460570335388184
256,16,1,117,0.2869446277618408,0.08209872245788574
256,16,1,118,0.27822399139404297,0.07680702209472656
256,16,1,119,0.2578856945037842,0.07774519920349121
256,16,1,120,0.22259187698364258,0.07761430740356445
256,16,1,121,0.24562740325927734,0.07673239707946777
256,16,1,122,0.24962234497070312,0.07507586479187012
256,16,1,123,0.2642529010772705,0.08346843719482422
256,16,1,124,0.2224738597869873,0.29378223419189453
256,16,1,125,0.0029065608978271484,0.05710482597351074
256,16,1,126,0.001676321029663086,0.05645871162414551
256,16,1,127,0.0015976428985595703,0.058919429779052734
256,16,1,128,0.0016350746154785156,0.055811405181884766
256,16,1,129,0.017314672470092773,0.062185049057006836
256,16,1,130,0.014808893203735352,0.0666038990020752
256,16,1,131,0.02857208251953125,0.06996393203735352
256,16,1,132,0.022554874420166016,0.07187509536743164
256,16,1,133,0.013321399688720703,0.06602287292480469
256,16,1,134,0.008989095687866211,0.06526851654052734
256,16,1,135,0.027028560638427734,0.06704044342041016
256,16,1,136,0.015325784683227539,0.06422114372253418
256,16,1,137,0.03392171859741211,0.07435369491577148
256,16,1,138,0.03730344772338867,0.06932449340820312
256,16,1,139,0.021283864974975586,0.06636524200439453
256,16,1,140,0.009406805038452148,0.06408977508544922
256,16,1,141,0.01229095458984375,0.0654134750366211
256,16,1,142,0.001775979995727539,0.06030392646789551
256,16,1,143,0.05881690979003906,0.0760812759399414
256,16,1,144,0.016772031784057617,0.06064558029174805
256,16,1,145,0.028522491455078125,0.06751132011413574
256,16,1,146,0.019097328186035156,0.06790995597839355
256,16,1,147,0.007952451705932617,0.06710433959960938
256,16,1,148,0.051401615142822266,0.08234763145446777
256,16,1,149,0.002161741256713867,0.06369853019714355
256,16,1,150,0.05931496620178223,0.07851147651672363
256,16,1,151,0.013586997985839844,0.06680560111999512
256,16,1,152,0.016984224319458008,0.06939530372619629
256,16,1,153,0.06693243980407715,0.08081674575805664
256,16,1,154,0.0021924972534179688,0.0630800724029541
256,16,1,155,0.017298221588134766,0.06928539276123047
256,16,1,156,0.05889892578125,0.08228826522827148
256,16,1,157,0.029630184173583984,0.07469344139099121
256,16,1,158,0.07233214378356934,0.07249999046325684
256,16,1,159,0.04151272773742676,0.07302212715148926
256,16,1,160,0.03447461128234863,0.0715179443359375
256,16,1,161,0.056210994720458984,0.07431483268737793
256,16,1,162,0.022679805755615234,0.0684356689453125
256,16,1,163,0.08670759201049805,0.07546305656433105
256,16,1,164,0.04018282890319824,0.07156205177307129
256,16,1,165,0.024896621704101562,0.07080721855163574
256,16,1,166,0.014076709747314453,0.06402802467346191
256,16,1,167,0.03719305992126465,0.07311463356018066
256,16,1,168,0.0368494987487793,0.0690760612487793
256,16,1,169,0.013704061508178711,0.06493234634399414
256,16,1,170,0.028478384017944336,0.07046723365783691
256,16,1,171,0.029848814010620117,0.06807184219360352
256,16,1,172,0.02215576171875,0.07201194763183594
256,16,1,173,0.03884768486022949,0.07442569732666016
256,16,1,174,0.031557321548461914,0.06906890869140625
256,16,1,175,0.030085086822509766,0.06933474540710449
256,16,1,176,0.04004406929016113,0.07841658592224121
256,16,1,177,0.0023097991943359375,0.06693768501281738
256,16,1,178,0.058049917221069336,0.0796661376953125
256,16,1,179,0.01298213005065918,0.06775283813476562
256,16,1,180,0.023692607879638672,0.07033467292785645
256,16,1,181,0.024556875228881836,0.07078790664672852
256,16,1,182,0.02391219139099121,0.07699322700500488
256,16,1,183,0.06770634651184082,0.08338665962219238
256,16,1,184,0.019606828689575195,0.06757736206054688
256,16,1,185,0.048181772232055664,0.07506918907165527
256,16,1,186,0.021846771240234375,0.07186317443847656
256,16,1,187,0.04322314262390137,0.08164644241333008
256,16,1,188,0.04960036277770996,0.08304834365844727
256,16,1,189,0.021202564239501953,0.06768083572387695
256,16,1,190,0.037848472595214844,0.07936406135559082
256,16,1,191,0.03210854530334473,0.07201480865478516
256,16,1,192,0.024666786193847656,0.07163834571838379
256,16,1,193,0.03712272644042969,0.06951403617858887
256,16,1,194,0.04496359825134277,0.07339167594909668
256,16,1,195,0.024899959564208984,0.06405329704284668
256,16,1,196,0.04960489273071289,0.07002520561218262
256,16,1,197,0.01904892921447754,0.06522750854492188
256,16,1,198,0.03342175483703613,0.07224416732788086
256,16,1,199,0.049634695053100586,0.07305383682250977
256,16,1,200,0.012215137481689453,0.06406760215759277
256,16,1,201,0.01473236083984375,0.06659770011901855
