batch_size,worker_num,prefetch_factor,batch_idx,data_time,training_time
16,16,1,1,0.021584510803222656,1.2372729778289795
16,16,1,2,0.0013327598571777344,0.08291316032409668
16,16,1,3,0.001375436782836914,0.06439614295959473
16,16,1,4,0.0017549991607666016,0.06725478172302246
16,16,1,5,0.0017032623291015625,0.06960535049438477
16,16,1,6,0.0019578933715820312,0.06892967224121094
16,16,1,7,0.0016682147979736328,0.0715491771697998
16,16,1,8,0.0017015933990478516,0.06941938400268555
16,16,1,9,0.0016701221466064453,0.07090187072753906
16,16,1,10,0.0016558170318603516,0.07000494003295898
16,16,1,11,0.0016298294067382812,0.06916570663452148
16,16,1,12,0.001722574234008789,0.06744694709777832
16,16,1,13,0.0016398429870605469,0.07096695899963379
16,16,1,14,0.0016524791717529297,0.07139825820922852
16,16,1,15,0.001634359359741211,0.07112264633178711
16,16,1,16,0.0016605854034423828,0.0704958438873291
16,16,1,17,0.0016465187072753906,0.07241654396057129
16,16,1,18,0.0016541481018066406,0.06814408302307129
16,16,1,19,0.0016796588897705078,0.07043266296386719
16,16,1,20,0.0016472339630126953,0.07058453559875488
16,16,1,21,0.0016355514526367188,0.0718533992767334
16,16,1,22,0.0016732215881347656,0.0712270736694336
16,16,1,23,0.0016326904296875,0.06809282302856445
16,16,1,24,0.0016143321990966797,0.07269120216369629
16,16,1,25,0.0016345977783203125,0.07255053520202637
16,16,1,26,0.0016963481903076172,0.06974411010742188
16,16,1,27,0.0016531944274902344,0.07159638404846191
16,16,1,28,0.001646280288696289,0.07172203063964844
16,16,1,29,0.0016584396362304688,0.06933736801147461
16,16,1,30,0.001664876937866211,0.06877946853637695
16,16,1,31,0.0016515254974365234,0.06865191459655762
16,16,1,32,0.0016393661499023438,0.07153463363647461
16,16,1,33,0.001653909683227539,0.07033824920654297
16,16,1,34,0.0016760826110839844,0.07085514068603516
16,16,1,35,0.0016396045684814453,0.07262945175170898
16,16,1,36,0.0016810894012451172,0.06767988204956055
16,16,1,37,0.0016200542449951172,0.07013726234436035
16,16,1,38,0.001638174057006836,0.07236504554748535
16,16,1,39,0.0016264915466308594,0.06995034217834473
16,16,1,40,0.001659393310546875,0.06919407844543457
16,16,1,41,0.0016574859619140625,0.06997227668762207
16,16,1,42,0.001621246337890625,0.07036995887756348
16,16,1,43,0.0016255378723144531,0.07064270973205566
16,16,1,44,0.0016226768493652344,0.07148122787475586
16,16,1,45,0.0016436576843261719,0.0702512264251709
16,16,1,46,0.00167083740234375,0.06958961486816406
16,16,1,47,0.001645803451538086,0.0713965892791748
16,16,1,48,0.0016262531280517578,0.07202386856079102
