Use GPU: 0 for training
=> creating model 'resnet18'
worker_num : 16
@@ 非dummy数据集加载
Use GPU: 1 for training
=> creating model 'resnet18'
worker_num : 16
@@ 非dummy数据集加载
 0 th batch,total_time: 48.308586(48.308586),data_time: 47.493247(47.493247),train_time: 0.815339(0.815339)
 1 th batch,total_time: 0.153480(24.231033),data_time: 0.025058(23.759153),train_time: 0.128422(0.471881)
 2 th batch,total_time: 0.099112(16.187059),data_time: 0.023664(15.847323),train_time: 0.075449(0.339737)
 3 th batch,total_time: 0.131765(12.173236),data_time: 0.080321(11.905572),train_time: 0.051444(0.267663)
 4 th batch,total_time: 0.132644(9.765118),data_time: 0.080840(9.540626),train_time: 0.051805(0.224492)
 5 th batch,total_time: 0.130611(8.159366),data_time: 0.079917(7.963841),train_time: 0.050694(0.195525)
 6 th batch,total_time: 0.134536(7.012962),data_time: 0.080599(6.837664),train_time: 0.053937(0.175299)
 7 th batch,total_time: 0.134476(6.153151),data_time: 0.077816(5.992683),train_time: 0.056661(0.160469)
 8 th batch,total_time: 0.131581(5.484088),data_time: 0.074704(5.335129),train_time: 0.056876(0.148959)
 9 th batch,total_time: 0.131495(4.948829),data_time: 0.076536(4.809270),train_time: 0.054959(0.139559)
 10 th batch,total_time: 0.129720(4.510728),data_time: 0.077177(4.379080),train_time: 0.052543(0.131648)
 11 th batch,total_time: 0.134542(4.146046),data_time: 0.079728(4.020800),train_time: 0.054814(0.125245)
 12 th batch,total_time: 0.132805(3.837335),data_time: 0.081388(3.717769),train_time: 0.051417(0.119566)
 13 th batch,total_time: 0.133370(3.572766),data_time: 0.079716(3.457908),train_time: 0.053654(0.114858)
 14 th batch,total_time: 0.130390(3.343274),data_time: 0.078800(3.232634),train_time: 0.051590(0.110640)
 15 th batch,total_time: 0.131026(3.142509),data_time: 0.079019(3.035533),train_time: 0.052007(0.106976)
 16 th batch,total_time: 0.132806(2.965467),data_time: 0.080828(2.861727),train_time: 0.051978(0.103741)
 17 th batch,total_time: 0.132202(2.808064),data_time: 0.081015(2.707243),train_time: 0.051186(0.100821)
 18 th batch,total_time: 0.134449(2.667347),data_time: 0.079304(2.568930),train_time: 0.055145(0.098417)
 19 th batch,total_time: 0.131297(2.540545),data_time: 0.081066(2.444537),train_time: 0.050231(0.096008)
 20 th batch,total_time: 0.134267(2.425960),data_time: 0.083227(2.332094),train_time: 0.051040(0.093866)
 21 th batch,total_time: 0.134516(2.321803),data_time: 0.083658(2.229892),train_time: 0.050859(0.091911)
 22 th batch,total_time: 0.134155(2.226688),data_time: 0.083113(2.136554),train_time: 0.051042(0.090134)
 23 th batch,total_time: 0.133986(2.139492),data_time: 0.082789(2.050980),train_time: 0.051197(0.088512)
 24 th batch,total_time: 0.131828(2.059186),data_time: 0.080205(1.972149),train_time: 0.051622(0.087036)
 25 th batch,total_time: 0.136003(1.985217),data_time: 0.084122(1.899533),train_time: 0.051881(0.085684)
 26 th batch,total_time: 0.131601(1.916565),data_time: 0.080217(1.832151),train_time: 0.051384(0.084414)
 27 th batch,total_time: 0.133199(1.852873),data_time: 0.081900(1.769642),train_time: 0.051299(0.083231)
 28 th batch,total_time: 0.132277(1.793542),data_time: 0.080992(1.711413),train_time: 0.051286(0.082130)
 29 th batch,total_time: 0.131677(1.738147),data_time: 0.080403(1.657046),train_time: 0.051274(0.081101)
 30 th batch,total_time: 0.135520(1.686449),data_time: 0.082346(1.606249),train_time: 0.053174(0.080200)
 31 th batch,total_time: 0.132426(1.637886),data_time: 0.079739(1.558545),train_time: 0.052687(0.079341)
 32 th batch,total_time: 0.131333(1.592233),data_time: 0.079883(1.513737),train_time: 0.051450(0.078495)
