Use GPU: 0 for training
=> creating model 'resnet18'
worker_num : 8
@@ 非dummy数据集加载
Use GPU: 1 for training
=> creating model 'resnet18'
worker_num : 8
@@ 非dummy数据集加载
 0 th batch,total_time: 26.432646(26.432646),data_time: 25.845953(25.845953),train_time: 0.586693(0.586693)
 1 th batch,total_time: 0.272602(13.352624),data_time: 0.050924(12.948439),train_time: 0.221678(0.404185)
 2 th batch,total_time: 0.132809(8.946019),data_time: 0.049623(8.648833),train_time: 0.083185(0.297185)
 3 th batch,total_time: 0.248467(6.771631),data_time: 0.162878(6.527345),train_time: 0.085589(0.244286)
 4 th batch,total_time: 0.248545(5.467014),data_time: 0.162036(5.254283),train_time: 0.086509(0.212731)
 5 th batch,total_time: 0.249830(4.597483),data_time: 0.161077(4.405415),train_time: 0.088754(0.192068)
 6 th batch,total_time: 0.249572(3.976353),data_time: 0.161969(3.799209),train_time: 0.087603(0.177144)
 7 th batch,total_time: 0.248889(3.510420),data_time: 0.161092(3.344444),train_time: 0.087797(0.165976)
 8 th batch,total_time: 0.258594(3.149106),data_time: 0.170769(2.991814),train_time: 0.087824(0.157292)
 9 th batch,total_time: 0.247214(2.858917),data_time: 0.158760(2.708508),train_time: 0.088454(0.150409)
 10 th batch,total_time: 0.276827(2.624181),data_time: 0.199785(2.480442),train_time: 0.077042(0.143739)
 11 th batch,total_time: 0.267552(2.427796),data_time: 0.181273(2.288845),train_time: 0.086279(0.138951)
 12 th batch,total_time: 0.258907(2.260958),data_time: 0.171441(2.125968),train_time: 0.087466(0.134990)
 13 th batch,total_time: 0.254633(2.117649),data_time: 0.167067(1.986046),train_time: 0.087566(0.131603)
 14 th batch,total_time: 0.252571(1.993310),data_time: 0.162676(1.864488),train_time: 0.089895(0.128822)
 15 th batch,total_time: 0.251435(1.884443),data_time: 0.162479(1.758113),train_time: 0.088956(0.126331)
 16 th batch,total_time: 0.250215(1.788312),data_time: 0.161893(1.664217),train_time: 0.088322(0.124095)
 17 th batch,total_time: 0.250732(1.702891),data_time: 0.165892(1.580977),train_time: 0.084841(0.121914)
 18 th batch,total_time: 0.234452(1.625605),data_time: 0.159046(1.506139),train_time: 0.075406(0.119466)
 19 th batch,total_time: 0.268882(1.557769),data_time: 0.182444(1.439954),train_time: 0.086438(0.117815)
 20 th batch,total_time: 0.254353(1.495701),data_time: 0.167010(1.379337),train_time: 0.087343(0.116364)
 21 th batch,total_time: 0.254339(1.439276),data_time: 0.165757(1.324175),train_time: 0.088581(0.115101)
 22 th batch,total_time: 0.252142(1.387661),data_time: 0.166031(1.273821),train_time: 0.086112(0.113841)
 23 th batch,total_time: 0.254896(1.340463),data_time: 0.167640(1.227730),train_time: 0.087256(0.112733)
 24 th batch,total_time: 0.241751(1.296514),data_time: 0.156475(1.184880),train_time: 0.085276(0.111635)
 25 th batch,total_time: 0.261246(1.256696),data_time: 0.173583(1.145984),train_time: 0.087663(0.110713)
 26 th batch,total_time: 0.235991(1.218892),data_time: 0.157202(1.109362),train_time: 0.078789(0.109530)
 27 th batch,total_time: 0.268210(1.184939),data_time: 0.182193(1.076249),train_time: 0.086017(0.108690)
