Use GPU: 0 for training
=> creating model 'resnet18'
worker_num : 4
@@ 非dummy数据集加载
Use GPU: 1 for training
=> creating model 'resnet18'
worker_num : 4
@@ 非dummy数据集加载
 0 th batch,total_time: 12.379325(12.379325),data_time: 11.965556(11.965556),train_time: 0.413769(0.413769)
 1 th batch,total_time: 0.035218(6.207272),data_time: 0.004439(5.984998),train_time: 0.030779(0.222274)
 2 th batch,total_time: 0.027711(4.147418),data_time: 0.005903(3.991966),train_time: 0.021808(0.155452)
 3 th batch,total_time: 0.028262(3.117629),data_time: 0.006350(2.995562),train_time: 0.021912(0.122067)
 4 th batch,total_time: 0.029379(2.499979),data_time: 0.006050(2.397660),train_time: 0.023329(0.102319)
 5 th batch,total_time: 0.061645(2.093590),data_time: 0.035220(2.003920),train_time: 0.026425(0.089670)
 6 th batch,total_time: 0.032830(1.799196),data_time: 0.008664(1.718883),train_time: 0.024165(0.080312)
 7 th batch,total_time: 0.032729(1.578387),data_time: 0.007910(1.505012),train_time: 0.024818(0.073376)
 8 th batch,total_time: 0.037488(1.407176),data_time: 0.009763(1.338873),train_time: 0.027725(0.068303)
 9 th batch,total_time: 0.036784(1.270137),data_time: 0.009768(1.205962),train_time: 0.027016(0.064175)
 10 th batch,total_time: 0.033716(1.157735),data_time: 0.008683(1.097119),train_time: 0.025033(0.060616)
 11 th batch,total_time: 0.037415(1.064375),data_time: 0.009548(1.006488),train_time: 0.027867(0.057887)
 12 th batch,total_time: 0.035380(0.985222),data_time: 0.009704(0.929812),train_time: 0.025676(0.055409)
 13 th batch,total_time: 0.036800(0.917477),data_time: 0.009424(0.864070),train_time: 0.027376(0.053407)
 14 th batch,total_time: 0.036069(0.858717),data_time: 0.009938(0.807128),train_time: 0.026130(0.051588)
 15 th batch,total_time: 0.033400(0.807134),data_time: 0.007644(0.757160),train_time: 0.025756(0.049974)
 16 th batch,total_time: 0.035885(0.761767),data_time: 0.009867(0.713202),train_time: 0.026018(0.048565)
 17 th batch,total_time: 0.036729(0.721487),data_time: 0.010976(0.674189),train_time: 0.025753(0.047297)
 18 th batch,total_time: 0.034083(0.685308),data_time: 0.008178(0.639136),train_time: 0.025905(0.046172)
 19 th batch,total_time: 0.037768(0.652931),data_time: 0.010344(0.607697),train_time: 0.027424(0.045234)
 20 th batch,total_time: 0.034144(0.623465),data_time: 0.008597(0.579168),train_time: 0.025547(0.044297)
 21 th batch,total_time: 0.036832(0.596800),data_time: 0.010246(0.553308),train_time: 0.026586(0.043492)
 22 th batch,total_time: 0.034076(0.572333),data_time: 0.008939(0.529640),train_time: 0.025137(0.042694)
 23 th batch,total_time: 0.034328(0.549916),data_time: 0.008098(0.507909),train_time: 0.026230(0.042008)
 24 th batch,total_time: 0.038206(0.529448),data_time: 0.010705(0.488021),train_time: 0.027501(0.041427)
 25 th batch,total_time: 0.033623(0.510378),data_time: 0.008059(0.469561),train_time: 0.025565(0.040817)
 26 th batch,total_time: 0.035588(0.492793),data_time: 0.012011(0.452614),train_time: 0.023576(0.040179)
 27 th batch,total_time: 0.034261(0.476417),data_time: 0.009427(0.436786),train_time: 0.024834(0.039631)
 28 th batch,total_time: 0.032075(0.461095),data_time: 0.006830(0.421960),train_time: 0.025245(0.039135)
 29 th batch,total_time: 0.048514(0.447342),data_time: 0.019664(0.408550),train_time: 0.028850(0.038792)
 30 th batch,total_time: 0.034157(0.434014),data_time: 0.007888(0.395626),train_time: 0.026269(0.038388)
 31 th batch,total_time: 0.038746(0.421661),data_time: 0.011863(0.383633),train_time: 0.026883(0.038028)
 32 th batch,total_time: 0.035277(0.409953),data_time: 0.009233(0.372288),train_time: 0.026043(0.037665)
 33 th batch,total_time: 0.037026(0.398984),data_time: 0.009390(0.361614),train_time: 0.027635(0.037370)
 34 th batch,total_time: 0.035523(0.388600),data_time: 0.011525(0.351612),train_time: 0.023997(0.036988)
 35 th batch,total_time: 0.033091(0.378724),data_time: 0.007783(0.342061),train_time: 0.025308(0.036664)
 36 th batch,total_time: 0.043924(0.369676),data_time: 0.016161(0.333253),train_time: 0.027763(0.036423)
 37 th batch,total_time: 0.038463(0.360960),data_time: 0.010479(0.324759),train_time: 0.027984(0.036201)
 38 th batch,total_time: 0.033234(0.352556),data_time: 0.011111(0.316716),train_time: 0.022124(0.035840)
 39 th batch,total_time: 0.031914(0.344540),data_time: 0.007762(0.308993),train_time: 0.024152(0.035548)
 40 th batch,total_time: 0.030104(0.336871),data_time: 0.007713(0.301644),train_time: 0.022391(0.035227)
 41 th batch,total_time: 0.028739(0.329535),data_time: 0.006698(0.294622),train_time: 0.022042(0.034913)
 42 th batch,total_time: 0.038127(0.322758),data_time: 0.011814(0.288045),train_time: 0.026313(0.034713)
 43 th batch,total_time: 0.031131(0.316130),data_time: 0.008099(0.281682),train_time: 0.023032(0.034447)
 44 th batch,total_time: 0.029518(0.309761),data_time: 0.007349(0.275586),train_time: 0.022170(0.034175)
 45 th batch,total_time: 0.043257(0.303967),data_time: 0.016050(0.269944),train_time: 0.027206(0.034023)
 46 th batch,total_time: 0.035225(0.298249),data_time: 0.012138(0.264459),train_time: 0.023087(0.033790)
 47 th batch,total_time: 0.036192(0.292790),data_time: 0.011378(0.259186),train_time: 0.024814(0.033603)
 48 th batch,total_time: 0.035219(0.287533),data_time: 0.009691(0.254095),train_time: 0.025527(0.033439)
 49 th batch,total_time: 0.036672(0.282516),data_time: 0.010414(0.249221),train_time: 0.026258(0.033295)
 50 th batch,total_time: 0.033825(0.277640),data_time: 0.007737(0.244486),train_time: 0.026088(0.033154)
 51 th batch,total_time: 0.032872(0.272933),data_time: 0.007654(0.239932),train_time: 0.025218(0.033001)
 52 th batch,total_time: 0.036012(0.268462),data_time: 0.008942(0.235573),train_time: 0.027070(0.032889)
 53 th batch,total_time: 0.033568(0.264113),data_time: 0.008759(0.231373),train_time: 0.024809(0.032740)
 54 th batch,total_time: 0.033417(0.259918),data_time: 0.009912(0.227346),train_time: 0.023505(0.032572)
 55 th batch,total_time: 0.028294(0.255782),data_time: 0.006432(0.223402),train_time: 0.021862(0.032380)
 56 th batch,total_time: 0.031533(0.251848),data_time: 0.007737(0.219618),train_time: 0.023795(0.032230)
 57 th batch,total_time: 0.032130(0.248060),data_time: 0.007976(0.215969),train_time: 0.024154(0.032091)
 58 th batch,total_time: 0.041340(0.244556),data_time: 0.011690(0.212507),train_time: 0.029650(0.032049)
 59 th batch,total_time: 0.036913(0.241095),data_time: 0.009692(0.209126),train_time: 0.027221(0.031969)
 60 th batch,total_time: 0.031131(0.237653),data_time: 0.007667(0.205824),train_time: 0.023464(0.031829)
 61 th batch,total_time: 0.030174(0.234307),data_time: 0.007303(0.202622),train_time: 0.022872(0.031685)
 62 th batch,total_time: 0.033126(0.231113),data_time: 0.010582(0.199574),train_time: 0.022544(0.031540)
 63 th batch,total_time: 0.030101(0.227972),data_time: 0.007288(0.196569),train_time: 0.022813(0.031403)
 64 th batch,total_time: 0.042560(0.225120),data_time: 0.015834(0.193789),train_time: 0.026726(0.031331)
 65 th batch,total_time: 0.034461(0.222231),data_time: 0.008502(0.190981),train_time: 0.025959(0.031250)
 66 th batch,total_time: 0.034733(0.219433),data_time: 0.009927(0.188279),train_time: 0.024806(0.031154)
 67 th batch,total_time: 0.034308(0.216710),data_time: 0.008892(0.185641),train_time: 0.025416(0.031069)
 68 th batch,total_time: 0.034068(0.214063),data_time: 0.008145(0.183068),train_time: 0.025923(0.030995)
 69 th batch,total_time: 0.028894(0.211418),data_time: 0.006865(0.180551),train_time: 0.022029(0.030867)
 70 th batch,total_time: 0.034478(0.208926),data_time: 0.008284(0.178125),train_time: 0.026195(0.030801)
 71 th batch,total_time: 0.039819(0.206577),data_time: 0.015370(0.175864),train_time: 0.024449(0.030713)
 72 th batch,total_time: 0.032870(0.204198),data_time: 0.008688(0.173574),train_time: 0.024182(0.030623)
 73 th batch,total_time: 0.044791(0.202044),data_time: 0.021355(0.171517),train_time: 0.023435(0.030526)
 74 th batch,total_time: 0.036178(0.199832),data_time: 0.015230(0.169434),train_time: 0.020948(0.030398)
 75 th batch,total_time: 0.032512(0.197630),data_time: 0.010991(0.167349),train_time: 0.021522(0.030282)
 76 th batch,total_time: 0.031476(0.195473),data_time: 0.010030(0.165306),train_time: 0.021447(0.030167)
 77 th batch,total_time: 0.032051(0.193377),data_time: 0.010257(0.163318),train_time: 0.021794(0.030060)
 0 th batch,total_time: 12.358017(12.358017),data_time: 11.944133(11.944133),train_time: 0.413884(0.413884)
 1 th batch,total_time: 0.035711(6.196864),data_time: 0.006658(5.975396),train_time: 0.029053(0.221468)
 2 th batch,total_time: 0.025010(4.139579),data_time: 0.004261(3.985017),train_time: 0.020749(0.154562)
 3 th batch,total_time: 0.027005(3.111436),data_time: 0.006675(2.990432),train_time: 0.020330(0.121004)
 4 th batch,total_time: 0.029666(2.495082),data_time: 0.007159(2.393777),train_time: 0.022507(0.101305)
 5 th batch,total_time: 0.063843(2.089875),data_time: 0.038060(2.001158),train_time: 0.025782(0.088717)
 6 th batch,total_time: 0.034634(1.796269),data_time: 0.011191(1.716877),train_time: 0.023443(0.079393)
 7 th batch,total_time: 0.030890(1.575597),data_time: 0.008014(1.503269),train_time: 0.022876(0.072328)
 8 th batch,total_time: 0.030919(1.403966),data_time: 0.008585(1.337193),train_time: 0.022334(0.066773)
 9 th batch,total_time: 0.037899(1.267359),data_time: 0.010547(1.204528),train_time: 0.027352(0.062831)
 10 th batch,total_time: 0.035764(1.155396),data_time: 0.010837(1.096011),train_time: 0.024927(0.059385)
 11 th batch,total_time: 0.034872(1.062019),data_time: 0.009029(1.005429),train_time: 0.025843(0.056590)
 12 th batch,total_time: 0.037801(0.983233),data_time: 0.010946(0.928930),train_time: 0.026855(0.054303)
 13 th batch,total_time: 0.035405(0.915531),data_time: 0.009697(0.863271),train_time: 0.025708(0.052260)
 14 th batch,total_time: 0.037993(0.857029),data_time: 0.011634(0.806495),train_time: 0.026359(0.050533)
 15 th batch,total_time: 0.033701(0.805571),data_time: 0.009955(0.756711),train_time: 0.023745(0.048859)
 16 th batch,total_time: 0.036569(0.760335),data_time: 0.010091(0.712793),train_time: 0.026478(0.047543)
 17 th batch,total_time: 0.037270(0.720165),data_time: 0.010143(0.673756),train_time: 0.027127(0.046408)
 18 th batch,total_time: 0.034056(0.684054),data_time: 0.010022(0.638823),train_time: 0.024034(0.045231)
 19 th batch,total_time: 0.036844(0.651693),data_time: 0.010025(0.607383),train_time: 0.026820(0.044310)
 20 th batch,total_time: 0.036783(0.622412),data_time: 0.011201(0.578994),train_time: 0.025582(0.043418)
 21 th batch,total_time: 0.035974(0.595756),data_time: 0.009458(0.553106),train_time: 0.026516(0.042650)
 22 th batch,total_time: 0.035595(0.571401),data_time: 0.010510(0.529514),train_time: 0.025085(0.041886)
 23 th batch,total_time: 0.033469(0.548987),data_time: 0.009771(0.507858),train_time: 0.023698(0.041129)
 24 th batch,total_time: 0.037991(0.528547),data_time: 0.010503(0.487964),train_time: 0.027488(0.040583)
 25 th batch,total_time: 0.035581(0.509587),data_time: 0.010831(0.469613),train_time: 0.024750(0.039974)
 26 th batch,total_time: 0.038062(0.492123),data_time: 0.009854(0.452585),train_time: 0.028208(0.039538)
 27 th batch,total_time: 0.033654(0.475749),data_time: 0.008999(0.436742),train_time: 0.024655(0.039007)
 28 th batch,total_time: 0.032178(0.460454),data_time: 0.009652(0.422015),train_time: 0.022526(0.038438)
 29 th batch,total_time: 0.045904(0.446635),data_time: 0.012362(0.408360),train_time: 0.033542(0.038275)
 30 th batch,total_time: 0.036394(0.433402),data_time: 0.012023(0.395575),train_time: 0.024371(0.037827)
 31 th batch,total_time: 0.039533(0.421093),data_time: 0.010295(0.383535),train_time: 0.029238(0.037558)
 32 th batch,total_time: 0.035958(0.409423),data_time: 0.011748(0.372269),train_time: 0.024210(0.037154)
 33 th batch,total_time: 0.035982(0.398439),data_time: 0.010518(0.361629),train_time: 0.025464(0.036810)
 34 th batch,total_time: 0.040103(0.388201),data_time: 0.012659(0.351658),train_time: 0.027445(0.036542)
 35 th batch,total_time: 0.031569(0.378294),data_time: 0.009022(0.342141),train_time: 0.022547(0.036154)
 36 th batch,total_time: 0.042224(0.369211),data_time: 0.010201(0.333169),train_time: 0.032023(0.036042)
 37 th batch,total_time: 0.039085(0.360524),data_time: 0.011950(0.324716),train_time: 0.027135(0.035808)
 38 th batch,total_time: 0.038959(0.352279),data_time: 0.011149(0.316676),train_time: 0.027810(0.035603)
 39 th batch,total_time: 0.030320(0.344230),data_time: 0.007751(0.308953),train_time: 0.022569(0.035277)
 40 th batch,total_time: 0.032247(0.336620),data_time: 0.010392(0.301671),train_time: 0.021855(0.034949)
 41 th batch,total_time: 0.029172(0.329300),data_time: 0.007747(0.294673),train_time: 0.021424(0.034627)
 42 th batch,total_time: 0.035173(0.322460),data_time: 0.009783(0.288047),train_time: 0.025390(0.034413)
 43 th batch,total_time: 0.034229(0.315909),data_time: 0.010534(0.281740),train_time: 0.023695(0.034169)
 44 th batch,total_time: 0.030751(0.309572),data_time: 0.008966(0.275679),train_time: 0.021784(0.033894)
 45 th batch,total_time: 0.044483(0.303810),data_time: 0.018931(0.270097),train_time: 0.025552(0.033712)
 46 th batch,total_time: 0.042886(0.298258),data_time: 0.016654(0.264705),train_time: 0.026232(0.033553)
 47 th batch,total_time: 0.034381(0.292761),data_time: 0.009016(0.259378),train_time: 0.025366(0.033383)
 48 th batch,total_time: 0.033734(0.287474),data_time: 0.009136(0.254271),train_time: 0.024597(0.033203)
 49 th batch,total_time: 0.032348(0.282372),data_time: 0.009174(0.249369),train_time: 0.023173(0.033003)
 50 th batch,total_time: 0.030987(0.277443),data_time: 0.008148(0.244639),train_time: 0.022839(0.032803)
 51 th batch,total_time: 0.034359(0.272768),data_time: 0.011194(0.240150),train_time: 0.023166(0.032618)
 52 th batch,total_time: 0.034418(0.268271),data_time: 0.010258(0.235812),train_time: 0.024159(0.032459)
 53 th batch,total_time: 0.036227(0.263974),data_time: 0.010903(0.231647),train_time: 0.025323(0.032326)
 54 th batch,total_time: 0.034685(0.259805),data_time: 0.009154(0.227602),train_time: 0.025531(0.032203)
 55 th batch,total_time: 0.030987(0.255719),data_time: 0.008680(0.223693),train_time: 0.022308(0.032026)
 56 th batch,total_time: 0.035074(0.251848),data_time: 0.008609(0.219919),train_time: 0.026465(0.031929)
 57 th batch,total_time: 0.029932(0.248022),data_time: 0.007618(0.216259),train_time: 0.022314(0.031763)
 58 th batch,total_time: 0.032658(0.244371),data_time: 0.008800(0.212743),train_time: 0.023858(0.031629)
 59 th batch,total_time: 0.039335(0.240954),data_time: 0.013102(0.209415),train_time: 0.026233(0.031539)
 60 th batch,total_time: 0.034698(0.237573),data_time: 0.011976(0.206179),train_time: 0.022723(0.031394)
 61 th batch,total_time: 0.031958(0.234257),data_time: 0.008823(0.202995),train_time: 0.023134(0.031261)
 62 th batch,total_time: 0.034002(0.231078),data_time: 0.010051(0.199933),train_time: 0.023951(0.031145)
 63 th batch,total_time: 0.031857(0.227965),data_time: 0.008379(0.196940),train_time: 0.023479(0.031025)
 64 th batch,total_time: 0.036512(0.225020),data_time: 0.009634(0.194058),train_time: 0.026878(0.030962)
 65 th batch,total_time: 0.035441(0.222147),data_time: 0.011597(0.191294),train_time: 0.023844(0.030854)
