Use GPU: 1 for training
=> creating model 'resnet18'
worker_num : 16
@@ 非dummy数据集加载
Use GPU: 0 for training
=> creating model 'resnet18'
worker_num : 16
@@ 非dummy数据集加载
 0 th batch,total_time: 47.026634(47.026634),data_time: 46.682675(46.682675),train_time: 0.343959(0.343959)
 1 th batch,total_time: 0.031601(23.529118),data_time: 0.004794(23.343735),train_time: 0.026807(0.185383)
 2 th batch,total_time: 0.039323(15.699186),data_time: 0.017859(15.568443),train_time: 0.021463(0.130743)
 3 th batch,total_time: 0.028517(11.781519),data_time: 0.006485(11.677953),train_time: 0.022032(0.103565)
 4 th batch,total_time: 0.027832(9.430781),data_time: 0.005704(9.343503),train_time: 0.022127(0.087278)
 5 th batch,total_time: 0.030997(7.864151),data_time: 0.006414(7.787322),train_time: 0.024583(0.076829)
 6 th batch,total_time: 0.036180(6.745869),data_time: 0.014167(6.676871),train_time: 0.022013(0.068998)
 7 th batch,total_time: 0.038091(5.907397),data_time: 0.012959(5.843882),train_time: 0.025132(0.063515)
 8 th batch,total_time: 0.032993(5.254685),data_time: 0.008121(5.195464),train_time: 0.024872(0.059221)
 9 th batch,total_time: 0.041433(4.733360),data_time: 0.017168(4.677635),train_time: 0.024265(0.055725)
 10 th batch,total_time: 0.037158(4.306433),data_time: 0.015712(4.253823),train_time: 0.021446(0.052609)
 11 th batch,total_time: 0.032463(3.950268),data_time: 0.011825(3.900324),train_time: 0.020638(0.049945)
 12 th batch,total_time: 0.040788(3.649539),data_time: 0.020054(3.601841),train_time: 0.020734(0.047698)
 13 th batch,total_time: 0.032415(3.391173),data_time: 0.011734(3.345405),train_time: 0.020680(0.045768)
 14 th batch,total_time: 0.031552(3.167198),data_time: 0.010819(3.123099),train_time: 0.020733(0.044099)
 15 th batch,total_time: 0.032003(2.971249),data_time: 0.011315(2.928613),train_time: 0.020688(0.042636)
 16 th batch,total_time: 0.032700(2.798393),data_time: 0.012153(2.757056),train_time: 0.020546(0.041336)
 17 th batch,total_time: 0.036724(2.644967),data_time: 0.016720(2.604816),train_time: 0.020004(0.040151)
 18 th batch,total_time: 0.037665(2.507740),data_time: 0.017061(2.468618),train_time: 0.020603(0.039123)
 19 th batch,total_time: 0.035525(2.384130),data_time: 0.014478(2.345911),train_time: 0.021047(0.038219)
 20 th batch,total_time: 0.036941(2.272359),data_time: 0.016309(2.234977),train_time: 0.020632(0.037381)
 21 th batch,total_time: 0.038669(2.170827),data_time: 0.018131(2.134212),train_time: 0.020538(0.036616)
 22 th batch,total_time: 0.036059(2.078011),data_time: 0.016068(2.042119),train_time: 0.019991(0.035893)
 23 th batch,total_time: 0.041473(1.993156),data_time: 0.018810(1.957814),train_time: 0.022663(0.035342)
 24 th batch,total_time: 0.040178(1.915037),data_time: 0.016127(1.880147),train_time: 0.024051(0.034890)
 25 th batch,total_time: 0.038778(1.842873),data_time: 0.012686(1.808321),train_time: 0.026092(0.034552)
 26 th batch,total_time: 0.030820(1.775760),data_time: 0.010531(1.741736),train_time: 0.020289(0.034023)
 27 th batch,total_time: 0.040198(1.713775),data_time: 0.019696(1.680235),train_time: 0.020503(0.033540)
 28 th batch,total_time: 0.033059(1.655820),data_time: 0.012779(1.622736),train_time: 0.020280(0.033083)
 29 th batch,total_time: 0.034651(1.601781),data_time: 0.014261(1.569121),train_time: 0.020390(0.032660)
 30 th batch,total_time: 0.039652(1.551389),data_time: 0.018108(1.519088),train_time: 0.021544(0.032302)
 31 th batch,total_time: 0.031837(1.503903),data_time: 0.011272(1.471969),train_time: 0.020565(0.031935)
 32 th batch,total_time: 0.033282(1.459339),data_time: 0.012321(1.427737),train_time: 0.020961(0.031602)
 33 th batch,total_time: 0.035570(1.417464),data_time: 0.014604(1.386174),train_time: 0.020966(0.031289)
 34 th batch,total_time: 0.037295(1.378030),data_time: 0.016641(1.347045),train_time: 0.020654(0.030986)
 35 th batch,total_time: 0.034391(1.340707),data_time: 0.013570(1.310004),train_time: 0.020821(0.030703)
 36 th batch,total_time: 0.033041(1.305365),data_time: 0.012501(1.274936),train_time: 0.020540(0.030428)
 37 th batch,total_time: 0.036354(1.271970),data_time: 0.016176(1.241811),train_time: 0.020179(0.030159)
 38 th batch,total_time: 0.038465(1.240341),data_time: 0.018048(1.210432),train_time: 0.020417(0.029909)
 39 th batch,total_time: 0.045658(1.210474),data_time: 0.023201(1.180751),train_time: 0.022457(0.029723)
 40 th batch,total_time: 0.040984(1.181950),data_time: 0.017516(1.152380),train_time: 0.023469(0.029570)
 41 th batch,total_time: 0.036291(1.154672),data_time: 0.012077(1.125230),train_time: 0.024215(0.029443)
 42 th batch,total_time: 0.024835(1.128397),data_time: 0.005072(1.099180),train_time: 0.019762(0.029218)
 43 th batch,total_time: 0.033468(1.103512),data_time: 0.013185(1.074498),train_time: 0.020282(0.029014)
 44 th batch,total_time: 0.034001(1.079745),data_time: 0.013801(1.050927),train_time: 0.020200(0.028819)
 45 th batch,total_time: 0.031092(1.056949),data_time: 0.010450(1.028308),train_time: 0.020642(0.028641)
 46 th batch,total_time: 0.034206(1.035188),data_time: 0.013627(1.006719),train_time: 0.020579(0.028469)
 47 th batch,total_time: 0.034647(1.014343),data_time: 0.013907(0.986035),train_time: 0.020740(0.028308)
 48 th batch,total_time: 0.032927(0.994315),data_time: 0.011493(0.966147),train_time: 0.021434(0.028168)
 49 th batch,total_time: 0.035189(0.975132),data_time: 0.014265(0.947109),train_time: 0.020924(0.028023)
 50 th batch,total_time: 0.034032(0.956679),data_time: 0.013515(0.928803),train_time: 0.020517(0.027876)
 51 th batch,total_time: 0.034027(0.938936),data_time: 0.013726(0.911206),train_time: 0.020302(0.027730)
 52 th batch,total_time: 0.037854(0.921934),data_time: 0.017238(0.894338),train_time: 0.020617(0.027596)
 53 th batch,total_time: 0.034687(0.905504),data_time: 0.014231(0.878040),train_time: 0.020456(0.027464)
 54 th batch,total_time: 0.034787(0.889673),data_time: 0.015018(0.862349),train_time: 0.019770(0.027324)
 55 th batch,total_time: 0.041911(0.874534),data_time: 0.019296(0.847294),train_time: 0.022615(0.027240)
 56 th batch,total_time: 0.038950(0.859875),data_time: 0.016158(0.832713),train_time: 0.022792(0.027162)
 57 th batch,total_time: 0.038166(0.845707),data_time: 0.013503(0.818589),train_time: 0.024663(0.027119)
 58 th batch,total_time: 0.033127(0.831935),data_time: 0.013058(0.804935),train_time: 0.020069(0.026999)
 59 th batch,total_time: 0.033283(0.818624),data_time: 0.013243(0.791741),train_time: 0.020041(0.026883)
 60 th batch,total_time: 0.035450(0.805785),data_time: 0.014922(0.779006),train_time: 0.020528(0.026779)
 61 th batch,total_time: 0.037197(0.793388),data_time: 0.016886(0.766714),train_time: 0.020310(0.026675)
 62 th batch,total_time: 0.034741(0.781346),data_time: 0.014167(0.754768),train_time: 0.020575(0.026578)
 63 th batch,total_time: 0.033111(0.769655),data_time: 0.012706(0.743174),train_time: 0.020406(0.026481)
 64 th batch,total_time: 0.035952(0.758367),data_time: 0.015783(0.731983),train_time: 0.020169(0.026384)
 65 th batch,total_time: 0.038449(0.747460),data_time: 0.017974(0.721165),train_time: 0.020475(0.026295)
 66 th batch,total_time: 0.032122(0.736783),data_time: 0.011873(0.710578),train_time: 0.020249(0.026205)
 67 th batch,total_time: 0.040079(0.726537),data_time: 0.019810(0.700420),train_time: 0.020269(0.026117)
 68 th batch,total_time: 0.036017(0.716530),data_time: 0.016195(0.690504),train_time: 0.019822(0.026026)
 69 th batch,total_time: 0.036059(0.706809),data_time: 0.015480(0.680860),train_time: 0.020579(0.025948)
 70 th batch,total_time: 0.033782(0.697329),data_time: 0.013682(0.671464),train_time: 0.020099(0.025866)
 71 th batch,total_time: 0.035498(0.688137),data_time: 0.015392(0.662351),train_time: 0.020107(0.025786)
 72 th batch,total_time: 0.037071(0.679219),data_time: 0.016705(0.653507),train_time: 0.020366(0.025712)
 73 th batch,total_time: 0.037475(0.670546),data_time: 0.016898(0.644904),train_time: 0.020576(0.025642)
