Use GPU: 0 for training
=> creating model 'resnet18'
worker_num : 8
@@ 非dummy数据集加载
Use GPU: 1 for training
=> creating model 'resnet18'
worker_num : 8
@@ 非dummy数据集加载
 0 th batch,total_time: 22.829226(22.829226),data_time: 22.354493(22.354493),train_time: 0.474733(0.474733)
 1 th batch,total_time: 0.084699(11.456963),data_time: 0.014381(11.184437),train_time: 0.070318(0.272526)
 2 th batch,total_time: 0.052762(7.655562),data_time: 0.015851(7.461575),train_time: 0.036911(0.193987)
 3 th batch,total_time: 0.072078(5.759691),data_time: 0.035358(5.605021),train_time: 0.036720(0.154671)
 4 th batch,total_time: 0.069746(4.621702),data_time: 0.034825(4.490982),train_time: 0.034921(0.130721)
 5 th batch,total_time: 0.070987(3.863250),data_time: 0.036562(3.748578),train_time: 0.034426(0.114672)
 6 th batch,total_time: 0.073174(3.321810),data_time: 0.038458(3.218561),train_time: 0.034716(0.103249)
 7 th batch,total_time: 0.072879(2.915694),data_time: 0.036552(2.820810),train_time: 0.036327(0.094884)
 8 th batch,total_time: 0.072760(2.599812),data_time: 0.035783(2.511363),train_time: 0.036976(0.088450)
 9 th batch,total_time: 0.070307(2.346862),data_time: 0.035446(2.263771),train_time: 0.034861(0.083091)
 10 th batch,total_time: 0.063689(2.139301),data_time: 0.037054(2.061342),train_time: 0.026635(0.077959)
 11 th batch,total_time: 0.081442(1.967812),data_time: 0.045325(1.893341),train_time: 0.036117(0.074472)
 12 th batch,total_time: 0.074230(1.822152),data_time: 0.036087(1.750475),train_time: 0.038143(0.071677)
 13 th batch,total_time: 0.071609(1.697113),data_time: 0.033350(1.627823),train_time: 0.038259(0.069290)
 14 th batch,total_time: 0.071629(1.588748),data_time: 0.033104(1.521509),train_time: 0.038525(0.067239)
 15 th batch,total_time: 0.063129(1.493397),data_time: 0.034337(1.428560),train_time: 0.028792(0.064836)
 16 th batch,total_time: 0.081761(1.410359),data_time: 0.043473(1.347085),train_time: 0.038289(0.063275)
 17 th batch,total_time: 0.074907(1.336167),data_time: 0.035789(1.274235),train_time: 0.039118(0.061933)
 18 th batch,total_time: 0.070149(1.269535),data_time: 0.033624(1.208939),train_time: 0.036525(0.060595)
 19 th batch,total_time: 0.075340(1.209825),data_time: 0.035474(1.150266),train_time: 0.039865(0.059559)
 20 th batch,total_time: 0.073495(1.155714),data_time: 0.033293(1.097077),train_time: 0.040202(0.058637)
 21 th batch,total_time: 0.072090(1.106459),data_time: 0.034258(1.048767),train_time: 0.037833(0.057692)
 22 th batch,total_time: 0.071727(1.061470),data_time: 0.036002(1.004734),train_time: 0.035725(0.056736)
 23 th batch,total_time: 0.071144(1.020207),data_time: 0.035884(0.964365),train_time: 0.035260(0.055842)
 24 th batch,total_time: 0.075131(0.982404),data_time: 0.036323(0.927243),train_time: 0.038808(0.055160)
 25 th batch,total_time: 0.075717(0.947531),data_time: 0.034546(0.892909),train_time: 0.041171(0.054622)
 26 th batch,total_time: 0.060161(0.914665),data_time: 0.034174(0.861104),train_time: 0.025987(0.053562)
 27 th batch,total_time: 0.081508(0.884910),data_time: 0.045789(0.831985),train_time: 0.035719(0.052924)
 28 th batch,total_time: 0.074392(0.856961),data_time: 0.036020(0.804538),train_time: 0.038372(0.052423)
 29 th batch,total_time: 0.070506(0.830746),data_time: 0.033466(0.778836),train_time: 0.037040(0.051910)
 30 th batch,total_time: 0.070867(0.806234),data_time: 0.035431(0.754855),train_time: 0.035436(0.051378)
 31 th batch,total_time: 0.073666(0.783341),data_time: 0.036725(0.732414),train_time: 0.036940(0.050927)
 32 th batch,total_time: 0.071382(0.761766),data_time: 0.034863(0.711276),train_time: 0.036519(0.050491)
 33 th batch,total_time: 0.073423(0.741521),data_time: 0.037073(0.691446),train_time: 0.036350(0.050075)
 34 th batch,total_time: 0.073277(0.722428),data_time: 0.037207(0.672754),train_time: 0.036071(0.049675)
 35 th batch,total_time: 0.072830(0.704384),data_time: 0.036650(0.655084),train_time: 0.036180(0.049300)
 36 th batch,total_time: 0.072408(0.687303),data_time: 0.036984(0.638379),train_time: 0.035424(0.048925)
 37 th batch,total_time: 0.071840(0.671107),data_time: 0.036055(0.622528),train_time: 0.035785(0.048579)
 38 th batch,total_time: 0.072644(0.655762),data_time: 0.037255(0.607521),train_time: 0.035389(0.048241)
 39 th batch,total_time: 0.071146(0.641146),data_time: 0.035999(0.593233),train_time: 0.035148(0.047913)
 40 th batch,total_time: 0.072445(0.627276),data_time: 0.036409(0.579652),train_time: 0.036036(0.047624)
 41 th batch,total_time: 0.072480(0.614066),data_time: 0.036729(0.566725),train_time: 0.035751(0.047341)
 42 th batch,total_time: 0.074026(0.601507),data_time: 0.036082(0.554385),train_time: 0.037944(0.047123)
 43 th batch,total_time: 0.060225(0.589205),data_time: 0.034023(0.542558),train_time: 0.026202(0.046647)
 44 th batch,total_time: 0.080683(0.577905),data_time: 0.045505(0.531513),train_time: 0.035178(0.046392)
