Use GPU: 0 for training
=> creating model 'resnet18'
worker_num : 4
@@ 非dummy数据集加载
Use GPU: 1 for training
=> creating model 'resnet18'
worker_num : 4
@@ 非dummy数据集加载
 0 th batch,total_time: 14.369279(14.369279),data_time: 13.471107(13.471107),train_time: 0.898173(0.898173)
 1 th batch,total_time: 0.271400(7.320340),data_time: 0.047976(6.759541),train_time: 0.223425(0.560799)
 2 th batch,total_time: 0.133510(4.924730),data_time: 0.052302(4.523795),train_time: 0.081208(0.400935)
 3 th batch,total_time: 0.249131(3.755830),data_time: 0.165119(3.434126),train_time: 0.084011(0.321704)
 4 th batch,total_time: 1.190838(3.242832),data_time: 0.761943(2.899689),train_time: 0.428895(0.343143)
 5 th batch,total_time: 0.575129(2.798215),data_time: 0.490739(2.498198),train_time: 0.084389(0.300017)
 6 th batch,total_time: 0.245558(2.433549),data_time: 0.163814(2.164714),train_time: 0.081744(0.268835)
 7 th batch,total_time: 0.246632(2.160185),data_time: 0.165360(1.914795),train_time: 0.081272(0.245390)
 8 th batch,total_time: 1.022271(2.033750),data_time: 0.627973(1.771815),train_time: 0.394298(0.261935)
 9 th batch,total_time: 0.548562(1.885231),data_time: 0.464556(1.641089),train_time: 0.084006(0.244142)
 10 th batch,total_time: 0.245779(1.736190),data_time: 0.163831(1.506793),train_time: 0.081948(0.229397)
 11 th batch,total_time: 0.251407(1.612458),data_time: 0.164704(1.394952),train_time: 0.086703(0.217506)
 12 th batch,total_time: 1.050813(1.569255),data_time: 0.655278(1.338054),train_time: 0.395535(0.231201)
 13 th batch,total_time: 0.491241(1.492254),data_time: 0.408928(1.271688),train_time: 0.082313(0.220566)
 14 th batch,total_time: 0.278948(1.411367),data_time: 0.197267(1.200060),train_time: 0.081681(0.211307)
 15 th batch,total_time: 0.308048(1.342409),data_time: 0.163444(1.135271),train_time: 0.144604(0.207138)
 16 th batch,total_time: 0.960103(1.319921),data_time: 0.514644(1.098764),train_time: 0.445459(0.221157)
 17 th batch,total_time: 0.336283(1.265274),data_time: 0.254735(1.051873),train_time: 0.081549(0.213401)
 18 th batch,total_time: 0.274307(1.213118),data_time: 0.193276(1.006684),train_time: 0.081030(0.206434)
 19 th batch,total_time: 0.546947(1.179809),data_time: 0.270666(0.969883),train_time: 0.276282(0.209926)
 20 th batch,total_time: 0.988288(1.170689),data_time: 0.443752(0.944829),train_time: 0.544536(0.225860)
 21 th batch,total_time: 0.251719(1.128918),data_time: 0.165934(0.909425),train_time: 0.085785(0.219493)
 22 th batch,total_time: 0.253773(1.090868),data_time: 0.168952(0.877230),train_time: 0.084820(0.213638)
 23 th batch,total_time: 0.657681(1.072819),data_time: 0.300214(0.853188),train_time: 0.357467(0.219631)
 24 th batch,total_time: 1.000943(1.069944),data_time: 0.422112(0.835945),train_time: 0.578831(0.233999)
 25 th batch,total_time: 0.251289(1.038457),data_time: 0.164469(0.810119),train_time: 0.086820(0.228338)
 26 th batch,total_time: 0.254679(1.009428),data_time: 0.167219(0.786308),train_time: 0.087460(0.223120)
 27 th batch,total_time: 0.585506(0.994288),data_time: 0.163598(0.764068),train_time: 0.421907(0.230220)
 28 th batch,total_time: 0.902642(0.991128),data_time: 0.357992(0.750066),train_time: 0.544650(0.241062)
 29 th batch,total_time: 0.253054(0.966525),data_time: 0.165704(0.730587),train_time: 0.087350(0.235938)
 30 th batch,total_time: 0.254687(0.943563),data_time: 0.167400(0.712420),train_time: 0.087287(0.231143)
 31 th batch,total_time: 0.617272(0.933366),data_time: 0.165000(0.695313),train_time: 0.452272(0.238053)
 32 th batch,total_time: 0.859636(0.931132),data_time: 0.263323(0.682222),train_time: 0.596313(0.248910)
 33 th batch,total_time: 0.253593(0.911204),data_time: 0.167423(0.667081),train_time: 0.086170(0.244123)
 34 th batch,total_time: 0.254678(0.892446),data_time: 0.167538(0.652808),train_time: 0.087141(0.239638)
 35 th batch,total_time: 0.712593(0.887451),data_time: 0.164026(0.639231),train_time: 0.548567(0.248219)
 36 th batch,total_time: 0.820528(0.885642),data_time: 0.162246(0.626340),train_time: 0.658282(0.259302)
 37 th batch,total_time: 0.253369(0.869003),data_time: 0.165722(0.614218),train_time: 0.087647(0.254785)
 38 th batch,total_time: 0.255317(0.853268),data_time: 0.166858(0.602747),train_time: 0.088459(0.250520)
