Use GPU: 0 for training
=> creating model 'resnet18'
worker_num : 16
@@ 非dummy数据集加载
Use GPU: 1 for training
=> creating model 'resnet18'
worker_num : 16
@@ 非dummy数据集加载
 0 th batch,total_time: 47.677068(47.677068),data_time: 47.037609(47.037609),train_time: 0.639458(0.639458)
 1 th batch,total_time: 0.094918(23.885993),data_time: 0.009791(23.523700),train_time: 0.085126(0.362292)
 2 th batch,total_time: 0.032112(15.934699),data_time: 0.007212(15.684871),train_time: 0.024901(0.249828)
 3 th batch,total_time: 0.043414(11.961878),data_time: 0.018079(11.768173),train_time: 0.025335(0.193705)
 4 th batch,total_time: 0.041357(9.577774),data_time: 0.016026(9.417743),train_time: 0.025331(0.160030)
 5 th batch,total_time: 0.042128(7.988499),data_time: 0.015822(7.850757),train_time: 0.026305(0.137743)
 6 th batch,total_time: 0.041062(6.853151),data_time: 0.015129(6.731381),train_time: 0.025933(0.121770)
 7 th batch,total_time: 0.042019(6.001760),data_time: 0.016021(5.891961),train_time: 0.025998(0.109798)
 8 th batch,total_time: 0.041251(5.339481),data_time: 0.015738(5.239048),train_time: 0.025513(0.100433)
 9 th batch,total_time: 0.041401(4.809673),data_time: 0.015775(4.716720),train_time: 0.025626(0.092953)
 10 th batch,total_time: 0.042096(4.376257),data_time: 0.016999(4.289473),train_time: 0.025097(0.086784)
 11 th batch,total_time: 0.049452(4.015690),data_time: 0.023859(3.934005),train_time: 0.025593(0.081685)
 12 th batch,total_time: 0.042606(3.710068),data_time: 0.017031(3.632699),train_time: 0.025575(0.077369)
 13 th batch,total_time: 0.041553(3.448031),data_time: 0.016158(3.374375),train_time: 0.025395(0.073656)
 14 th batch,total_time: 0.044260(3.221113),data_time: 0.018921(3.150678),train_time: 0.025338(0.070435)
 15 th batch,total_time: 0.043629(3.022520),data_time: 0.018298(2.954904),train_time: 0.025331(0.067616)
 16 th batch,total_time: 0.041406(2.847161),data_time: 0.015998(2.782028),train_time: 0.025408(0.065133)
 17 th batch,total_time: 0.041510(2.691291),data_time: 0.015598(2.628337),train_time: 0.025913(0.062954)
 18 th batch,total_time: 0.046329(2.552083),data_time: 0.020363(2.491075),train_time: 0.025966(0.061007)
 19 th batch,total_time: 0.042760(2.426617),data_time: 0.016875(2.367365),train_time: 0.025885(0.059251)
 20 th batch,total_time: 0.041561(2.313042),data_time: 0.015602(2.255376),train_time: 0.025959(0.057666)
 21 th batch,total_time: 0.041135(2.209774),data_time: 0.015332(2.153556),train_time: 0.025803(0.056218)
 22 th batch,total_time: 0.042741(2.115555),data_time: 0.015891(2.060614),train_time: 0.026851(0.054941)
 23 th batch,total_time: 0.040451(2.029092),data_time: 0.014469(1.975358),train_time: 0.025982(0.053734)
 24 th batch,total_time: 0.041069(1.949571),data_time: 0.014940(1.896941),train_time: 0.026129(0.052630)
 25 th batch,total_time: 0.041339(1.876178),data_time: 0.015526(1.824579),train_time: 0.025814(0.051599)
 26 th batch,total_time: 0.041431(1.808224),data_time: 0.015574(1.757579),train_time: 0.025857(0.050645)
 27 th batch,total_time: 0.040356(1.745086),data_time: 0.015169(1.695350),train_time: 0.025187(0.049736)
 28 th batch,total_time: 0.041730(1.686350),data_time: 0.016091(1.637445),train_time: 0.025639(0.048905)
 29 th batch,total_time: 0.041368(1.631517),data_time: 0.015720(1.583387),train_time: 0.025647(0.048130)
 30 th batch,total_time: 0.040303(1.580188),data_time: 0.015188(1.532800),train_time: 0.025115(0.047387)
 31 th batch,total_time: 0.041583(1.532106),data_time: 0.016026(1.485401),train_time: 0.025557(0.046705)
 32 th batch,total_time: 0.041871(1.486947),data_time: 0.015619(1.440862),train_time: 0.026252(0.046085)
 33 th batch,total_time: 0.041207(1.444426),data_time: 0.015788(1.398948),train_time: 0.025419(0.045478)
 34 th batch,total_time: 0.044607(1.404431),data_time: 0.018934(1.359519),train_time: 0.025674(0.044912)
 35 th batch,total_time: 0.044263(1.366648),data_time: 0.018296(1.322263),train_time: 0.025967(0.044385)
