Use GPU: 0 for training
=> creating model 'resnet18'
worker_num : 1
@@ 非dummy数据集加载
Use GPU: 1 for training
=> creating model 'resnet18'
worker_num : 1
@@ 非dummy数据集加载
 0 th batch,total_time: 3.695448(3.695448),data_time: 3.243038(3.243038),train_time: 0.452410(0.452410)
 1 th batch,total_time: 0.032223(1.863835),data_time: 0.004643(1.623841),train_time: 0.027580(0.239995)
 2 th batch,total_time: 0.070788(1.266153),data_time: 0.043877(1.097186),train_time: 0.026911(0.168967)
 3 th batch,total_time: 0.073274(0.967933),data_time: 0.046432(0.834498),train_time: 0.026842(0.133436)
 4 th batch,total_time: 0.075183(0.789383),data_time: 0.046911(0.676980),train_time: 0.028271(0.112403)
 5 th batch,total_time: 0.065963(0.668813),data_time: 0.039322(0.570704),train_time: 0.026641(0.098109)
 6 th batch,total_time: 0.071534(0.583488),data_time: 0.044673(0.495557),train_time: 0.026861(0.087931)
 7 th batch,total_time: 0.077522(0.520242),data_time: 0.046842(0.439467),train_time: 0.030680(0.080774)
 8 th batch,total_time: 0.071978(0.470435),data_time: 0.043869(0.395512),train_time: 0.028110(0.074923)
 9 th batch,total_time: 0.072447(0.430636),data_time: 0.043959(0.360357),train_time: 0.028488(0.070279)
 10 th batch,total_time: 0.073195(0.398141),data_time: 0.046549(0.331829),train_time: 0.026646(0.066313)
 11 th batch,total_time: 0.073449(0.371084),data_time: 0.046911(0.308086),train_time: 0.026538(0.062998)
 12 th batch,total_time: 0.079954(0.348689),data_time: 0.053407(0.288495),train_time: 0.026547(0.060194)
 13 th batch,total_time: 0.071441(0.328886),data_time: 0.044937(0.271098),train_time: 0.026504(0.057788)
 14 th batch,total_time: 0.070424(0.311655),data_time: 0.042738(0.255874),train_time: 0.027685(0.055781)
 15 th batch,total_time: 0.068870(0.296481),data_time: 0.041183(0.242456),train_time: 0.027687(0.054025)
 16 th batch,total_time: 0.068460(0.283068),data_time: 0.041237(0.230619),train_time: 0.027223(0.052448)
 17 th batch,total_time: 0.067477(0.271091),data_time: 0.039829(0.220020),train_time: 0.027648(0.051071)
 18 th batch,total_time: 0.073461(0.260689),data_time: 0.041299(0.210614),train_time: 0.032162(0.050075)
 19 th batch,total_time: 0.060538(0.250681),data_time: 0.033095(0.201738),train_time: 0.027442(0.048944)
 20 th batch,total_time: 0.073959(0.242266),data_time: 0.036201(0.193855),train_time: 0.037758(0.048411)
 21 th batch,total_time: 0.070497(0.234458),data_time: 0.032308(0.186512),train_time: 0.038189(0.047946)
 22 th batch,total_time: 0.071416(0.227370),data_time: 0.030694(0.179737),train_time: 0.040723(0.047632)
 23 th batch,total_time: 0.081231(0.221281),data_time: 0.025643(0.173317),train_time: 0.055588(0.047964)
 24 th batch,total_time: 0.068301(0.215161),data_time: 0.012845(0.166898),train_time: 0.055456(0.048264)
 25 th batch,total_time: 0.068914(0.209536),data_time: 0.022861(0.161358),train_time: 0.046053(0.048179)
 26 th batch,total_time: 0.068379(0.204308),data_time: 0.020827(0.156153),train_time: 0.047552(0.048155)
 27 th batch,total_time: 0.070347(0.199524),data_time: 0.017796(0.151212),train_time: 0.052551(0.048312)
 28 th batch,total_time: 0.070864(0.195087),data_time: 0.015693(0.146539),train_time: 0.055171(0.048549)
 29 th batch,total_time: 0.070466(0.190933),data_time: 0.022115(0.142391),train_time: 0.048351(0.048542)
 30 th batch,total_time: 0.070519(0.187049),data_time: 0.021548(0.138493),train_time: 0.048972(0.048556)
 31 th batch,total_time: 0.071097(0.183426),data_time: 0.020669(0.134811),train_time: 0.050429(0.048615)
 32 th batch,total_time: 0.074565(0.180127),data_time: 0.016738(0.131233),train_time: 0.057827(0.048894)
 33 th batch,total_time: 0.076302(0.177073),data_time: 0.015908(0.127841),train_time: 0.060393(0.049232)
 34 th batch,total_time: 0.073289(0.174108),data_time: 0.011163(0.124507),train_time: 0.062126(0.049600)
 35 th batch,total_time: 0.073159(0.171304),data_time: 0.010595(0.121343),train_time: 0.062564(0.049961)
 36 th batch,total_time: 0.080678(0.168854),data_time: 0.010206(0.118340),train_time: 0.070472(0.050515)
 37 th batch,total_time: 0.071883(0.166302),data_time: 0.009833(0.115484),train_time: 0.062050(0.050818)
 38 th batch,total_time: 0.072598(0.163900),data_time: 0.010781(0.112799),train_time: 0.061817(0.051100)
