Use GPU: 1 for training
=> creating model 'resnet18'
worker_num : 2
@@ 非dummy数据集加载
Use GPU: 0 for training
=> creating model 'resnet18'
worker_num : 2
@@ 非dummy数据集加载
 0 th batch,total_time: 7.042823(7.042823),data_time: 6.307188(6.307188),train_time: 0.735635(0.735635)
 1 th batch,total_time: 0.072734(3.557779),data_time: 0.005539(3.156363),train_time: 0.067195(0.401415)
 2 th batch,total_time: 0.043704(2.386420),data_time: 0.008226(2.106984),train_time: 0.035478(0.279436)
 3 th batch,total_time: 0.212999(1.843065),data_time: 0.183976(1.626232),train_time: 0.029022(0.216833)
 4 th batch,total_time: 0.061891(1.486830),data_time: 0.031345(1.307255),train_time: 0.030546(0.179575)
 5 th batch,total_time: 0.206194(1.273391),data_time: 0.164455(1.116788),train_time: 0.041739(0.156603)
 6 th batch,total_time: 0.060624(1.100138),data_time: 0.033452(0.962026),train_time: 0.027172(0.138113)
 7 th batch,total_time: 0.204622(0.988199),data_time: 0.145284(0.859933),train_time: 0.059339(0.128266)
 8 th batch,total_time: 0.043770(0.883262),data_time: 0.018240(0.766412),train_time: 0.025530(0.116851)
 9 th batch,total_time: 0.217437(0.816680),data_time: 0.160718(0.705842),train_time: 0.056719(0.110838)
 10 th batch,total_time: 0.050088(0.746990),data_time: 0.013748(0.642925),train_time: 0.036340(0.104065)
 11 th batch,total_time: 0.233722(0.704217),data_time: 0.164676(0.603071),train_time: 0.069046(0.101147)
 12 th batch,total_time: 0.050687(0.653946),data_time: 0.017291(0.558011),train_time: 0.033396(0.095935)
 13 th batch,total_time: 0.234157(0.623961),data_time: 0.142301(0.528317),train_time: 0.091856(0.095644)
 14 th batch,total_time: 0.039588(0.585003),data_time: 0.017671(0.494274),train_time: 0.021918(0.090729)
 15 th batch,total_time: 0.206091(0.561321),data_time: 0.109869(0.470249),train_time: 0.096222(0.091072)
 16 th batch,total_time: 0.044509(0.530920),data_time: 0.017650(0.443625),train_time: 0.026858(0.087295)
 17 th batch,total_time: 0.204667(0.512795),data_time: 0.088996(0.423924),train_time: 0.115671(0.088871)
 18 th batch,total_time: 0.043433(0.488092),data_time: 0.017506(0.402533),train_time: 0.025927(0.085558)
 19 th batch,total_time: 0.214381(0.474406),data_time: 0.099950(0.387404),train_time: 0.114431(0.087002)
