Use GPU: 0 for training
=> creating model 'resnet18'
worker_num : 16
@@ 非dummy数据集加载
Use GPU: 1 for training
=> creating model 'resnet18'
worker_num : 16
@@ 非dummy数据集加载
 0 th batch,total_time: 49.113324(49.113324),data_time: 48.661058(48.661058),train_time: 0.452266(0.452266)
 1 th batch,total_time: 0.079718(24.596521),data_time: 0.032299(24.346679),train_time: 0.047419(0.249843)
 2 th batch,total_time: 0.024208(16.405750),data_time: 0.003141(16.232166),train_time: 0.021067(0.173584)
 3 th batch,total_time: 0.029331(12.311645),data_time: 0.003526(12.175006),train_time: 0.025805(0.136639)
 4 th batch,total_time: 0.032583(9.855833),data_time: 0.004639(9.740933),train_time: 0.027944(0.114900)
 5 th batch,total_time: 0.031894(8.218510),data_time: 0.004584(8.118208),train_time: 0.027310(0.100302)
 6 th batch,total_time: 0.031406(7.048923),data_time: 0.004503(6.959107),train_time: 0.026904(0.089816)
 7 th batch,total_time: 0.031097(6.171695),data_time: 0.004889(6.089830),train_time: 0.026208(0.081865)
 8 th batch,total_time: 0.029921(5.489276),data_time: 0.004467(5.413678),train_time: 0.025454(0.075597)
 9 th batch,total_time: 0.028626(4.943211),data_time: 0.003683(4.872679),train_time: 0.024943(0.070532)
 10 th batch,total_time: 0.030421(4.496593),data_time: 0.004076(4.430079),train_time: 0.026346(0.066515)
 11 th batch,total_time: 0.030441(4.124414),data_time: 0.004196(4.061255),train_time: 0.026245(0.063159)
 12 th batch,total_time: 0.030593(3.809505),data_time: 0.004415(3.749190),train_time: 0.026178(0.060314)
 13 th batch,total_time: 0.030404(3.539569),data_time: 0.004539(3.481715),train_time: 0.025865(0.057854)
 14 th batch,total_time: 0.030346(3.305621),data_time: 0.004389(3.249894),train_time: 0.025957(0.055727)
 15 th batch,total_time: 0.033378(3.101106),data_time: 0.004300(3.047044),train_time: 0.029078(0.054062)
 16 th batch,total_time: 0.027534(2.920307),data_time: 0.003400(2.868006),train_time: 0.024135(0.052301)
 17 th batch,total_time: 0.034220(2.759969),data_time: 0.007756(2.709103),train_time: 0.026464(0.050866)
 18 th batch,total_time: 0.032211(2.616403),data_time: 0.006255(2.566848),train_time: 0.025955(0.049555)
 19 th batch,total_time: 0.032942(2.487230),data_time: 0.006982(2.438855),train_time: 0.025960(0.048375)
 20 th batch,total_time: 0.032426(2.370335),data_time: 0.006981(2.323051),train_time: 0.025445(0.047283)
 21 th batch,total_time: 0.031634(2.264030),data_time: 0.006386(2.217748),train_time: 0.025248(0.046282)
 22 th batch,total_time: 0.038290(2.167259),data_time: 0.014581(2.121959),train_time: 0.023708(0.045300)
 23 th batch,total_time: 0.033949(2.078371),data_time: 0.011992(2.034043),train_time: 0.021957(0.044327)
 24 th batch,total_time: 0.033529(1.996577),data_time: 0.013020(1.953202),train_time: 0.020509(0.043375)
 25 th batch,total_time: 0.034024(1.921094),data_time: 0.012940(1.878577),train_time: 0.021084(0.042517)
 26 th batch,total_time: 0.031425(1.851106),data_time: 0.010597(1.809392),train_time: 0.020828(0.041714)
 27 th batch,total_time: 0.032873(1.786170),data_time: 0.013060(1.745238),train_time: 0.019813(0.040932)
 28 th batch,total_time: 0.034666(1.725773),data_time: 0.014600(1.685561),train_time: 0.020066(0.040212)
 29 th batch,total_time: 0.032380(1.669327),data_time: 0.012559(1.629794),train_time: 0.019821(0.039533)
 30 th batch,total_time: 0.030888(1.616474),data_time: 0.010605(1.577562),train_time: 0.020283(0.038912)
