Use GPU: 0 for training
=> creating model 'resnet18'
worker_num : 4
@@ 非dummy数据集加载
Use GPU: 1 for training
=> creating model 'resnet18'
worker_num : 4
@@ 非dummy数据集加载
 0 th batch,total_time: 12.889347(12.889347),data_time: 12.467714(12.467714),train_time: 0.421633(0.421633)
 1 th batch,total_time: 0.034498(6.461922),data_time: 0.008025(6.237870),train_time: 0.026473(0.224053)
 2 th batch,total_time: 0.023917(4.315920),data_time: 0.003226(4.159655),train_time: 0.020691(0.156265)
 3 th batch,total_time: 0.027400(3.243790),data_time: 0.006377(3.121336),train_time: 0.021023(0.122455)
 4 th batch,total_time: 0.027481(2.600529),data_time: 0.006516(2.498372),train_time: 0.020965(0.102157)
 5 th batch,total_time: 0.067322(2.178327),data_time: 0.041229(2.088848),train_time: 0.026093(0.089479)
 6 th batch,total_time: 0.032876(1.871834),data_time: 0.008810(1.791700),train_time: 0.024067(0.080135)
 7 th batch,total_time: 0.035575(1.642302),data_time: 0.010139(1.569005),train_time: 0.025437(0.073298)
 8 th batch,total_time: 0.033434(1.463539),data_time: 0.009587(1.395736),train_time: 0.023848(0.067803)
 9 th batch,total_time: 0.032358(1.320421),data_time: 0.008491(1.257011),train_time: 0.023868(0.063410)
 10 th batch,total_time: 0.037644(1.203805),data_time: 0.010727(1.143713),train_time: 0.026917(0.060092)
 11 th batch,total_time: 0.035613(1.106456),data_time: 0.010637(1.049290),train_time: 0.024976(0.057166)
 12 th batch,total_time: 0.032931(1.023877),data_time: 0.009733(0.969324),train_time: 0.023198(0.054553)
 13 th batch,total_time: 0.033749(0.953153),data_time: 0.009362(0.900755),train_time: 0.024387(0.052398)
 14 th batch,total_time: 0.038578(0.892182),data_time: 0.009433(0.841334),train_time: 0.029145(0.050848)
 15 th batch,total_time: 0.033361(0.838505),data_time: 0.009886(0.789368),train_time: 0.023475(0.049137)
 16 th batch,total_time: 0.033751(0.791167),data_time: 0.009700(0.743505),train_time: 0.024051(0.047661)
