Use GPU: 1 for training
=> creating model 'resnet18'
worker_num : 2
@@ 非dummy数据集加载
Use GPU: 0 for training
=> creating model 'resnet18'
worker_num : 2
@@ 非dummy数据集加载
 0 th batch,total_time: 7.740637(7.740637),data_time: 7.147933(7.147933),train_time: 0.592704(0.592704)
 1 th batch,total_time: 0.145689(3.943163),data_time: 0.025894(3.586913),train_time: 0.119795(0.356249)
 2 th batch,total_time: 0.455375(2.780567),data_time: 0.402303(2.525376),train_time: 0.053072(0.255190)
 3 th batch,total_time: 0.605162(2.236716),data_time: 0.554648(2.032694),train_time: 0.050514(0.204021)
 4 th batch,total_time: 0.492929(1.887958),data_time: 0.442332(1.714622),train_time: 0.050597(0.173336)
 5 th batch,total_time: 0.608506(1.674716),data_time: 0.556787(1.521649),train_time: 0.051720(0.153067)
 6 th batch,total_time: 0.553242(1.514506),data_time: 0.502045(1.375992),train_time: 0.051197(0.138514)
 7 th batch,total_time: 0.632485(1.404253),data_time: 0.582009(1.276744),train_time: 0.050476(0.127509)
 8 th batch,total_time: 0.447774(1.297978),data_time: 0.396404(1.178928),train_time: 0.051370(0.119049)
 9 th batch,total_time: 0.653085(1.233488),data_time: 0.601097(1.121145),train_time: 0.051989(0.112343)
 10 th batch,total_time: 0.394319(1.157200),data_time: 0.343038(1.050408),train_time: 0.051281(0.106792)
 11 th batch,total_time: 0.662261(1.115955),data_time: 0.611302(1.013816),train_time: 0.050958(0.102139)
 12 th batch,total_time: 0.440958(1.064032),data_time: 0.390889(0.965898),train_time: 0.050069(0.098134)
 13 th batch,total_time: 0.636175(1.033471),data_time: 0.584941(0.938687),train_time: 0.051234(0.094784)
 14 th batch,total_time: 0.454591(0.994879),data_time: 0.404499(0.903075),train_time: 0.050092(0.091804)
 15 th batch,total_time: 0.638865(0.972628),data_time: 0.588688(0.883426),train_time: 0.050176(0.089203)
 16 th batch,total_time: 0.446138(0.941658),data_time: 0.396267(0.854769),train_time: 0.049872(0.086889)
 17 th batch,total_time: 0.604147(0.922908),data_time: 0.552955(0.838002),train_time: 0.051192(0.084906)
 18 th batch,total_time: 0.469580(0.899048),data_time: 0.417861(0.815889),train_time: 0.051719(0.083159)
 19 th batch,total_time: 0.683632(0.888277),data_time: 0.631795(0.806684),train_time: 0.051836(0.081593)
 20 th batch,total_time: 0.467031(0.868218),data_time: 0.416407(0.788100),train_time: 0.050624(0.080118)
 21 th batch,total_time: 0.632035(0.857482),data_time: 0.580898(0.778681),train_time: 0.051136(0.078801)
 22 th batch,total_time: 0.485262(0.841299),data_time: 0.433500(0.763674),train_time: 0.051762(0.077625)
 23 th batch,total_time: 0.633517(0.832641),data_time: 0.581820(0.756096),train_time: 0.051696(0.076545)
 24 th batch,total_time: 0.499817(0.819328),data_time: 0.448280(0.743784),train_time: 0.051537(0.075545)
 25 th batch,total_time: 0.596035(0.810740),data_time: 0.544341(0.736113),train_time: 0.051694(0.074627)
 26 th batch,total_time: 0.502017(0.799306),data_time: 0.451581(0.725575),train_time: 0.050436(0.073731)
 27 th batch,total_time: 0.587118(0.791728),data_time: 0.535549(0.718788),train_time: 0.051569(0.072940)
 28 th batch,total_time: 0.515419(0.782200),data_time: 0.464255(0.710011),train_time: 0.051164(0.072189)
 29 th batch,total_time: 0.619004(0.776760),data_time: 0.567316(0.705254),train_time: 0.051688(0.071506)
 30 th batch,total_time: 0.453618(0.766336),data_time: 0.402670(0.695494),train_time: 0.050947(0.070842)
 31 th batch,total_time: 0.599078(0.761109),data_time: 0.548159(0.690889),train_time: 0.050919(0.070220)
 32 th batch,total_time: 0.433491(0.751182),data_time: 0.382335(0.681539),train_time: 0.051157(0.069642)
 33 th batch,total_time: 0.641756(0.747963),data_time: 0.589668(0.678837),train_time: 0.052088(0.069126)
 34 th batch,total_time: 0.304444(0.735291),data_time: 0.253587(0.666687),train_time: 0.050857(0.068604)
 35 th batch,total_time: 0.750283(0.735708),data_time: 0.697228(0.667536),train_time: 0.053055(0.068172)
 36 th batch,total_time: 0.291716(0.723708),data_time: 0.240630(0.655998),train_time: 0.051085(0.067710)
 37 th batch,total_time: 0.750028(0.724400),data_time: 0.698992(0.657129),train_time: 0.051036(0.067271)
 38 th batch,total_time: 0.303224(0.713601),data_time: 0.251738(0.646734),train_time: 0.051486(0.066867)
 39 th batch,total_time: 0.723886(0.713858),data_time: 0.673403(0.647401),train_time: 0.050484(0.066457)
 40 th batch,total_time: 0.352448(0.705043),data_time: 0.301208(0.638957),train_time: 0.051240(0.066086)
 41 th batch,total_time: 0.692611(0.704747),data_time: 0.642248(0.639036),train_time: 0.050363(0.065712)
 42 th batch,total_time: 0.383989(0.697288),data_time: 0.333187(0.631923),train_time: 0.050802(0.065365)
 43 th batch,total_time: 0.666434(0.696587),data_time: 0.614854(0.631535),train_time: 0.051580(0.065052)
 44 th batch,total_time: 0.432622(0.690721),data_time: 0.381761(0.625984),train_time: 0.050861(0.064736)
 45 th batch,total_time: 0.635536(0.689521),data_time: 0.584401(0.625080),train_time: 0.051135(0.064440)
 46 th batch,total_time: 0.455921(0.684551),data_time: 0.404865(0.620395),train_time: 0.051057(0.064156)
 47 th batch,total_time: 0.592023(0.682623),data_time: 0.541243(0.618746),train_time: 0.050780(0.063877)
 48 th batch,total_time: 0.498789(0.678871),data_time: 0.446802(0.615237),train_time: 0.051987(0.063634)
 49 th batch,total_time: 0.529138(0.675877),data_time: 0.478956(0.612511),train_time: 0.050182(0.063365)
 50 th batch,total_time: 0.510892(0.672642),data_time: 0.459331(0.609508),train_time: 0.051561(0.063134)
 51 th batch,total_time: 0.557555(0.670429),data_time: 0.506605(0.607529),train_time: 0.050950(0.062900)
 52 th batch,total_time: 0.515981(0.667514),data_time: 0.464108(0.604823),train_time: 0.051873(0.062692)
 53 th batch,total_time: 0.533237(0.665028),data_time: 0.482032(0.602549),train_time: 0.051206(0.062479)
 54 th batch,total_time: 0.476675(0.661603),data_time: 0.424408(0.599310),train_time: 0.052267(0.062293)
 55 th batch,total_time: 0.518839(0.659054),data_time: 0.468024(0.596966),train_time: 0.050815(0.062088)
 56 th batch,total_time: 0.400890(0.654525),data_time: 0.350741(0.592646),train_time: 0.050149(0.061879)
