Use GPU: 1 for training
=> creating model 'resnet18'
worker_num : 4
@@ 非dummy数据集加载
Use GPU: 0 for training
=> creating model 'resnet18'
worker_num : 4
@@ 非dummy数据集加载
 0 th batch,total_time: 12.938509(12.938509),data_time: 12.221894(12.221894),train_time: 0.716614(0.716614)
 1 th batch,total_time: 0.060095(6.499302),data_time: 0.009214(6.115554),train_time: 0.050880(0.383747)
 2 th batch,total_time: 0.031343(4.343315),data_time: 0.006270(4.079126),train_time: 0.025073(0.264189)
 3 th batch,total_time: 0.045517(3.268866),data_time: 0.020430(3.064452),train_time: 0.025088(0.204414)
 4 th batch,total_time: 0.043461(2.623785),data_time: 0.017657(2.455093),train_time: 0.025804(0.168692)
 5 th batch,total_time: 0.150411(2.211556),data_time: 0.120494(2.065993),train_time: 0.029917(0.145563)
 6 th batch,total_time: 0.044046(1.901912),data_time: 0.014901(1.772980),train_time: 0.029145(0.128932)
 7 th batch,total_time: 0.050563(1.670493),data_time: 0.023161(1.554253),train_time: 0.027401(0.116240)
 8 th batch,total_time: 0.041154(1.489455),data_time: 0.014004(1.383114),train_time: 0.027150(0.106341)
 9 th batch,total_time: 0.102877(1.350797),data_time: 0.073944(1.252197),train_time: 0.028933(0.098601)
 10 th batch,total_time: 0.059629(1.233419),data_time: 0.031250(1.141202),train_time: 0.028380(0.092217)
 11 th batch,total_time: 0.047870(1.134623),data_time: 0.022010(1.047936),train_time: 0.025861(0.086687)
 12 th batch,total_time: 0.046793(1.050944),data_time: 0.019130(0.968797),train_time: 0.027663(0.082147)
 13 th batch,total_time: 0.106630(0.983493),data_time: 0.079196(0.905254),train_time: 0.027434(0.078239)
 14 th batch,total_time: 0.064161(0.922204),data_time: 0.036472(0.847335),train_time: 0.027689(0.074869)
 15 th batch,total_time: 0.055481(0.868034),data_time: 0.028212(0.796140),train_time: 0.027269(0.071894)
 16 th batch,total_time: 0.040073(0.819330),data_time: 0.014627(0.750169),train_time: 0.025446(0.069162)
 17 th batch,total_time: 0.095535(0.779119),data_time: 0.066339(0.712178),train_time: 0.029195(0.066941)
 18 th batch,total_time: 0.068799(0.741734),data_time: 0.042849(0.676950),train_time: 0.025950(0.064784)
 19 th batch,total_time: 0.055301(0.707412),data_time: 0.029821(0.644594),train_time: 0.025480(0.062819)
 20 th batch,total_time: 0.048268(0.676025),data_time: 0.019562(0.614830),train_time: 0.028707(0.061194)
 21 th batch,total_time: 0.089173(0.649349),data_time: 0.061173(0.589664),train_time: 0.028000(0.059685)
 22 th batch,total_time: 0.059522(0.623705),data_time: 0.033277(0.565473),train_time: 0.026245(0.058231)
 23 th batch,total_time: 0.063249(0.600352),data_time: 0.036526(0.543434),train_time: 0.026722(0.056919)
 24 th batch,total_time: 0.042245(0.578028),data_time: 0.015504(0.522317),train_time: 0.026741(0.055711)
 25 th batch,total_time: 0.094403(0.559427),data_time: 0.066204(0.504774),train_time: 0.028198(0.054653)
 26 th batch,total_time: 0.060380(0.540944),data_time: 0.029797(0.487182),train_time: 0.030583(0.053762)
 27 th batch,total_time: 0.083610(0.524611),data_time: 0.057173(0.471825),train_time: 0.026437(0.052786)
 28 th batch,total_time: 0.043715(0.508028),data_time: 0.016657(0.456129),train_time: 0.027059(0.051899)
 29 th batch,total_time: 0.088708(0.494051),data_time: 0.060040(0.442926),train_time: 0.028668(0.051124)
 30 th batch,total_time: 0.043379(0.479513),data_time: 0.015996(0.429154),train_time: 0.027383(0.050359)
 31 th batch,total_time: 0.085480(0.467199),data_time: 0.058876(0.417583),train_time: 0.026605(0.049616)
 32 th batch,total_time: 0.042219(0.454321),data_time: 0.015931(0.405412),train_time: 0.026288(0.048909)
 33 th batch,total_time: 0.060235(0.442730),data_time: 0.033419(0.394471),train_time: 0.026816(0.048260)
 34 th batch,total_time: 0.081651(0.432414),data_time: 0.050088(0.384631),train_time: 0.031563(0.047782)
 35 th batch,total_time: 0.082507(0.422694),data_time: 0.055639(0.375493),train_time: 0.026868(0.047202)
 36 th batch,total_time: 0.039089(0.412327),data_time: 0.016541(0.365791),train_time: 0.022549(0.046535)
 37 th batch,total_time: 0.043127(0.402611),data_time: 0.024789(0.356818),train_time: 0.018338(0.045793)
 38 th batch,total_time: 0.077662(0.394279),data_time: 0.046967(0.348873),train_time: 0.030694(0.045406)
 39 th batch,total_time: 0.093108(0.386749),data_time: 0.063563(0.341740),train_time: 0.029545(0.045010)
 40 th batch,total_time: 0.044827(0.378410),data_time: 0.016866(0.333816),train_time: 0.027961(0.044594)
 41 th batch,total_time: 0.045107(0.370474),data_time: 0.017804(0.326292),train_time: 0.027303(0.044182)
 42 th batch,total_time: 0.048529(0.362987),data_time: 0.027974(0.319354),train_time: 0.020555(0.043633)
 43 th batch,total_time: 0.095559(0.356909),data_time: 0.079436(0.313902),train_time: 0.016124(0.043007)
 44 th batch,total_time: 0.057505(0.350256),data_time: 0.031977(0.307637),train_time: 0.025528(0.042619)
 45 th batch,total_time: 0.045049(0.343621),data_time: 0.017154(0.301322),train_time: 0.027895(0.042299)
 46 th batch,total_time: 0.062354(0.337636),data_time: 0.033308(0.295619),train_time: 0.029045(0.042017)
 47 th batch,total_time: 0.100775(0.332702),data_time: 0.074443(0.291012),train_time: 0.026331(0.041690)
 48 th batch,total_time: 0.049141(0.326915),data_time: 0.023366(0.285549),train_time: 0.025775(0.041365)
 49 th batch,total_time: 0.049602(0.321368),data_time: 0.024036(0.280319),train_time: 0.025566(0.041049)
 50 th batch,total_time: 0.040654(0.315864),data_time: 0.015625(0.275129),train_time: 0.025029(0.040735)
 51 th batch,total_time: 0.108850(0.311883),data_time: 0.087645(0.271524),train_time: 0.021205(0.040360)
 52 th batch,total_time: 0.044489(0.306838),data_time: 0.024770(0.266868),train_time: 0.019720(0.039970)
 53 th batch,total_time: 0.050156(0.302085),data_time: 0.031783(0.262514),train_time: 0.018374(0.039570)
 54 th batch,total_time: 0.047884(0.297463),data_time: 0.023323(0.258166),train_time: 0.024562(0.039297)
 55 th batch,total_time: 0.116863(0.294238),data_time: 0.090097(0.255164),train_time: 0.026765(0.039074)
 56 th batch,total_time: 0.090022(0.290655),data_time: 0.068396(0.251888),train_time: 0.021627(0.038767)
 57 th batch,total_time: 0.038895(0.286314),data_time: 0.020596(0.247900),train_time: 0.018299(0.038415)
 58 th batch,total_time: 0.062547(0.282522),data_time: 0.033534(0.244267),train_time: 0.029013(0.038255)
 59 th batch,total_time: 0.198205(0.281117),data_time: 0.172243(0.243066),train_time: 0.025961(0.038050)
 60 th batch,total_time: 0.040535(0.277173),data_time: 0.020036(0.239410),train_time: 0.020499(0.037763)
 61 th batch,total_time: 0.043653(0.273406),data_time: 0.026076(0.235969),train_time: 0.017578(0.037437)
 62 th batch,total_time: 0.046192(0.269800),data_time: 0.024092(0.232606),train_time: 0.022099(0.037194)
 63 th batch,total_time: 0.128243(0.267588),data_time: 0.105542(0.230621),train_time: 0.022700(0.036967)
 64 th batch,total_time: 0.043193(0.264135),data_time: 0.024996(0.227457),train_time: 0.018198(0.036678)
 65 th batch,total_time: 0.042441(0.260776),data_time: 0.024240(0.224378),train_time: 0.018201(0.036398)
 66 th batch,total_time: 0.054019(0.257691),data_time: 0.026364(0.221423),train_time: 0.027655(0.036268)
 67 th batch,total_time: 0.121327(0.255685),data_time: 0.094896(0.219562),train_time: 0.026431(0.036123)
 68 th batch,total_time: 0.042140(0.252590),data_time: 0.015716(0.216608),train_time: 0.026425(0.035983)
 69 th batch,total_time: 0.041278(0.249572),data_time: 0.014704(0.213723),train_time: 0.026574(0.035848)
 70 th batch,total_time: 0.042026(0.246648),data_time: 0.014867(0.210923),train_time: 0.027159(0.035726)
 71 th batch,total_time: 0.137557(0.245133),data_time: 0.110337(0.209526),train_time: 0.027220(0.035608)
 72 th batch,total_time: 0.052052(0.242488),data_time: 0.026407(0.207017),train_time: 0.025645(0.035471)
 73 th batch,total_time: 0.042852(0.239791),data_time: 0.017047(0.204450),train_time: 0.025805(0.035341)
 74 th batch,total_time: 0.040762(0.237137),data_time: 0.015679(0.201933),train_time: 0.025084(0.035204)
 75 th batch,total_time: 0.119055(0.235583),data_time: 0.092976(0.200499),train_time: 0.026079(0.035084)
 76 th batch,total_time: 0.050312(0.233177),data_time: 0.025022(0.198220),train_time: 0.025290(0.034957)
 77 th batch,total_time: 0.044110(0.230753),data_time: 0.018010(0.195910),train_time: 0.026099(0.034843)
 0 th batch,total_time: 12.951771(12.951771),data_time: 12.504170(12.504170),train_time: 0.447601(0.447601)
 1 th batch,total_time: 0.047995(6.499883),data_time: 0.007455(6.255812),train_time: 0.040540(0.244071)
 2 th batch,total_time: 0.034279(4.344681),data_time: 0.008826(4.173483),train_time: 0.025453(0.171198)
 3 th batch,total_time: 0.043218(3.269316),data_time: 0.017716(3.134541),train_time: 0.025503(0.134774)
 4 th batch,total_time: 0.043801(2.624213),data_time: 0.017845(2.511202),train_time: 0.025956(0.113010)
 5 th batch,total_time: 0.146127(2.211198),data_time: 0.117181(2.112199),train_time: 0.028946(0.099000)
 6 th batch,total_time: 0.054574(1.903109),data_time: 0.028814(1.814572),train_time: 0.025760(0.088537)
 7 th batch,total_time: 0.041989(1.670469),data_time: 0.017027(1.589879),train_time: 0.024962(0.080590)
 8 th batch,total_time: 0.042043(1.489533),data_time: 0.016534(1.415063),train_time: 0.025509(0.074470)
 9 th batch,total_time: 0.119808(1.352560),data_time: 0.090767(1.282633),train_time: 0.029041(0.069927)
 10 th batch,total_time: 0.051353(1.234269),data_time: 0.024161(1.168227),train_time: 0.027192(0.066042)
 11 th batch,total_time: 0.042253(1.134934),data_time: 0.016132(1.072219),train_time: 0.026122(0.062715)
 12 th batch,total_time: 0.060232(1.052265),data_time: 0.032730(0.992258),train_time: 0.027502(0.060007)
 13 th batch,total_time: 0.112944(0.985170),data_time: 0.084712(0.927433),train_time: 0.028233(0.057737)
 14 th batch,total_time: 0.055726(0.923208),data_time: 0.029593(0.867577),train_time: 0.026134(0.055630)
 15 th batch,total_time: 0.042376(0.868156),data_time: 0.016686(0.814397),train_time: 0.025690(0.053759)
 16 th batch,total_time: 0.056891(0.820434),data_time: 0.030528(0.768287),train_time: 0.026363(0.052147)
 17 th batch,total_time: 0.108314(0.780872),data_time: 0.081305(0.730121),train_time: 0.027009(0.050751)
 18 th batch,total_time: 0.055921(0.742717),data_time: 0.028833(0.693211),train_time: 0.027089(0.049505)
 19 th batch,total_time: 0.043879(0.707775),data_time: 0.016952(0.659398),train_time: 0.026927(0.048376)
 20 th batch,total_time: 0.053897(0.676638),data_time: 0.027014(0.629285),train_time: 0.026883(0.047353)
 21 th batch,total_time: 0.098687(0.650367),data_time: 0.072511(0.603977),train_time: 0.026175(0.046390)
 22 th batch,total_time: 0.063949(0.624871),data_time: 0.036411(0.579300),train_time: 0.027538(0.045571)
 23 th batch,total_time: 0.042257(0.600595),data_time: 0.016501(0.555850),train_time: 0.025755(0.044745)
 24 th batch,total_time: 0.044125(0.578336),data_time: 0.018703(0.534364),train_time: 0.025422(0.043972)
 25 th batch,total_time: 0.105932(0.560167),data_time: 0.078383(0.516826),train_time: 0.027548(0.043340)
 26 th batch,total_time: 0.090805(0.542783),data_time: 0.062925(0.500015),train_time: 0.027879(0.042768)
 27 th batch,total_time: 0.042770(0.524925),data_time: 0.016797(0.482757),train_time: 0.025973(0.042168)
 28 th batch,total_time: 0.045452(0.508392),data_time: 0.016876(0.466693),train_time: 0.028576(0.041699)
 29 th batch,total_time: 0.081161(0.494151),data_time: 0.039423(0.452450),train_time: 0.041738(0.041701)
 30 th batch,total_time: 0.094052(0.481244),data_time: 0.064393(0.439932),train_time: 0.029659(0.041312)
 31 th batch,total_time: 0.042381(0.467530),data_time: 0.014266(0.426630),train_time: 0.028115(0.040900)
 32 th batch,total_time: 0.041230(0.454612),data_time: 0.013823(0.414121),train_time: 0.027407(0.040491)
 33 th batch,total_time: 0.058405(0.442959),data_time: 0.013470(0.402337),train_time: 0.044935(0.040622)
 34 th batch,total_time: 0.123634(0.433835),data_time: 0.095887(0.393581),train_time: 0.027746(0.040254)
 35 th batch,total_time: 0.046698(0.423081),data_time: 0.016887(0.383118),train_time: 0.029811(0.039964)
 36 th batch,total_time: 0.046450(0.412902),data_time: 0.016123(0.373199),train_time: 0.030326(0.039703)
 37 th batch,total_time: 0.042813(0.403163),data_time: 0.013511(0.363733),train_time: 0.029302(0.039429)
 38 th batch,total_time: 0.115632(0.395790),data_time: 0.087696(0.356655),train_time: 0.027936(0.039135)
 39 th batch,total_time: 0.042915(0.386968),data_time: 0.016771(0.348158),train_time: 0.026144(0.038810)
 40 th batch,total_time: 0.044242(0.378609),data_time: 0.015915(0.340055),train_time: 0.028327(0.038554)
 41 th batch,total_time: 0.053117(0.370859),data_time: 0.026324(0.332585),train_time: 0.026793(0.038274)
 42 th batch,total_time: 0.110386(0.364802),data_time: 0.080553(0.326724),train_time: 0.029833(0.038078)
 43 th batch,total_time: 0.046000(0.357556),data_time: 0.018244(0.319713),train_time: 0.027756(0.037843)
 44 th batch,total_time: 0.044067(0.350590),data_time: 0.014259(0.312925),train_time: 0.029808(0.037665)
 45 th batch,total_time: 0.047587(0.344003),data_time: 0.020978(0.306578),train_time: 0.026609(0.037424)
 46 th batch,total_time: 0.118230(0.339199),data_time: 0.088288(0.301934),train_time: 0.029942(0.037265)
 47 th batch,total_time: 0.050563(0.333186),data_time: 0.018911(0.296038),train_time: 0.031652(0.037148)
 48 th batch,total_time: 0.046789(0.327341),data_time: 0.020621(0.290417),train_time: 0.026167(0.036924)
 49 th batch,total_time: 0.041523(0.321625),data_time: 0.016655(0.284942),train_time: 0.024868(0.036683)
 50 th batch,total_time: 0.113500(0.317544),data_time: 0.085622(0.281033),train_time: 0.027878(0.036510)
 51 th batch,total_time: 0.045619(0.312315),data_time: 0.018849(0.275991),train_time: 0.026770(0.036323)
 52 th batch,total_time: 0.042540(0.307224),data_time: 0.016825(0.271101),train_time: 0.025714(0.036123)
 53 th batch,total_time: 0.050339(0.302467),data_time: 0.017111(0.266398),train_time: 0.033229(0.036069)
 54 th batch,total_time: 0.115806(0.299073),data_time: 0.087637(0.263148),train_time: 0.028168(0.035926)
 55 th batch,total_time: 0.043550(0.294511),data_time: 0.017156(0.258755),train_time: 0.026394(0.035756)
 56 th batch,total_time: 0.093300(0.290981),data_time: 0.066391(0.255380),train_time: 0.026909(0.035600)
 57 th batch,total_time: 0.043314(0.286710),data_time: 0.017392(0.251277),train_time: 0.025922(0.035433)
 58 th batch,total_time: 0.211626(0.285438),data_time: 0.183386(0.250126),train_time: 0.028240(0.035312)
 59 th batch,total_time: 0.046846(0.281461),data_time: 0.016639(0.246235),train_time: 0.030207(0.035226)
 60 th batch,total_time: 0.046033(0.277602),data_time: 0.016295(0.242465),train_time: 0.029738(0.035136)
 61 th batch,total_time: 0.041306(0.273791),data_time: 0.015935(0.238812),train_time: 0.025371(0.034979)
 62 th batch,total_time: 0.128786(0.271489),data_time: 0.101164(0.236627),train_time: 0.027621(0.034862)
 63 th batch,total_time: 0.047035(0.267982),data_time: 0.019937(0.233241),train_time: 0.027098(0.034741)
