Use GPU: 1 for training
=> creating model 'resnet18'
worker_num : 16
@@ 非dummy数据集加载
Use GPU: 0 for training
=> creating model 'resnet18'
worker_num : 16
@@ 非dummy数据集加载
 0 th batch,total_time: 47.852381(47.852381),data_time: 47.219510(47.219510),train_time: 0.632872(0.632872)
 1 th batch,total_time: 0.084240(23.968311),data_time: 0.012932(23.616221),train_time: 0.071308(0.352090)
 2 th batch,total_time: 0.044859(15.993827),data_time: 0.010926(15.747789),train_time: 0.033933(0.246038)
 3 th batch,total_time: 0.073149(12.013657),data_time: 0.040077(11.820861),train_time: 0.033073(0.192796)
 4 th batch,total_time: 0.072849(9.625496),data_time: 0.038619(9.464413),train_time: 0.034230(0.161083)
 5 th batch,total_time: 0.073005(8.033414),data_time: 0.038880(7.893491),train_time: 0.034125(0.139923)
 6 th batch,total_time: 0.072058(6.896077),data_time: 0.038721(6.771381),train_time: 0.033337(0.124697)
 7 th batch,total_time: 0.072800(6.043168),data_time: 0.037968(5.929704),train_time: 0.034832(0.113464)
 8 th batch,total_time: 0.072073(5.379713),data_time: 0.037060(5.274966),train_time: 0.035014(0.104747)
 9 th batch,total_time: 0.074974(4.849239),data_time: 0.038415(4.751311),train_time: 0.036559(0.097928)
 10 th batch,total_time: 0.070721(4.414828),data_time: 0.036567(4.322698),train_time: 0.034153(0.092130)
 11 th batch,total_time: 0.072374(4.052957),data_time: 0.038087(3.965647),train_time: 0.034287(0.087310)
 12 th batch,total_time: 0.073547(3.746849),data_time: 0.038557(3.663563),train_time: 0.034990(0.083286)
 13 th batch,total_time: 0.071844(3.484348),data_time: 0.037174(3.404535),train_time: 0.034670(0.079813)
 14 th batch,total_time: 0.071899(3.256852),data_time: 0.037137(3.180042),train_time: 0.034762(0.076810)
 15 th batch,total_time: 0.071412(3.057762),data_time: 0.037421(2.983628),train_time: 0.033991(0.074133)
 16 th batch,total_time: 0.072053(2.882132),data_time: 0.037831(2.810346),train_time: 0.034222(0.071786)
 17 th batch,total_time: 0.071761(2.726000),data_time: 0.037836(2.656318),train_time: 0.033925(0.069682)
 18 th batch,total_time: 0.072495(2.586342),data_time: 0.038492(2.518537),train_time: 0.034003(0.067804)
 19 th batch,total_time: 0.073951(2.460722),data_time: 0.039086(2.394565),train_time: 0.034866(0.066157)
 20 th batch,total_time: 0.077418(2.347232),data_time: 0.036943(2.282297),train_time: 0.040476(0.064935)
 21 th batch,total_time: 0.070911(2.243763),data_time: 0.035791(2.180183),train_time: 0.035120(0.063579)
 22 th batch,total_time: 0.072991(2.149381),data_time: 0.037621(2.087028),train_time: 0.035370(0.062353)
 23 th batch,total_time: 0.070818(2.062774),data_time: 0.036261(2.001580),train_time: 0.034557(0.061195)
 24 th batch,total_time: 0.072492(1.983163),data_time: 0.037481(1.923016),train_time: 0.035011(0.060147)
 25 th batch,total_time: 0.071090(1.909622),data_time: 0.037094(1.850480),train_time: 0.033996(0.059142)
 26 th batch,total_time: 0.072543(1.841582),data_time: 0.038138(1.783356),train_time: 0.034405(0.058225)
 27 th batch,total_time: 0.072848(1.778413),data_time: 0.038074(1.721025),train_time: 0.034775(0.057388)
