Use GPU: 0 for training
=> creating model 'resnet18'
worker_num : 0
@@ 非dummy数据集加载
 0 th batch,total_time: 5.439960(5.439960),data_time: 4.697601(4.697601),train_time: 0.742359(0.742359)
 1 th batch,total_time: 4.810421(5.125191),data_time: 4.368145(4.532873),train_time: 0.442275(0.592317)
 2 th batch,total_time: 4.151375(4.800585),data_time: 4.008098(4.357948),train_time: 0.143276(0.442637)
 3 th batch,total_time: 4.366354(4.692027),data_time: 4.222871(4.324179),train_time: 0.143483(0.367849)
 4 th batch,total_time: 4.211645(4.595951),data_time: 4.067454(4.272834),train_time: 0.144191(0.323117)
 5 th batch,total_time: 4.389015(4.561462),data_time: 4.244676(4.268141),train_time: 0.144338(0.293321)
 6 th batch,total_time: 4.308969(4.525391),data_time: 4.173389(4.254605),train_time: 0.135581(0.270786)
 7 th batch,total_time: 4.231647(4.488673),data_time: 4.087682(4.233740),train_time: 0.143965(0.254934)
 8 th batch,total_time: 4.227401(4.459643),data_time: 4.082976(4.216988),train_time: 0.144424(0.242655)
 9 th batch,total_time: 4.052944(4.418973),data_time: 3.907647(4.186054),train_time: 0.145298(0.232919)
 10 th batch,total_time: 4.164253(4.395817),data_time: 4.019624(4.170924),train_time: 0.144630(0.224893)
 11 th batch,total_time: 4.214253(4.380686),data_time: 4.068402(4.162380),train_time: 0.145851(0.218306)
 12 th batch,total_time: 4.205405(4.367203),data_time: 4.053128(4.153976),train_time: 0.152277(0.213227)
 13 th batch,total_time: 4.186708(4.354311),data_time: 4.041371(4.145933),train_time: 0.145336(0.208378)
 14 th batch,total_time: 4.201007(4.344090),data_time: 4.056069(4.139942),train_time: 0.144938(0.204148)
 15 th batch,total_time: 4.269303(4.339416),data_time: 4.123152(4.138893),train_time: 0.146151(0.200523)
 16 th batch,total_time: 4.245294(4.333880),data_time: 4.100228(4.136618),train_time: 0.145067(0.197261)
 17 th batch,total_time: 4.271352(4.330406),data_time: 4.126659(4.136065),train_time: 0.144693(0.194341)
 18 th batch,total_time: 4.265551(4.326992),data_time: 4.120760(4.135260),train_time: 0.144791(0.191733)
 19 th batch,total_time: 4.195417(4.320414),data_time: 4.050660(4.131030),train_time: 0.144757(0.189384)
 20 th batch,total_time: 4.143967(4.312011),data_time: 3.998145(4.124702),train_time: 0.145821(0.187310)
 21 th batch,total_time: 4.124419(4.303485),data_time: 3.979712(4.118111),train_time: 0.144707(0.185373)
 22 th batch,total_time: 3.867638(4.284535),data_time: 3.723177(4.100940),train_time: 0.144461(0.183594)
 23 th batch,total_time: 4.066766(4.275461),data_time: 3.912916(4.093106),train_time: 0.153850(0.182355)
 24 th batch,total_time: 4.032363(4.265737),data_time: 3.888365(4.084916),train_time: 0.143998(0.180821)
 25 th batch,total_time: 3.991657(4.255196),data_time: 3.847186(4.075773),train_time: 0.144471(0.179423)
 26 th batch,total_time: 3.949616(4.243878),data_time: 3.805289(4.065755),train_time: 0.144327(0.178123)
 27 th batch,total_time: 4.217253(4.242927),data_time: 4.073316(4.066025),train_time: 0.143937(0.176902)
 28 th batch,total_time: 4.200027(4.241448),data_time: 4.064797(4.065983),train_time: 0.135230(0.175465)
 29 th batch,total_time: 4.142623(4.238153),data_time: 3.998226(4.063724),train_time: 0.144397(0.174429)
 30 th batch,total_time: 4.303845(4.240272),data_time: 4.158492(4.066781),train_time: 0.145353(0.173491)
 31 th batch,total_time: 4.158992(4.237732),data_time: 4.014547(4.065149),train_time: 0.144445(0.172584)
 32 th batch,total_time: 4.319344(4.240206),data_time: 4.175162(4.068482),train_time: 0.144182(0.171723)
 33 th batch,total_time: 4.300566(4.241981),data_time: 4.155118(4.071031),train_time: 0.145448(0.170950)
 34 th batch,total_time: 4.236666(4.241829),data_time: 4.091978(4.071629),train_time: 0.144689(0.170200)
 35 th batch,total_time: 4.232161(4.241560),data_time: 4.088065(4.072086),train_time: 0.144096(0.169475)
 36 th batch,total_time: 4.162346(4.239420),data_time: 4.018279(4.070631),train_time: 0.144067(0.168788)
 37 th batch,total_time: 4.209722(4.238638),data_time: 4.065169(4.070488),train_time: 0.144553(0.168150)
 38 th batch,total_time: 4.182499(4.237199),data_time: 4.035883(4.069600),train_time: 0.146616(0.167598)
 39 th batch,total_time: 4.222765(4.236838),data_time: 4.079021(4.069836),train_time: 0.143744(0.167002)
 40 th batch,total_time: 4.139584(4.234466),data_time: 3.995125(4.068014),train_time: 0.144459(0.166452)
 41 th batch,total_time: 4.072294(4.230604),data_time: 3.928515(4.064692),train_time: 0.143779(0.165912)
 42 th batch,total_time: 4.072350(4.226924),data_time: 3.927927(4.061512),train_time: 0.144423(0.165412)
 43 th batch,total_time: 4.006354(4.221911),data_time: 3.860839(4.056951),train_time: 0.145514(0.164960)
 44 th batch,total_time: 4.119766(4.219641),data_time: 3.974964(4.055129),train_time: 0.144803(0.164512)
