batch_size,worker_num,prefetch_factor,epoch,total_time,data_time,training_time,data_todevice_time
512,64,1,0,8.935497999191284,7.398725748062134,1.5367722511291504,0.11932849884033203
512,64,1,1,5.107869863510132,4.413494348526001,0.6943755149841309,0.11847138404846191
512,64,1,2,4.779141426086426,4.092152118682861,0.6869893074035645,0.11834239959716797
512,64,1,3,5.240896940231323,4.555952548980713,0.6849443912506104,0.11835503578186035
512,64,1,4,5.072770595550537,4.387287378311157,0.6854832172393799,0.11839771270751953
512,64,1,5,4.714042901992798,4.0286195278167725,0.6854233741760254,0.11840629577636719
256,64,1,0,22.568288803100586,17.170466423034668,5.397822380065918,0.6070215702056885
256,128,1,0,33.424052715301514,26.772960424423218,6.651092290878296,0.6075515747070312
256,256,1,0,86.66018104553223,78.78245115280151,7.877729892730713,0.7336812019348145
512,64,1,0,38.57639217376709,29.312828302383423,9.263563871383667,1.2092511653900146
512,128,1,0,68.63369297981262,58.61899542808533,10.014697551727295,1.2117340564727783
512,256,1,0,171.9815320968628,162.01934504508972,9.962187051773071,1.3999648094177246
32,32,1,0,3.6011362075805664,2.2064828872680664,1.3946533203125,0.08856034278869629
64,32,1,0,5.170144081115723,3.344911575317383,1.8252325057983398,0.17547273635864258
128,32,1,0,8.385874271392822,5.7055768966674805,2.680297374725342,0.30528831481933594
64,64,1,0,8.266788005828857,6.360788583755493,1.9059994220733643,0.15480256080627441
128,64,1,0,14.694603443145752,11.909273147583008,2.785330295562744,0.30506062507629395
128,128,1,0,23.52647376060486,20.801615238189697,2.724858522415161,0.3048665523529053
128,32,1,0,10.889630317687988,5.806171894073486,5.083458423614502,0.6035192012786865
128,4,1,0,21.398571968078613,16.46086549758911,4.937706470489502,0.6081709861755371
128,32,1,0,11.13524079322815,6.159479856491089,4.9757609367370605,0.6038379669189453
128,32,1,0,29.13281488418579,27.27330255508423,1.8595123291015625,0.11985468864440918
128,16,1,0,24.893057346343994,23.289525747299194,1.6035315990447998,0.12027215957641602
//后面的结果用于调试，0808
128,32,1,0,5.040337800979614,3.0843217372894287,1.9560160636901855,0.1200096607208252
128,32,1,1,2.2493886947631836,1.3753869533538818,0.8740017414093018,0.11937475204467773
128,32,1,2,1.9752197265625,1.1021690368652344,0.8730506896972656,0.11919450759887695
128,32,1,3,1.7880330085754395,0.9095163345336914,0.878516674041748,0.11942434310913086
128,32,1,0,4.315233945846558,2.943108081817627,1.3721258640289307,0.11991238594055176
128,32,1,1,2.238907814025879,1.360382080078125,0.8785257339477539,0.11930394172668457
128,32,1,2,2.226379632949829,1.353943109512329,0.8724365234375,0.1190650463104248
128,32,1,3,2.145456075668335,1.2741801738739014,0.8712759017944336,0.1190178394317627
128,16,1,0,3.8264706134796143,2.4605109691619873,1.365959644317627,0.12015056610107422
128,16,1,1,2.2072064876556396,1.3271615505218506,0.8800449371337891,0.1191701889038086
128,16,1,2,1.9166955947875977,1.0353353023529053,0.8813602924346924,0.11926770210266113
128,16,1,3,2.053489923477173,1.172351360321045,0.8811385631561279,0.11925673484802246
128,8,1,0,3.1548235416412354,1.790581226348877,1.3642423152923584,0.12053489685058594
128,8,1,1,1.9781174659729004,1.0773680210113525,0.9007494449615479,0.11966156959533691
128,8,1,2,1.981492519378662,1.090491771697998,0.8910007476806641,0.1196286678314209
128,8,1,3,2.0030064582824707,1.1101725101470947,0.892833948135376,0.11977982521057129
512,8,1,0,7.079804182052612,5.526569128036499,1.5532350540161133,0.1192934513092041
512,8,1,1,4.914747714996338,4.218243837356567,0.6965038776397705,0.118499755859375
512,8,1,2,4.289099454879761,3.601254940032959,0.6878445148468018,0.11838555335998535
512,8,1,3,4.351171970367432,3.6641969680786133,0.6869750022888184,0.11829042434692383
512,8,1,0,6.684325933456421,4.4799017906188965,2.2044241428375244,0.11921882629394531
512,8,1,1,4.67888069152832,3.9834084510803223,0.695472240447998,0.11860442161560059
512,8,1,2,4.344183921813965,3.6541101932525635,0.6900737285614014,0.11847352981567383
512,8,1,3,4.3859522342681885,3.694265604019165,0.6916866302490234,0.11851692199707031
512,8,1,0,6.841975212097168,4.561822891235352,2.2801523208618164,0.11931514739990234
512,8,1,1,4.544254541397095,3.8538763523101807,0.6903781890869141,0.11848640441894531
512,8,1,2,4.577337026596069,3.888399362564087,0.6889376640319824,0.11850762367248535
512,8,1,3,5.028875350952148,4.337636470794678,0.6912388801574707,0.11850953102111816
