batch_size,worker_num,batch_idx,batch_time,avg_batch,data_time,avg_data,train_time,avg_train
64,8,1,24.894176959991455,24.894176959991455,24.34737253189087,24.34737253189087,0.5468044281005859,0.5468044281005859
64,8,2,0.07313060760498047,12.483653783798218,0.0031881332397460938,12.175280332565308,0.06994247436523438,0.30837345123291016
64,8,3,0.036307334899902344,8.334538300832113,0.003183603286743164,8.11791475613912,0.03312373161315918,0.21662354469299316
64,8,4,0.07237124443054199,6.26899653673172,0.03851008415222168,6.098063588142395,0.03386116027832031,0.17093294858932495
64,8,5,0.06965923309326172,5.029129076004028,0.03593707084655762,4.885638284683227,0.0337221622467041,0.14349079132080078
64,8,6,0.06828546524047852,4.202321807543437,0.034612178802490234,4.077133933703105,0.03367328643798828,0.12518787384033203
64,8,7,0.07035660743713379,3.6120410646711076,0.0346989631652832,3.499643223626273,0.035657644271850586,0.11239784104483468
64,8,8,0.07132983207702637,3.1694521605968475,0.03310656547546387,3.066326141357422,0.0382232666015625,0.10312601923942566
64,8,9,0.057695627212524414,2.823701434665256,0.03086256980895996,2.7290524111853705,0.026833057403564453,0.09464902347988552
64,8,10,0.08233404159545898,2.5495646953582765,0.0411067008972168,2.4602578401565554,0.04122734069824219,0.08930685520172119
64,8,11,0.07049345970153809,2.3241945830258457,0.0294492244720459,2.239275238730691,0.04104423522949219,0.08491934429515492
64,8,12,0.07254624366760254,2.1365572214126587,0.03041529655456543,2.0552035768826804,0.04213094711303711,0.08135364452997844
64,8,13,0.06996870040893555,1.9775888736431415,0.0263214111328125,1.8991357179788442,0.04364728927612305,0.07845315566429725
64,8,14,0.06246042251586914,1.8407939842769079,0.02574896812438965,1.7653223787035262,0.03671145439147949,0.0754716055733817
64,8,15,0.0700082778930664,1.7227416038513184,0.032274723052978516,1.649785868326823,0.03773355484008789,0.07295573552449544
64,8,16,0.06719636917114258,1.6192700266838074,0.030666351318359375,1.548590898513794,0.0365300178527832,0.07067912817001343
64,8,17,0.06517457962036133,1.527852647444781,0.03139996528625488,1.459344373029821,0.033774614334106445,0.06850827441496007
