batch_size,batchnum,worker_num,AVG_data,MIN_data,MAX_data,Median_data,p99_data,AVG_train,MIN_train,MAX_train,Median_train,p99_train
32,3000,32,0.04434876575425481,0.0016438961029052734,93.36819171905518,0.013357877731323242,0.02200007438659668,0.026686457068631746,0.01562356948852539,1.3485219478607178,0.025958776473999023,0.03153085708618164
32,3000,40,0.05335938616698283,0.001676797866821289,117.03604054450989,0.014218568801879883,0.02231621742248535,0.025472243759323065,0.016046762466430664,1.2104549407958984,0.024991750717163086,0.0284574031829834
64,3000,16,0.049907879287582446,0.003156423568725586,47.86050081253052,0.03409576416015625,0.04104757308959961,0.0343478395715629,0.024754047393798828,0.8223299980163574,0.0337834358215332,0.03847813606262207
64,3000,32,0.06557933166399672,0.003183126449584961,95.34004330635071,0.03368186950683594,0.04271340370178223,0.03459448045351155,0.024668216705322266,1.296576738357544,0.034209251403808594,0.03908205032348633
64,3000,40,0.07319204460100824,0.0031719207763671875,118.19491720199585,0.03290843963623047,0.04395127296447754,0.03490791714854814,0.023981094360351562,1.479679822921753,0.03504681587219238,0.04104018211364746
128,3000,16,0.0891095932544529,0.0061969757080078125,48.25099563598633,0.07292675971984863,0.08283305168151855,0.05136065163718824,0.03990530967712402,2.3773865699768066,0.050576210021972656,0.056281089782714844
128,3000,32,0.10480121190211884,0.006917476654052734,95.13665199279785,0.07277107238769531,0.08304095268249512,0.05135685703985614,0.039972543716430664,2.6688406467437744,0.05064058303833008,0.05679488182067871
128,3000,40,0.11223527400821735,0.006136655807495117,119.38566899299622,0.07255911827087402,0.08136892318725586,0.052019557488914014,0.04060673713684082,2.6660053730010986,0.05083322525024414,0.05698895454406738
256,3000,16,0.16951829447264832,0.01209402084350586,52.276344537734985,0.15185117721557617,0.1615605354309082,0.08176522205687094,0.07123684883117676,1.4734630584716797,0.08142852783203125,0.08629631996154785
256,3000,32,0.18396027737242188,0.014025688171386719,97.93229627609253,0.15136051177978516,0.16114258766174316,0.08400558074765585,0.0713498592376709,6.0021021366119385,0.08166766166687012,0.08726286888122559
256,3000,40,0.19384756822341365,0.012106657028198242,123.5102071762085,0.15127253532409668,0.16148900985717773,0.08260414370772283,0.07174015045166016,1.6431398391723633,0.08215665817260742,0.08637785911560059
512,3000,16,0.3345423886339537,0.023838043212890625,54.258615255355835,0.3130521774291992,0.3243018293380737,0.1457965281560457,0.13368511199951172,2.4447150230407715,0.14457905292510986,0.15043810606002808
