Use GPU: 0 for training
=> creating model 'resnet18'
worker_num : 0
@@ 非dummy数据集加载
 0 th batch,total_time: 10.629227(10.629227),data_time: 0.835251(0.835251),train_time: 9.793976(9.793976)
 1 th batch,total_time: 0.628913(5.629070),data_time: 0.526996(0.681123),train_time: 0.101917(4.947947)
 2 th batch,total_time: 0.579769(3.945970),data_time: 0.554450(0.638899),train_time: 0.025319(3.307071)
 3 th batch,total_time: 0.598905(3.109203),data_time: 0.571325(0.622005),train_time: 0.027580(2.487198)
 4 th batch,total_time: 0.862066(2.659776),data_time: 0.836422(0.664889),train_time: 0.025644(1.994887)
 5 th batch,total_time: 0.621678(2.320093),data_time: 0.591582(0.652671),train_time: 0.030096(1.667422)
 6 th batch,total_time: 0.590533(2.073013),data_time: 0.563740(0.639967),train_time: 0.026793(1.433047)
 7 th batch,total_time: 0.565836(1.884616),data_time: 0.537730(0.627187),train_time: 0.028107(1.257429)
 8 th batch,total_time: 0.559095(1.737336),data_time: 0.531212(0.616523),train_time: 0.027883(1.120813)
 9 th batch,total_time: 0.548793(1.618482),data_time: 0.520846(0.606955),train_time: 0.027947(1.011526)
 10 th batch,total_time: 0.555932(1.521886),data_time: 0.528351(0.599809),train_time: 0.027581(0.922077)
 11 th batch,total_time: 0.531467(1.439351),data_time: 0.502838(0.591729),train_time: 0.028629(0.847623)
 12 th batch,total_time: 0.523139(1.368873),data_time: 0.495197(0.584303),train_time: 0.027942(0.784570)
 13 th batch,total_time: 0.497719(1.306648),data_time: 0.465974(0.575851),train_time: 0.031744(0.730797)
 14 th batch,total_time: 0.553216(1.256419),data_time: 0.517486(0.571960),train_time: 0.035731(0.684459)
 15 th batch,total_time: 0.561690(1.212999),data_time: 0.528935(0.569271),train_time: 0.032755(0.643728)
 16 th batch,total_time: 0.543041(1.173590),data_time: 0.513424(0.565986),train_time: 0.029617(0.607604)
 17 th batch,total_time: 0.561831(1.139603),data_time: 0.532207(0.564109),train_time: 0.029623(0.575494)
 18 th batch,total_time: 0.549703(1.108556),data_time: 0.520322(0.561805),train_time: 0.029381(0.546751)
 19 th batch,total_time: 0.552469(1.080751),data_time: 0.523768(0.559903),train_time: 0.028701(0.520848)
 20 th batch,total_time: 0.548980(1.055429),data_time: 0.519502(0.557979),train_time: 0.029478(0.497450)
 21 th batch,total_time: 0.550521(1.032478),data_time: 0.524762(0.556469),train_time: 0.025759(0.476009)
 22 th batch,total_time: 0.561662(1.012008),data_time: 0.534554(0.555516),train_time: 0.027107(0.456492)
 23 th batch,total_time: 0.536446(0.992193),data_time: 0.506580(0.553477),train_time: 0.029866(0.438716)
 24 th batch,total_time: 0.539142(0.974071),data_time: 0.506294(0.551590),train_time: 0.032848(0.422481)
 25 th batch,total_time: 0.552790(0.957868),data_time: 0.520493(0.550394),train_time: 0.032298(0.407474)
 26 th batch,total_time: 0.560256(0.943142),data_time: 0.529429(0.549617),train_time: 0.030826(0.393524)
 27 th batch,total_time: 0.580401(0.930187),data_time: 0.546555(0.549508),train_time: 0.033847(0.380678)
 28 th batch,total_time: 0.563555(0.917544),data_time: 0.533728(0.548964),train_time: 0.029827(0.368580)
 29 th batch,total_time: 0.574865(0.906121),data_time: 0.547604(0.548919),train_time: 0.027261(0.357203)
 30 th batch,total_time: 0.550873(0.894662),data_time: 0.521329(0.548029),train_time: 0.029544(0.346633)
 31 th batch,total_time: 0.580821(0.884854),data_time: 0.552392(0.548165),train_time: 0.028428(0.336689)
 32 th batch,total_time: 0.591802(0.875974),data_time: 0.562589(0.548602),train_time: 0.029213(0.327372)
 33 th batch,total_time: 0.580928(0.867296),data_time: 0.553185(0.548737),train_time: 0.027743(0.318559)
 34 th batch,total_time: 0.584372(0.859212),data_time: 0.551688(0.548821),train_time: 0.032684(0.310391)
 35 th batch,total_time: 0.626002(0.852734),data_time: 0.592463(0.550033),train_time: 0.033539(0.302701)
 36 th batch,total_time: 0.589799(0.845628),data_time: 0.561341(0.550339),train_time: 0.028458(0.295289)
 37 th batch,total_time: 0.558853(0.838081),data_time: 0.528912(0.549775),train_time: 0.029941(0.288306)
 38 th batch,total_time: 0.585971(0.831617),data_time: 0.553509(0.549871),train_time: 0.032462(0.281746)
 39 th batch,total_time: 0.564415(0.824937),data_time: 0.530847(0.549395),train_time: 0.033567(0.275542)
 40 th batch,total_time: 0.578438(0.818925),data_time: 0.543922(0.549262),train_time: 0.034516(0.269663)
 41 th batch,total_time: 0.576600(0.813155),data_time: 0.547952(0.549231),train_time: 0.028648(0.263924)
 42 th batch,total_time: 0.634587(0.809002),data_time: 0.602247(0.550464),train_time: 0.032340(0.258539)
 43 th batch,total_time: 0.606058(0.804390),data_time: 0.578162(0.551093),train_time: 0.027895(0.253297)
 44 th batch,total_time: 0.616797(0.800221),data_time: 0.583538(0.551814),train_time: 0.033259(0.248407)
 45 th batch,total_time: 0.592230(0.795700),data_time: 0.561656(0.552028),train_time: 0.030574(0.243672)
 46 th batch,total_time: 0.581602(0.791144),data_time: 0.550141(0.551988),train_time: 0.031461(0.239156)
 47 th batch,total_time: 0.608969(0.787349),data_time: 0.582536(0.552624),train_time: 0.026434(0.234725)
 48 th batch,total_time: 0.591648(0.783355),data_time: 0.562055(0.552817),train_time: 0.029592(0.230538)
 49 th batch,total_time: 0.559621(0.778881),data_time: 0.533136(0.552423),train_time: 0.026485(0.226457)
 50 th batch,total_time: 0.615860(0.775684),data_time: 0.583136(0.553025),train_time: 0.032724(0.222659)
 51 th batch,total_time: 0.574131(0.771808),data_time: 0.542768(0.552828),train_time: 0.031364(0.218980)
 52 th batch,total_time: 0.620448(0.768952),data_time: 0.592765(0.553582),train_time: 0.027683(0.215371)
 53 th batch,total_time: 0.570598(0.765279),data_time: 0.544638(0.553416),train_time: 0.025960(0.211863)
 54 th batch,total_time: 0.602575(0.762321),data_time: 0.571169(0.553739),train_time: 0.031406(0.208582)
 55 th batch,total_time: 0.600600(0.759433),data_time: 0.574454(0.554109),train_time: 0.026145(0.205324)
 56 th batch,total_time: 0.572248(0.756149),data_time: 0.541897(0.553894),train_time: 0.030351(0.202254)
 57 th batch,total_time: 0.567331(0.752893),data_time: 0.533548(0.553544),train_time: 0.033783(0.199350)
 58 th batch,total_time: 0.574458(0.749869),data_time: 0.548940(0.553466),train_time: 0.025518(0.196403)
 59 th batch,total_time: 0.555105(0.746623),data_time: 0.526057(0.553009),train_time: 0.029048(0.193614)
 60 th batch,total_time: 0.578464(0.743866),data_time: 0.552064(0.552993),train_time: 0.026400(0.190873)
 61 th batch,total_time: 0.583503(0.741280),data_time: 0.556028(0.553042),train_time: 0.027474(0.188237)
 62 th batch,total_time: 0.590617(0.738888),data_time: 0.562604(0.553194),train_time: 0.028013(0.185694)
 63 th batch,total_time: 0.590201(0.736565),data_time: 0.561246(0.553320),train_time: 0.028955(0.183245)
 64 th batch,total_time: 0.593620(0.734366),data_time: 0.566973(0.553530),train_time: 0.026647(0.180836)
 65 th batch,total_time: 0.589349(0.732169),data_time: 0.559284(0.553617),train_time: 0.030065(0.178552)
 66 th batch,total_time: 0.582224(0.729931),data_time: 0.550519(0.553571),train_time: 0.031705(0.176360)
 67 th batch,total_time: 0.569187(0.727567),data_time: 0.535926(0.553311),train_time: 0.033261(0.174255)
 68 th batch,total_time: 0.568397(0.725260),data_time: 0.536228(0.553064),train_time: 0.032168(0.172196)
 69 th batch,total_time: 0.572301(0.723075),data_time: 0.548682(0.553001),train_time: 0.023619(0.170074)
 70 th batch,total_time: 0.560247(0.720782),data_time: 0.536363(0.552767),train_time: 0.023884(0.168015)
 71 th batch,total_time: 0.598973(0.719090),data_time: 0.574907(0.553074),train_time: 0.024066(0.166015)
 72 th batch,total_time: 0.573799(0.717099),data_time: 0.549529(0.553026),train_time: 0.024270(0.164074)
 73 th batch,total_time: 0.565044(0.715045),data_time: 0.541235(0.552866),train_time: 0.023809(0.162178)
 74 th batch,total_time: 0.581739(0.713267),data_time: 0.557994(0.552935),train_time: 0.023745(0.160332)
 75 th batch,total_time: 0.578747(0.711497),data_time: 0.554863(0.552960),train_time: 0.023884(0.158537)
 76 th batch,total_time: 0.562970(0.709568),data_time: 0.537362(0.552758),train_time: 0.025608(0.156811)
 77 th batch,total_time: 0.575797(0.707853),data_time: 0.552032(0.552748),train_time: 0.023765(0.155105)
 78 th batch,total_time: 0.566724(0.706067),data_time: 0.542737(0.552622),train_time: 0.023987(0.153445)
 79 th batch,total_time: 0.585004(0.704554),data_time: 0.551042(0.552602),train_time: 0.033961(0.151952)
 80 th batch,total_time: 0.569301(0.702884),data_time: 0.537707(0.552418),train_time: 0.031594(0.150466)
 81 th batch,total_time: 0.560096(0.701142),data_time: 0.536122(0.552219),train_time: 0.023974(0.148923)
 82 th batch,total_time: 0.585628(0.699751),data_time: 0.553188(0.552231),train_time: 0.032439(0.147520)
