Use GPU: 0 for training
=> creating model 'resnet18'
worker_num : 1
@@ 非dummy数据集加载
Use GPU: 2 for training
=> creating model 'resnet18'
worker_num : 1
@@ 非dummy数据集加载
Use GPU: 1 for training
=> creating model 'resnet18'
worker_num : 1
@@ 非dummy数据集加载
 0 th batch,total_time: 4.344654(4.344654),data_time: 3.771126(3.771126),train_time: 0.573528(0.573528)
 1 th batch,total_time: 0.158097(2.251375),data_time: 0.012792(1.891959),train_time: 0.145305(0.359416)
 2 th batch,total_time: 0.447361(1.650037),data_time: 0.416054(1.399990),train_time: 0.031307(0.250047)
 3 th batch,total_time: 0.537180(1.371823),data_time: 0.505400(1.176343),train_time: 0.031780(0.195480)
 4 th batch,total_time: 0.527569(1.202972),data_time: 0.495737(1.040222),train_time: 0.031832(0.162751)
 5 th batch,total_time: 0.539259(1.092353),data_time: 0.508079(0.951531),train_time: 0.031180(0.140822)
 6 th batch,total_time: 0.607666(1.023112),data_time: 0.576082(0.897896),train_time: 0.031585(0.125217)
 7 th batch,total_time: 0.530913(0.961587),data_time: 0.503339(0.848576),train_time: 0.027574(0.113011)
 8 th batch,total_time: 0.471729(0.907159),data_time: 0.435404(0.802668),train_time: 0.036325(0.104491)
 9 th batch,total_time: 0.465002(0.862943),data_time: 0.428896(0.765291),train_time: 0.036106(0.097652)
 10 th batch,total_time: 0.501737(0.830106),data_time: 0.465918(0.738075),train_time: 0.035819(0.092031)
 11 th batch,total_time: 0.550169(0.806778),data_time: 0.514649(0.719456),train_time: 0.035521(0.087322)
 12 th batch,total_time: 0.561712(0.787927),data_time: 0.525645(0.704548),train_time: 0.036066(0.083379)
 13 th batch,total_time: 0.540335(0.770242),data_time: 0.504387(0.690251),train_time: 0.035948(0.079991)
 14 th batch,total_time: 0.551556(0.755663),data_time: 0.514881(0.678559),train_time: 0.036675(0.077103)
 15 th batch,total_time: 0.581583(0.744783),data_time: 0.545892(0.670268),train_time: 0.035691(0.074515)
 16 th batch,total_time: 0.611713(0.736955),data_time: 0.575670(0.664703),train_time: 0.036044(0.072252)
 17 th batch,total_time: 0.575598(0.727991),data_time: 0.539172(0.657729),train_time: 0.036426(0.070262)
 18 th batch,total_time: 0.551607(0.718707),data_time: 0.515237(0.650229),train_time: 0.036371(0.068478)
 19 th batch,total_time: 0.475021(0.706523),data_time: 0.438914(0.639664),train_time: 0.036107(0.066859)
