Use GPU: 0 for training
=> creating model 'resnet18'
worker_num : 32
@@ 非dummy数据集加载
Use GPU: 1 for training
=> creating model 'resnet18'
worker_num : 32
@@ 非dummy数据集加载
Use GPU: 2 for training
=> creating model 'resnet18'
worker_num : 32
@@ 非dummy数据集加载
 0 th batch,total_time: 100.202549(100.202549),data_time: 95.457701(95.457701),train_time: 4.744847(4.744847)
 1 th batch,total_time: 0.358903(50.280726),data_time: 0.012187(47.734944),train_time: 0.346716(2.545782)
 2 th batch,total_time: 0.096536(33.552663),data_time: 0.012426(31.827438),train_time: 0.084110(1.725225)
 3 th batch,total_time: 1.877521(25.633877),data_time: 1.721056(24.300842),train_time: 0.156465(1.333035)
 4 th batch,total_time: 0.230068(20.553115),data_time: 0.149060(19.470486),train_time: 0.081008(1.082629)
 5 th batch,total_time: 0.232674(17.166375),data_time: 0.151821(16.250709),train_time: 0.080853(0.915667)
 6 th batch,total_time: 0.232757(14.747287),data_time: 0.151788(13.950863),train_time: 0.080969(0.796424)
 7 th batch,total_time: 0.232794(12.932975),data_time: 0.151563(12.225950),train_time: 0.081230(0.707025)
 8 th batch,total_time: 0.233613(11.521935),data_time: 0.151878(10.884387),train_time: 0.081735(0.637548)
 9 th batch,total_time: 0.232551(10.392997),data_time: 0.151144(9.811062),train_time: 0.081407(0.581934)
 10 th batch,total_time: 0.233901(9.469442),data_time: 0.151590(8.932929),train_time: 0.082311(0.536514)
 11 th batch,total_time: 0.234011(8.699823),data_time: 0.150710(8.201077),train_time: 0.083301(0.498746)
 12 th batch,total_time: 0.232615(8.048499),data_time: 0.149315(7.581711),train_time: 0.083300(0.466789)
 13 th batch,total_time: 0.233732(7.490302),data_time: 0.149497(7.050838),train_time: 0.084236(0.439464)
 14 th batch,total_time: 0.234432(7.006577),data_time: 0.149081(6.590721),train_time: 0.085351(0.415856)
 15 th batch,total_time: 0.235182(6.583365),data_time: 0.148977(6.188112),train_time: 0.086205(0.395253)
 16 th batch,total_time: 0.231482(6.209725),data_time: 0.147299(5.832770),train_time: 0.084183(0.376955)
 17 th batch,total_time: 0.233858(5.877732),data_time: 0.149694(5.517044),train_time: 0.084164(0.360688)
 18 th batch,total_time: 0.230495(5.580509),data_time: 0.148928(5.234511),train_time: 0.081568(0.345998)
 19 th batch,total_time: 0.235841(5.313276),data_time: 0.151801(4.980376),train_time: 0.084039(0.332900)
 20 th batch,total_time: 0.232823(5.071349),data_time: 0.148840(4.750303),train_time: 0.083983(0.321047)
 21 th batch,total_time: 0.233504(4.851447),data_time: 0.149633(4.541181),train_time: 0.083871(0.310266)
 22 th batch,total_time: 0.232176(4.650609),data_time: 0.149527(4.350240),train_time: 0.082649(0.300370)
 23 th batch,total_time: 0.223955(4.466166),data_time: 0.151320(4.175285),train_time: 0.072635(0.290881)
