Use GPU: 2 for training
=> creating model 'resnet18'
worker_num : 2
@@ 非dummy数据集加载
Use GPU: 0 for training
=> creating model 'resnet18'
worker_num : 2
@@ 非dummy数据集加载
Use GPU: 1 for training
=> creating model 'resnet18'
worker_num : 2
@@ 非dummy数据集加载
 0 th batch,total_time: 7.284138(7.284138),data_time: 6.850058(6.850058),train_time: 0.434080(0.434080)
 1 th batch,total_time: 0.071797(3.677967),data_time: 0.003213(3.426635),train_time: 0.068584(0.251332)
 2 th batch,total_time: 0.128345(2.494760),data_time: 0.091372(2.314881),train_time: 0.036973(0.179879)
 3 th batch,total_time: 0.446413(1.982673),data_time: 0.410679(1.838830),train_time: 0.035734(0.143843)
 4 th batch,total_time: 0.134031(1.612945),data_time: 0.096027(1.490270),train_time: 0.038003(0.122675)
 5 th batch,total_time: 0.437823(1.417091),data_time: 0.401064(1.308735),train_time: 0.036759(0.108356)
 6 th batch,total_time: 0.120158(1.231815),data_time: 0.083550(1.133709),train_time: 0.036608(0.098106)
 7 th batch,total_time: 0.458688(1.135174),data_time: 0.422445(1.044801),train_time: 0.036242(0.090373)
 8 th batch,total_time: 0.122008(1.022600),data_time: 0.085697(0.938234),train_time: 0.036310(0.084366)
 9 th batch,total_time: 0.421489(0.962489),data_time: 0.385265(0.882937),train_time: 0.036224(0.079552)
 10 th batch,total_time: 0.128761(0.886695),data_time: 0.092614(0.811089),train_time: 0.036146(0.075606)
 11 th batch,total_time: 0.433109(0.848897),data_time: 0.396827(0.776568),train_time: 0.036282(0.072329)
 12 th batch,total_time: 0.154379(0.795472),data_time: 0.118255(0.725928),train_time: 0.036124(0.069544)
 13 th batch,total_time: 0.466260(0.771957),data_time: 0.429970(0.704788),train_time: 0.036290(0.067169)
 14 th batch,total_time: 0.151146(0.730570),data_time: 0.117826(0.665658),train_time: 0.033320(0.064912)
 15 th batch,total_time: 0.406767(0.710332),data_time: 0.369888(0.647172),train_time: 0.036880(0.063160)
 16 th batch,total_time: 0.152479(0.677517),data_time: 0.119314(0.616121),train_time: 0.033165(0.061396)
 17 th batch,total_time: 0.388340(0.661452),data_time: 0.349069(0.601285),train_time: 0.039270(0.060166)
 18 th batch,total_time: 0.157729(0.634940),data_time: 0.123751(0.576152),train_time: 0.033978(0.058788)
 19 th batch,total_time: 0.395621(0.622974),data_time: 0.359192(0.565304),train_time: 0.036428(0.057670)
 20 th batch,total_time: 0.165074(0.601169),data_time: 0.131788(0.544660),train_time: 0.033286(0.056509)
 21 th batch,total_time: 0.370020(0.590662),data_time: 0.329320(0.534872),train_time: 0.040700(0.055790)
 22 th batch,total_time: 0.178966(0.572763),data_time: 0.145832(0.517957),train_time: 0.033134(0.054805)
 23 th batch,total_time: 0.399401(0.565539),data_time: 0.362720(0.511489),train_time: 0.036681(0.054050)
