Use GPU: 0 for training
=> creating model 'resnet18'
worker_num : 1
@@ 非dummy数据集加载
Use GPU: 2 for training
=> creating model 'resnet18'
worker_num : 1
@@ 非dummy数据集加载
Use GPU: 1 for training
=> creating model 'resnet18'
worker_num : 1
@@ 非dummy数据集加载
 0 th batch,total_time: 14.597143(14.597143),data_time: 3.352323(3.352323),train_time: 11.244819(11.244819)
 1 th batch,total_time: 0.051050(7.324096),data_time: 0.002400(1.677362),train_time: 0.048650(5.646735)
 2 th batch,total_time: 0.257521(4.968571),data_time: 0.228312(1.194345),train_time: 0.029209(3.774226)
 3 th batch,total_time: 0.253956(3.789918),data_time: 0.223104(0.951535),train_time: 0.030852(2.838383)
 4 th batch,total_time: 0.265347(3.085004),data_time: 0.235449(0.808318),train_time: 0.029899(2.276686)
 5 th batch,total_time: 0.254569(2.613264),data_time: 0.225998(0.711264),train_time: 0.028571(1.902000)
 6 th batch,total_time: 0.195614(2.267886),data_time: 0.166189(0.633396),train_time: 0.029425(1.634489)
 7 th batch,total_time: 0.242321(2.014690),data_time: 0.213419(0.580899),train_time: 0.028901(1.433791)
 8 th batch,total_time: 0.249433(1.818550),data_time: 0.220544(0.540860),train_time: 0.028889(1.277691)
 9 th batch,total_time: 0.223306(1.659026),data_time: 0.194795(0.506253),train_time: 0.028511(1.152773)
 10 th batch,total_time: 0.247531(1.530708),data_time: 0.218921(0.480132),train_time: 0.028610(1.050576)
 11 th batch,total_time: 0.270679(1.425706),data_time: 0.241846(0.460275),train_time: 0.028834(0.965431)
 12 th batch,total_time: 0.243375(1.334757),data_time: 0.214927(0.441402),train_time: 0.028448(0.893355)
 13 th batch,total_time: 0.263608(1.258247),data_time: 0.234600(0.426630),train_time: 0.029007(0.831616)
 14 th batch,total_time: 0.306765(1.194814),data_time: 0.278346(0.416745),train_time: 0.028419(0.778070)
 15 th batch,total_time: 0.296124(1.138646),data_time: 0.270262(0.407590),train_time: 0.025862(0.731057)
 16 th batch,total_time: 0.266296(1.087332),data_time: 0.241555(0.397823),train_time: 0.024741(0.689509)
 17 th batch,total_time: 0.254356(1.041055),data_time: 0.229689(0.388482),train_time: 0.024668(0.652573)
