Use GPU: 0 for training
=> creating model 'resnet18'
worker_num : 2
@@ 非dummy数据集加载
Use GPU: 1 for training
=> creating model 'resnet18'
worker_num : 2
@@ 非dummy数据集加载
Use GPU: 2 for training
=> creating model 'resnet18'
worker_num : 2
@@ 非dummy数据集加载
 0 th batch,total_time: 21.682583(21.682583),data_time: 5.902551(5.902551),train_time: 15.780032(15.780032)
 1 th batch,total_time: 0.044249(10.863416),data_time: 0.001170(2.951861),train_time: 0.043078(7.911555)
 2 th batch,total_time: 0.012717(7.246516),data_time: 0.001000(1.968240),train_time: 0.011718(5.278276)
 3 th batch,total_time: 0.159734(5.474821),data_time: 0.135463(1.510046),train_time: 0.024271(3.964775)
 4 th batch,total_time: 0.044253(4.388707),data_time: 0.010527(1.210142),train_time: 0.033726(3.178565)
 5 th batch,total_time: 0.101018(3.674092),data_time: 0.073224(1.020656),train_time: 0.027794(2.653436)
 6 th batch,total_time: 0.042234(3.155255),data_time: 0.008525(0.876066),train_time: 0.033709(2.279190)
 7 th batch,total_time: 0.091767(2.772319),data_time: 0.064499(0.774620),train_time: 0.027268(1.997699)
 8 th batch,total_time: 0.041701(2.468917),data_time: 0.012020(0.689887),train_time: 0.029682(1.779031)
 9 th batch,total_time: 0.102360(2.232262),data_time: 0.071246(0.628022),train_time: 0.031114(1.604239)
 10 th batch,total_time: 0.048583(2.033745),data_time: 0.019593(0.572711),train_time: 0.028990(1.461035)
 11 th batch,total_time: 0.093064(1.872022),data_time: 0.066985(0.530567),train_time: 0.026079(1.341455)
 12 th batch,total_time: 0.060285(1.732658),data_time: 0.038276(0.492698),train_time: 0.022009(1.239959)
 13 th batch,total_time: 0.072013(1.614040),data_time: 0.049493(0.461041),train_time: 0.022520(1.152999)
 14 th batch,total_time: 0.077948(1.511634),data_time: 0.055051(0.433975),train_time: 0.022897(1.077659)
 15 th batch,total_time: 0.058375(1.420805),data_time: 0.034910(0.409033),train_time: 0.023465(1.011772)
 16 th batch,total_time: 0.080984(1.341992),data_time: 0.059756(0.388488),train_time: 0.021228(0.953505)
 17 th batch,total_time: 0.055958(1.270546),data_time: 0.025269(0.368309),train_time: 0.030689(0.902237)
 18 th batch,total_time: 0.074543(1.207598),data_time: 0.052891(0.351708),train_time: 0.021652(0.855891)
 19 th batch,total_time: 0.072459(1.150841),data_time: 0.041414(0.336193),train_time: 0.031045(0.814648)
 20 th batch,total_time: 0.054180(1.098619),data_time: 0.032464(0.321730),train_time: 0.021716(0.776890)
 21 th batch,total_time: 0.085403(1.052564),data_time: 0.051427(0.309443),train_time: 0.033976(0.743121)
 22 th batch,total_time: 0.045024(1.008758),data_time: 0.022767(0.296979),train_time: 0.022258(0.711779)
 23 th batch,total_time: 0.095224(0.970694),data_time: 0.059530(0.287085),train_time: 0.035694(0.683609)
 24 th batch,total_time: 0.049059(0.933829),data_time: 0.023767(0.276553),train_time: 0.025292(0.657276)
 25 th batch,total_time: 0.083588(0.901127),data_time: 0.050393(0.267854),train_time: 0.033195(0.633273)
 26 th batch,total_time: 0.054184(0.869759),data_time: 0.029481(0.259026),train_time: 0.024703(0.610733)
 27 th batch,total_time: 0.075263(0.841384),data_time: 0.042712(0.251300),train_time: 0.032551(0.590084)
 28 th batch,total_time: 0.049873(0.814091),data_time: 0.027101(0.243569),train_time: 0.022772(0.570521)
 29 th batch,total_time: 0.083471(0.789737),data_time: 0.051147(0.237155),train_time: 0.032324(0.552581)
 30 th batch,total_time: 0.058114(0.766136),data_time: 0.034790(0.230627),train_time: 0.023324(0.535509)
 31 th batch,total_time: 0.068875(0.744346),data_time: 0.038164(0.224613),train_time: 0.030711(0.519734)
 32 th batch,total_time: 0.069248(0.723889),data_time: 0.046935(0.219229),train_time: 0.022314(0.504660)
 33 th batch,total_time: 0.053658(0.704176),data_time: 0.026888(0.213571),train_time: 0.026770(0.490605)
 34 th batch,total_time: 0.069229(0.686035),data_time: 0.047604(0.208830),train_time: 0.021626(0.477205)
 35 th batch,total_time: 0.069361(0.668905),data_time: 0.038962(0.204111),train_time: 0.030399(0.464794)
 36 th batch,total_time: 0.069026(0.652692),data_time: 0.047254(0.199872),train_time: 0.021771(0.452821)
 37 th batch,total_time: 0.053719(0.636930),data_time: 0.030120(0.195404),train_time: 0.023599(0.441525)
 38 th batch,total_time: 0.070353(0.622402),data_time: 0.048275(0.191632),train_time: 0.022077(0.430770)
 39 th batch,total_time: 0.062458(0.608403),data_time: 0.039719(0.187834),train_time: 0.022740(0.420569)
 40 th batch,total_time: 0.079004(0.595491),data_time: 0.057279(0.184650),train_time: 0.021725(0.410841)
 41 th batch,total_time: 0.059814(0.582737),data_time: 0.038306(0.181165),train_time: 0.021508(0.401572)
 42 th batch,total_time: 0.074578(0.570919),data_time: 0.052323(0.178169),train_time: 0.022254(0.392750)
 43 th batch,total_time: 0.054412(0.559181),data_time: 0.033051(0.174871),train_time: 0.021361(0.384310)
 44 th batch,total_time: 0.077739(0.548482),data_time: 0.055430(0.172217),train_time: 0.022308(0.376265)
 45 th batch,total_time: 0.047402(0.537589),data_time: 0.025809(0.169034),train_time: 0.021594(0.368555)
 46 th batch,total_time: 0.080006(0.527853),data_time: 0.057911(0.166670),train_time: 0.022095(0.361183)
 47 th batch,total_time: 0.056128(0.518025),data_time: 0.033492(0.163895),train_time: 0.022636(0.354130)
 48 th batch,total_time: 0.068674(0.508855),data_time: 0.046976(0.161509),train_time: 0.021698(0.347346)
 49 th batch,total_time: 0.066961(0.500017),data_time: 0.045273(0.159184),train_time: 0.021688(0.340833)
 50 th batch,total_time: 0.076290(0.491709),data_time: 0.053850(0.157119),train_time: 0.022439(0.334590)
 51 th batch,total_time: 0.052203(0.483257),data_time: 0.029888(0.154672),train_time: 0.022315(0.328585)
 52 th batch,total_time: 0.065353(0.475372),data_time: 0.043642(0.152577),train_time: 0.021711(0.322795)
 53 th batch,total_time: 0.064710(0.467767),data_time: 0.042455(0.150538),train_time: 0.022255(0.317229)
 54 th batch,total_time: 0.068141(0.460501),data_time: 0.046359(0.148644),train_time: 0.021782(0.311857)
 55 th batch,total_time: 0.062864(0.453400),data_time: 0.040892(0.146720),train_time: 0.021972(0.306681)
 56 th batch,total_time: 0.094960(0.447112),data_time: 0.060948(0.145215),train_time: 0.034012(0.301897)
 57 th batch,total_time: 0.134899(0.441729),data_time: 0.106848(0.144553),train_time: 0.028051(0.297176)
 58 th batch,total_time: 0.093751(0.435831),data_time: 0.065019(0.143205),train_time: 0.028732(0.292626)
 59 th batch,total_time: 0.030334(0.429073),data_time: 0.003252(0.140873),train_time: 0.027083(0.288200)
 60 th batch,total_time: 0.101758(0.423707),data_time: 0.072505(0.139752),train_time: 0.029253(0.283955)
 61 th batch,total_time: 0.032849(0.417403),data_time: 0.003463(0.137554),train_time: 0.029386(0.279849)
 62 th batch,total_time: 0.092662(0.412248),data_time: 0.062061(0.136355),train_time: 0.030601(0.275893)
 63 th batch,total_time: 0.035770(0.406366),data_time: 0.002130(0.134258),train_time: 0.033639(0.272107)
 64 th batch,total_time: 0.099512(0.401645),data_time: 0.070156(0.133272),train_time: 0.029356(0.268373)
 65 th batch,total_time: 0.050728(0.396328),data_time: 0.020668(0.131566),train_time: 0.030060(0.264762)
 66 th batch,total_time: 0.086099(0.391698),data_time: 0.056319(0.130443),train_time: 0.029780(0.261255)
 67 th batch,total_time: 0.046094(0.386615),data_time: 0.017283(0.128779),train_time: 0.028810(0.257836)
 68 th batch,total_time: 0.078428(0.382149),data_time: 0.049433(0.127629),train_time: 0.028995(0.254520)
 69 th batch,total_time: 0.061720(0.377571),data_time: 0.033064(0.126278),train_time: 0.028656(0.251293)
 70 th batch,total_time: 0.067528(0.373204),data_time: 0.038028(0.125035),train_time: 0.029501(0.248169)
 71 th batch,total_time: 0.072566(0.369029),data_time: 0.042991(0.123895),train_time: 0.029575(0.245133)
 72 th batch,total_time: 0.056341(0.364745),data_time: 0.027251(0.122571),train_time: 0.029090(0.242174)
 73 th batch,total_time: 0.078408(0.360876),data_time: 0.048962(0.121577),train_time: 0.029445(0.239299)
 74 th batch,total_time: 0.058543(0.356845),data_time: 0.030556(0.120363),train_time: 0.027986(0.236482)
 75 th batch,total_time: 0.081026(0.353216),data_time: 0.052088(0.119465),train_time: 0.028937(0.233751)
 76 th batch,total_time: 0.089372(0.349789),data_time: 0.061375(0.118710),train_time: 0.027997(0.231079)
 77 th batch,total_time: 0.049052(0.345934),data_time: 0.020552(0.117452),train_time: 0.028500(0.228482)
