Use GPU: 1 for training
=> creating model 'resnet18'
worker_num : 16
@@ 非dummy数据集加载
Use GPU: 2 for training
=> creating model 'resnet18'
worker_num : 16
@@ 非dummy数据集加载
Use GPU: 0 for training
=> creating model 'resnet18'
worker_num : 16
@@ 非dummy数据集加载
 0 th batch,total_time: 49.310913(49.310913),data_time: 48.523641(48.523641),train_time: 0.787272(0.787272)
 1 th batch,total_time: 0.040842(24.675877),data_time: 0.001030(24.262336),train_time: 0.039812(0.413542)
 2 th batch,total_time: 0.021592(16.457782),data_time: 0.001117(16.175263),train_time: 0.020475(0.282520)
 3 th batch,total_time: 0.026129(12.349869),data_time: 0.005610(12.132850),train_time: 0.020519(0.217019)
 4 th batch,total_time: 0.027361(9.885367),data_time: 0.005883(9.707456),train_time: 0.021479(0.177911)
 5 th batch,total_time: 0.028377(8.242536),data_time: 0.005260(8.090423),train_time: 0.023117(0.152112)
 6 th batch,total_time: 0.031887(7.069586),data_time: 0.007954(6.935785),train_time: 0.023934(0.133801)
 7 th batch,total_time: 0.036472(6.190447),data_time: 0.010362(6.070107),train_time: 0.026110(0.120340)
 8 th batch,total_time: 0.033317(5.506321),data_time: 0.004933(5.396199),train_time: 0.028384(0.110122)
 9 th batch,total_time: 0.032498(4.958939),data_time: 0.002559(4.856835),train_time: 0.029940(0.102104)
 10 th batch,total_time: 0.033567(4.511178),data_time: 0.003448(4.415618),train_time: 0.030120(0.095560)
 11 th batch,total_time: 0.033770(4.138061),data_time: 0.003194(4.047916),train_time: 0.030576(0.090145)
 12 th batch,total_time: 0.031616(3.822180),data_time: 0.002711(3.736746),train_time: 0.028906(0.085434)
 13 th batch,total_time: 0.031637(3.551427),data_time: 0.003282(3.470070),train_time: 0.028355(0.081357)
 14 th batch,total_time: 0.034738(3.316981),data_time: 0.003690(3.238978),train_time: 0.031048(0.078003)
 15 th batch,total_time: 0.032047(3.111673),data_time: 0.002964(3.036727),train_time: 0.029082(0.074946)
 16 th batch,total_time: 0.029901(2.930392),data_time: 0.004425(2.858357),train_time: 0.025475(0.072036)
 17 th batch,total_time: 0.031081(2.769319),data_time: 0.006644(2.699928),train_time: 0.024437(0.069391)
 18 th batch,total_time: 0.031809(2.625240),data_time: 0.008524(2.558275),train_time: 0.023285(0.066965)
 19 th batch,total_time: 0.033835(2.495669),data_time: 0.011088(2.430916),train_time: 0.022747(0.064754)
 20 th batch,total_time: 0.034663(2.378479),data_time: 0.009470(2.315609),train_time: 0.025193(0.062870)
 21 th batch,total_time: 0.031419(2.271794),data_time: 0.005469(2.210603),train_time: 0.025950(0.061192)
 22 th batch,total_time: 0.033757(2.174488),data_time: 0.006207(2.114759),train_time: 0.027551(0.059729)
 23 th batch,total_time: 0.033021(2.085260),data_time: 0.005334(2.026867),train_time: 0.027687(0.058394)
 24 th batch,total_time: 0.031227(2.003099),data_time: 0.004144(1.945958),train_time: 0.027083(0.057141)
 25 th batch,total_time: 0.032083(1.927291),data_time: 0.004257(1.871277),train_time: 0.027826(0.056014)
 26 th batch,total_time: 0.030828(1.857051),data_time: 0.003846(1.802113),train_time: 0.026982(0.054939)
 27 th batch,total_time: 0.032609(1.791893),data_time: 0.003589(1.737880),train_time: 0.029021(0.054013)
 28 th batch,total_time: 0.025877(1.730996),data_time: 0.002577(1.678042),train_time: 0.023300(0.052954)
 29 th batch,total_time: 0.036090(1.674499),data_time: 0.009137(1.622412),train_time: 0.026953(0.052087)
 30 th batch,total_time: 0.033480(1.621563),data_time: 0.005326(1.570247),train_time: 0.028155(0.051315)
 31 th batch,total_time: 0.039369(1.572119),data_time: 0.004089(1.521305),train_time: 0.035280(0.050814)
 32 th batch,total_time: 0.033082(1.525482),data_time: 0.001422(1.475248),train_time: 0.031660(0.050234)
 33 th batch,total_time: 0.032457(1.481569),data_time: 0.002877(1.431943),train_time: 0.029580(0.049626)
 34 th batch,total_time: 0.031752(1.440146),data_time: 0.003590(1.391133),train_time: 0.028162(0.049013)
 35 th batch,total_time: 0.036599(1.401158),data_time: 0.009495(1.352754),train_time: 0.027105(0.048404)
 36 th batch,total_time: 0.032749(1.364174),data_time: 0.007848(1.316405),train_time: 0.024901(0.047769)
 37 th batch,total_time: 0.037796(1.329270),data_time: 0.014215(1.282137),train_time: 0.023581(0.047133)
 38 th batch,total_time: 0.036160(1.296113),data_time: 0.009991(1.249518),train_time: 0.026169(0.046595)
 39 th batch,total_time: 0.032607(1.264525),data_time: 0.008574(1.218494),train_time: 0.024033(0.046031)
 40 th batch,total_time: 0.040823(1.234679),data_time: 0.009934(1.189017),train_time: 0.030889(0.045662)
 41 th batch,total_time: 0.029113(1.205975),data_time: 0.002069(1.160757),train_time: 0.027044(0.045219)
 42 th batch,total_time: 0.032358(1.178682),data_time: 0.005830(1.133898),train_time: 0.026529(0.044784)
 43 th batch,total_time: 0.031644(1.152613),data_time: 0.003762(1.108213),train_time: 0.027883(0.044400)
 44 th batch,total_time: 0.031754(1.127705),data_time: 0.002899(1.083650),train_time: 0.028855(0.044054)
