Use GPU: 0 for training
=> creating model 'resnet18'
worker_num : 0
@@ 非dummy数据集加载
 0 th batch,total_time: 0.750700(0.750700),data_time: 0.411146(0.411146),train_time: 0.339554(0.339554)
 1 th batch,total_time: 0.337710(0.544205),data_time: 0.287697(0.349422),train_time: 0.050013(0.194783)
 2 th batch,total_time: 0.366514(0.484974),data_time: 0.349423(0.349422),train_time: 0.017091(0.135552)
 3 th batch,total_time: 0.286891(0.435454),data_time: 0.264915(0.328295),train_time: 0.021976(0.107158)
 4 th batch,total_time: 0.269266(0.402216),data_time: 0.246231(0.311882),train_time: 0.023035(0.090334)
 5 th batch,total_time: 0.250869(0.376992),data_time: 0.226692(0.297684),train_time: 0.024177(0.079308)
 6 th batch,total_time: 0.251809(0.359108),data_time: 0.228031(0.287734),train_time: 0.023778(0.071375)
 7 th batch,total_time: 0.256802(0.346320),data_time: 0.227118(0.280157),train_time: 0.029685(0.066163)
 8 th batch,total_time: 0.270636(0.337911),data_time: 0.243721(0.276108),train_time: 0.026916(0.061803)
 9 th batch,total_time: 0.384774(0.342597),data_time: 0.363050(0.284802),train_time: 0.021723(0.057795)
 10 th batch,total_time: 0.228749(0.332247),data_time: 0.195006(0.276639),train_time: 0.033743(0.055608)
 11 th batch,total_time: 0.241208(0.324661),data_time: 0.212054(0.271257),train_time: 0.029155(0.053404)
 12 th batch,total_time: 0.255540(0.319344),data_time: 0.227607(0.267899),train_time: 0.027933(0.051444)
 13 th batch,total_time: 0.255188(0.314761),data_time: 0.229648(0.265167),train_time: 0.025540(0.049594)
 14 th batch,total_time: 0.251781(0.310562),data_time: 0.227031(0.262625),train_time: 0.024750(0.047938)
 15 th batch,total_time: 0.259716(0.307385),data_time: 0.237075(0.261028),train_time: 0.022641(0.046357)
 16 th batch,total_time: 0.268753(0.305112),data_time: 0.242236(0.259922),train_time: 0.026517(0.045190)
 17 th batch,total_time: 0.282079(0.303833),data_time: 0.262709(0.260077),train_time: 0.019370(0.043755)
 18 th batch,total_time: 0.251869(0.301098),data_time: 0.232747(0.258639),train_time: 0.019122(0.042459)
 19 th batch,total_time: 0.270882(0.299587),data_time: 0.251559(0.258285),train_time: 0.019323(0.041302)
 20 th batch,total_time: 0.264420(0.297912),data_time: 0.246868(0.257741),train_time: 0.017552(0.040171)
 21 th batch,total_time: 0.237351(0.295159),data_time: 0.212323(0.255677),train_time: 0.025028(0.039483)
 22 th batch,total_time: 0.252042(0.293285),data_time: 0.221837(0.254205),train_time: 0.030205(0.039079)
 23 th batch,total_time: 0.256405(0.291748),data_time: 0.226448(0.253049),train_time: 0.029957(0.038699)
 24 th batch,total_time: 0.262895(0.290594),data_time: 0.234100(0.252291),train_time: 0.028795(0.038303)
 25 th batch,total_time: 0.269239(0.289773),data_time: 0.245724(0.252038),train_time: 0.023516(0.037734)
 26 th batch,total_time: 0.250864(0.288332),data_time: 0.221992(0.250926),train_time: 0.028871(0.037406)
 27 th batch,total_time: 0.264394(0.287477),data_time: 0.241214(0.250579),train_time: 0.023180(0.036898)
 28 th batch,total_time: 0.238424(0.285785),data_time: 0.212524(0.249266),train_time: 0.025900(0.036519)
 29 th batch,total_time: 0.261556(0.284978),data_time: 0.236436(0.248839),train_time: 0.025120(0.036139)
 30 th batch,total_time: 0.251162(0.283887),data_time: 0.226169(0.248107),train_time: 0.024993(0.035779)
 31 th batch,total_time: 0.260343(0.283151),data_time: 0.235502(0.247714),train_time: 0.024841(0.035437)
 32 th batch,total_time: 0.269300(0.282731),data_time: 0.242310(0.247550),train_time: 0.026990(0.035181)
 33 th batch,total_time: 0.265775(0.282233),data_time: 0.239666(0.247318),train_time: 0.026109(0.034915)
 34 th batch,total_time: 0.259313(0.281578),data_time: 0.233952(0.246936),train_time: 0.025361(0.034642)
 35 th batch,total_time: 0.233599(0.280245),data_time: 0.208808(0.245877),train_time: 0.024791(0.034368)
 36 th batch,total_time: 0.239853(0.279153),data_time: 0.214581(0.245031),train_time: 0.025272(0.034122)
 37 th batch,total_time: 0.251322(0.278421),data_time: 0.226341(0.244539),train_time: 0.024981(0.033882)
 38 th batch,total_time: 0.240170(0.277440),data_time: 0.216380(0.243817),train_time: 0.023790(0.033623)
