batch_size,worker_num,prefetch_factor,AVG_data,MIN_data,MAX_data,Median_data,p99_data,AVG_train,MIN_train,MAX_train,Median_train,p99_train,AVG_todevice,MIN_todevice,MAX_todevice,Median_todevice,p99_todevice
16,0,1,0.13014340043067932,0.10355687141418457,0.181976318359375,0.1298147439956665,0.151338369846344,0.021504383972825895,0.01827526092529297,0.4211564064025879,0.020711183547973633,0.02456231117248536,0.0024741696283394226,0.0022385120391845703,0.01015925407409668,0.002438068389892578,0.003026008605957032
16,1,1,0.12665178100268046,0.0012745857238769531,0.19464468955993652,0.12659788131713867,0.14853747606277465,0.022775713286391934,0.020676851272583008,0.4626004695892334,0.022131919860839844,0.024970092773437504,0.0008900699330799616,0.0008401870727539062,0.0018541812896728516,0.0008857250213623047,0.0009499931335449222
16,2,1,0.04909807244936625,0.0009827613830566406,0.14116859436035156,0.04705929756164551,0.106937255859375,0.022786071249106234,0.016019344329833984,0.45977115631103516,0.022022008895874023,0.027137322425842294,0.0008698257047738602,0.0008015632629394531,0.0011827945709228516,0.0008699893951416016,0.0009098052978515625
16,4,1,0.012369253238042196,0.000978231430053711,0.07741522789001465,0.008373260498046875,0.05233319997787476,0.02331137578088055,0.016104459762573242,0.40960073471069336,0.022556781768798828,0.026017651557922364,0.000855269123665729,0.000804901123046875,0.0012128353118896484,0.0008559226989746094,0.0009330987930297852
16,8,1,0.0013387147585550944,0.0008935928344726562,0.01917433738708496,0.0012840032577514648,0.0020507073402404783,0.022871800323030843,0.015785694122314453,0.3974599838256836,0.022101879119873047,0.027763113975524903,0.0008402554747674794,0.0007796287536621094,0.0012390613555908203,0.0008313655853271484,0.0010112142562866211
16,16,1,0.0013166284561157227,0.0008654594421386719,0.002321958541870117,0.0013004541397094727,0.0018096303939819335,0.02219365129423379,0.015299320220947266,0.46213412284851074,0.021378755569458008,0.026422619819641117,0.0008395085880412392,0.0007731914520263672,0.0012881755828857422,0.0008306503295898438,0.0010528039932250982
32,0,1,0.26013165632883706,0.22263264656066895,0.3434927463531494,0.2597466707229614,0.2931469178199768,0.021069455107250813,0.01743459701538086,0.428802490234375,0.020078420639038086,0.024248771667480476,0.004868693612701264,0.0031747817993164062,0.016404151916503906,0.004825592041015625,0.0057939147949218756
32,1,1,0.2588354782263438,0.0017807483673095703,0.3195619583129883,0.2592853307723999,0.29084063529968257,0.023002252452211394,0.01952385902404785,0.4833056926727295,0.022713661193847656,0.02534476757049561,0.0016484280328450116,0.0015501976013183594,0.003449678421020508,0.001641988754272461,0.0016946601867675784
32,2,1,0.10892473141352335,0.0016355514526367188,0.25822901725769043,0.10800683498382568,0.2350973796844482,0.022428226708179684,0.015122413635253906,0.46936964988708496,0.021724224090576172,0.026055941581726073,0.001618411410507278,0.0015134811401367188,0.0024919509887695312,0.0016298294067382812,0.0017030382156372073
32,4,1,0.03621588865915934,0.0016016960144042969,0.17595720291137695,0.012703418731689453,0.14769144296646117,0.022810782563824756,0.019506454467773438,0.45365047454833984,0.02237391471862793,0.027731308937072756,0.0015910612805368097,0.0015120506286621094,0.002507448196411133,0.0015933513641357422,0.0016751289367675781
32,8,1,0.003701183398564657,0.0015952587127685547,0.07166838645935059,0.0016995668411254883,0.034401187896728476,0.021342409981621638,0.014159679412841797,0.46955299377441406,0.020270586013793945,0.026305599212646486,0.00153732418420896,0.0015113353729248047,0.002475738525390625,0.0015268325805664062,0.0016805171966552735
32,16,1,0.0018354785442352296,0.00159454345703125,0.05074667930603027,0.0016945600509643555,0.00253573179244995,0.020845515613334493,0.015292882919311523,0.46025800704956055,0.019774198532104492,0.024686360359191913,0.0015291744599097207,0.0015079975128173828,0.002487659454345703,0.001522064208984375,0.0016465473175048832
64,0,1,0.566154256661733,0.48427271842956543,0.6345176696777344,0.5672508478164673,0.6190410256385803,0.030554487139826787,0.028257131576538086,0.42388153076171875,0.0299074649810791,0.03144659519195557,0.00847126516339,0.007198333740234375,0.024225234985351562,0.008593559265136719,0.01784310340881355
