batch_size,worker_num,epoch,total_time,data_time,data_whole_time,training_time
16,0,0,20.117757081985474,15.770015239715576,16.136006355285645,3.981750726699829
32,0,0,21.449790000915527,17.60977578163147,17.95139503479004,3.4983949661254883
64,0,0,21.31578278541565,17.615212202072144,18.069022178649902,3.246760606765747
128,0,0,20.99922800064087,17.63342523574829,18.058847188949585,2.940380811691284
256,0,0,20.37048077583313,17.12925672531128,17.520742893218994,2.8497378826141357
512,0,0,20.88071870803833,17.582884311676025,17.935055017471313,2.9456636905670166
16,0,0,20.483306407928467,16.081335306167603,16.46389889717102,4.019407510757446
32,0,0,20.000410079956055,16.160545587539673,16.49750328063965,3.5029067993164062
64,0,0,20.41273808479309,16.713524341583252,17.153772354125977,3.2589657306671143
128,0,0,20.54306197166443,17.172950267791748,17.589999675750732,2.9530622959136963
256,0,0,20.879756450653076,17.587971925735474,18.023459672927856,2.8562967777252197
512,0,0,20.594470500946045,17.340051412582397,17.681148052215576,2.9133224487304688
16,0,0,21.441903114318848,17.07980966567993,17.451331853866577,3.9905712604522705
32,0,0,20.298397541046143,16.42862892150879,16.78394365310669,3.514453887939453
64,0,0,20.68511152267456,16.956855535507202,17.444859981536865,3.2402515411376953
128,0,0,20.131268739700317,16.72410798072815,17.140211582183838,2.9910571575164795
256,0,0,20.51932120323181,17.253612756729126,17.64529323577881,2.874027967453003
512,0,0,20.36068058013916,17.081439971923828,17.43690800666809,2.9237725734710693
