batch_size,worker_num,epoch,total_time,data_time,data_whole_time,training_time
16,0,0,0.9052798748016357,0.053046226501464844,0.05619978904724121,0.8490800857543945
32,0,0,0.8052525520324707,0.07678556442260742,0.0818629264831543,0.7233896255493164
64,0,0,0.8225936889648438,0.10317587852478027,0.11111068725585938,0.7114830017089844
128,0,0,1.0531446933746338,0.18033957481384277,0.1972060203552246,0.8559386730194092
256,0,0,1.213620901107788,0.3279409408569336,0.3561520576477051,0.857468843460083
512,0,0,1.8051660060882568,0.6237576007843018,0.6766617298126221,1.1285042762756348
16,0,0,0.7556843757629395,0.04959607124328613,0.05232834815979004,0.7033560276031494
32,0,0,0.924475908279419,0.07941460609436035,0.08577775955200195,0.838698148727417
64,0,0,0.825218677520752,0.10916686058044434,0.11717772483825684,0.7080409526824951
128,0,0,0.9387109279632568,0.1905667781829834,0.2052609920501709,0.7334499359130859
256,0,0,1.1715834140777588,0.3245880603790283,0.3518998622894287,0.8196835517883301
512,0,0,1.7988731861114502,0.6071183681488037,0.6598193645477295,1.1390538215637207
