batch_size,worker_num,epoch,total_time,data_time,data_whole_time,training_time
16,0,0,0.8194713592529297,0.0847480297088623,0.08736038208007812,0.7321109771728516
32,0,0,1.0130817890167236,0.17239594459533691,0.17711520195007324,0.8359665870666504
64,0,0,0.9194045066833496,0.19629216194152832,0.2042829990386963,0.7151215076446533
128,0,0,1.10477614402771,0.35205960273742676,0.3668038845062256,0.7379722595214844
256,0,0,1.5283873081207275,0.6929304599761963,0.7209711074829102,0.8074162006378174
512,0,0,2.836198568344116,1.6526525020599365,1.7052695751190186,1.1309289932250977
16,0,0,0.9168822765350342,0.09714317321777344,0.10030961036682129,0.8165726661682129
32,0,0,1.0127828121185303,0.1668708324432373,0.17306113243103027,0.8397216796875
64,0,0,1.1304519176483154,0.2767009735107422,0.2882843017578125,0.8421676158905029
128,0,0,1.4929273128509521,0.6007571220397949,0.6247928142547607,0.8681344985961914
256,0,0,1.4203360080718994,0.567253589630127,0.5954694747924805,0.824866533279419
512,0,0,2.821502447128296,1.5193531513214111,1.5781970024108887,1.2433054447174072
16,0,0,0.7979228496551514,0.08393001556396484,0.0863492488861084,0.711573600769043
16,0,0,0.9057984352111816,0.08268237113952637,0.08516383171081543,0.8206346035003662
