batch_size,worker_num,prefetch_factor,AVG_data,MIN_data,MAX_data,Median_data,p99_data,AVG_train,MIN_train,MAX_train,Median_train,p99_train,AVG_todevice,MIN_todevice,MAX_todevice,Median_todevice,p99_todevice
32,4,2,0.036182347465963924,0.03222428116143918,0.5289304295792995,0.0015969276428222656,0.5253875255584717,0.0021173954010009766,0.3180394172668457,0.019000530242919922,0.5853018760681152,0.0207979679107666,0.30995452404022217,0.0015750913059010224,0.0015103816986083984,0.0020906925201416016,0.0015671253204345703,0.0018618106842041016
32,4,3,0.03212820782380946,0.034307456484027936,0.48359880432503327,0.0016202926635742188,0.5873153209686279,0.0019605159759521484,0.3486126661300659,0.019118547439575195,0.6726179122924805,0.020765304565429688,0.3552659749984741,0.0015830292421228746,0.0015125274658203125,0.0024864673614501953,0.0015597343444824219,0.0020869970321655273
32,4,4,0.026311841665529738,0.03414616397782868,0.43520856147229214,0.0016169548034667969,0.5457887649536133,0.0018455982208251953,0.3477247953414917,0.01957535743713379,0.6760373115539551,0.020529985427856445,0.35538673400878906,0.0015697198755600873,0.0015113353729248047,0.002421855926513672,0.0015413761138916016,0.0020276308059692383
32,8,1,0.013794838213453106,0.0323338274862252,0.2990513166642344,0.0016410350799560547,0.5776164531707764,0.0017745494842529297,0.2984654903411865,0.019239425659179688,0.6047458648681641,0.020693302154541016,0.3197364807128906,0.0015685137580422795,0.0015146732330322266,0.002526998519897461,0.0015401840209960938,0.0021181106567382812
32,8,2,0.015273182999853994,0.03466897852280561,0.3058174202757382,0.0016109943389892578,0.6914174556732178,0.001718759536743164,0.346698522567749,0.01624774932861328,0.690943717956543,0.020980119705200195,0.3628091812133789,0.001550566916372262,0.001516103744506836,0.002497434616088867,0.0015294551849365234,0.0020314455032348633
32,8,3,0.015653413884779987,0.03667499037349925,0.2991379941096398,0.0016024112701416016,0.7079005241394043,0.0017566680908203125,0.3552515506744385,0.020023107528686523,0.8048701286315918,0.020853042602539062,0.41953158378601074,0.0015632965985466452,0.0015139579772949219,0.0025026798248291016,0.0015377998352050781,0.0021119117736816406
32,8,4,0.013398974549536612,0.04354719554676729,0.23529193494272013,0.0016436576843261719,0.5912671089172363,0.0017812252044677734,0.29681289196014404,0.01717066764831543,1.1624071598052979,0.02080678939819336,0.5983827114105225,0.0015675647585999732,0.0015218257904052734,0.0025675296783447266,0.0015399456024169922,0.002087712287902832
32,16,1,0.02117468329036937,0.031967602524102905,0.3984526251710997,0.001603841781616211,0.9875690937042236,0.0017964839935302734,0.4953697919845581,0.019124984741210938,0.5410857200622559,0.021259307861328125,0.2879105806350708,0.0015686680288875803,0.001514434814453125,0.002746105194091797,0.0015418529510498047,0.002193927764892578
32,16,2,0.01662439925997865,0.04111116072710823,0.2879403830792818,0.0016205310821533203,0.7582950592041016,0.0017497539520263672,0.38026154041290283,0.015021324157714844,1.0329196453094482,0.02095818519592285,0.5337551832199097,0.0015642222236184513,0.001512765884399414,0.002823352813720703,0.0015354156494140625,0.0022640228271484375
32,16,3,0.01744678908703374,0.04753334849488502,0.26849418508908246,0.0016255378723144531,0.7971780300140381,0.0018188953399658203,0.3997999429702759,0.019054174423217773,1.338890790939331,0.020719051361083984,0.7003158330917358,0.001559598773133521,0.0015137195587158203,0.0023059844970703125,0.0015401840209960938,0.00196230411529541
32,16,4,0.019771019617716473,0.04973467191060384,0.28445180794526315,0.0016548633575439453,0.9148242473602295,0.0018329620361328125,0.45866501331329346,0.01818680763244629,1.3418848514556885,0.02160811424255371,0.7034215927124023,0.0015729969623042089,0.0015206336975097656,0.002614259719848633,0.0015482902526855469,0.002124190330505371
