batch_size,batchnum,worker_num,AVG_data,MIN_data,MAX_data,Median_data,p99_data,AVG_train,MIN_train,MAX_train,Median_train,p99_train
16,2000,1,0.11814870648477031,0.0012059211730957031,2.71579909324646,0.11672616004943848,0.13660168647766113,0.02591017018193784,0.01104879379272461,0.3774845600128174,0.028186321258544922,0.03431534767150879
16,2000,2,0.05120509234385035,0.0009996891021728516,5.9025514125823975,0.04707622528076172,0.09775686264038086,0.030171112439919566,0.011717557907104492,15.780031681060791,0.0217440128326416,0.030855655670166016
32,2000,0,0.24364880381197646,0.13614106178283691,0.4111459255218506,0.2432703971862793,0.2860260009765625,0.023885630179142605,0.01550602912902832,0.3395535945892334,0.024176836013793945,0.03200340270996094
32,2000,1,0.22634335031275865,0.002399921417236328,3.352323293685913,0.22123122215270996,0.26780080795288086,0.030388875462781306,0.01685619354248047,11.244819402694702,0.024580001831054688,0.02890491485595703
32,2000,2,0.11809117528333002,0.0018537044525146484,6.026517629623413,0.11362242698669434,0.23283123970031738,0.029255966494406302,0.015981674194335938,6.604712724685669,0.02558112144470215,0.032651424407958984
64,2000,0,0.5830921009145695,0.3264446258544922,1.1198546886444092,0.5647282600402832,0.887584924697876,0.03364331408895772,0.023525476455688477,9.793976306915283,0.028403282165527344,0.035066843032836914
64,2000,1,0.48963512997815517,0.012791872024536133,3.7711260318756104,0.47657203674316406,0.571972131729126,0.03522917617862669,0.024222373962402344,0.5735278129577637,0.03570699691772461,0.041530609130859375
64,2000,2,0.24315262734443172,0.0032129287719726562,6.850057601928711,0.23839902877807617,0.49288296699523926,0.03561862023814448,0.024190902709960938,0.4340803623199463,0.036041259765625,0.04049801826477051
128,2000,0,1.0642533233200295,0.9382140636444092,1.728271484375,1.0595743656158447,1.2767918109893799,0.04949042548065719,0.039640188217163086,0.4790065288543701,0.049652814865112305,0.05124974250793457
128,2000,1,0.9740168975628,0.6972393989562988,4.342624664306641,0.947892427444458,1.1318464279174805,0.05112348849150254,0.04051351547241211,0.48362255096435547,0.050353288650512695,0.05355381965637207
128,2000,2,0.48249708253821394,0.006227731704711914,7.186899185180664,0.5154025554656982,0.9475576877593994,0.051177566138462444,0.039639949798583984,0.5288138389587402,0.05133509635925293,0.05565190315246582
256,2000,0,2.199586450904682,1.3408386707305908,3.7860586643218994,2.14017391204834,3.0046181678771973,0.08138935283563663,0.07137680053710938,0.5431308746337891,0.08121681213378906,0.08601236343383789
256,2000,1,1.968698808993178,1.5027539730072021,5.944781303405762,1.9571332931518555,2.243009328842163,0.08111077103240677,0.0724642276763916,0.5844302177429199,0.08215641975402832,0.08443117141723633
256,2000,2,0.8976508345024875,0.012026786804199219,8.722929239273071,0.9410929679870605,1.7806167602539062,0.07964911870751483,0.07103300094604492,0.6627411842346191,0.08070182800292969,0.08392524719238281
512,2000,0,4.306008353345338,2.3289268016815186,6.047659873962402,4.260967969894409,5.580577850341797,0.14481494130044506,0.1330106258392334,0.8812379837036133,0.1441953182220459,0.15437841415405273
512,2000,1,3.81175895847719,2.5737226009368896,8.279283046722412,3.7582056522369385,4.261597394943237,0.1447294828356772,0.1340177059173584,0.7686340808868408,0.14381718635559082,0.1468067169189453
512,2000,2,1.9891036063742389,0.024014711380004883,9.416990756988525,1.9829930067062378,3.833521120548248,0.1430542261289845,0.13321948051452637,0.8471872806549072,0.14283668994903564,0.1455585217475891
