batch_size,worker_num,prefetch_factor,epoch,total_time,data_time,data_whole_time,training_time
16,1,1,0,18.69743275642395,13.554383277893066,14.624865293502808,4.072567462921143
16,1,1,0,19.53605818748474,14.268101930618286,15.365553379058838,4.170504808425903
16,1,1,0,18.282631635665894,12.294750213623047,13.37284803390503,4.909783601760864
16,1,1,0,19.167243242263794,19.10944366455078,19.11268973350525,0.05455350875854492
16,0,0,0,21.10347557067871,21.048025369644165,21.049423456192017,0.054052114486694336
16,0,0,0,21.00050711631775,15.98354697227478,16.43590784072876,4.564599275588989
16,0,1,0,20.120482206344604,15.62348461151123,16.005767107009888,4.114715099334717
16,0,2,0,20.324420928955078,15.729935646057129,16.11826205253601,4.206158876419067
16,0,3,0,19.497251272201538,14.972011804580688,15.351436853408813,4.145814418792725
16,0,4,0,19.756664514541626,15.181845664978027,15.580581903457642,4.176082611083984
16,1,1,0,18.73516583442688,13.615632057189941,14.654891014099121,4.080274820327759
16,1,2,0,16.969799280166626,11.953569650650024,12.995267152786255,3.974532127380371
16,1,3,0,16.179322242736816,11.252066373825073,12.308130741119385,3.8711915016174316
16,1,4,0,17.447110176086426,12.459605932235718,13.509632587432861,3.9374775886535645
16,2,1,0,9.75676155090332,5.096056222915649,5.909773349761963,3.8469882011413574
16,2,2,0,9.927123546600342,4.95969820022583,5.97006893157959,3.957054615020752
16,2,3,0,9.219863891601562,4.3542656898498535,5.276613712310791,3.9432501792907715
16,2,4,0,8.305652141571045,3.7622976303100586,4.58145809173584,3.724194049835205
16,4,1,0,4.963703632354736,0.7449154853820801,1.2642886638641357,3.6994149684906006
16,4,2,0,5.005021810531616,0.6355266571044922,1.3129067420959473,3.692115068435669
16,4,3,0,5.098985433578491,0.6242570877075195,1.3887748718261719,3.7102105617523193
16,4,4,0,4.933037996292114,0.5857889652252197,1.254396677017212,3.6786413192749023
16,8,1,0,4.790571451187134,0.48124194145202637,1.1195268630981445,3.6710445880889893
16,8,2,0,4.962761878967285,0.5199639797210693,1.2365515232086182,3.726210355758667
16,8,3,0,4.847594261169434,0.49123477935791016,1.1832313537597656,3.664362907409668
16,8,4,0,5.0262861251831055,0.5817275047302246,1.328202247619629,3.6980838775634766
16,16,1,0,4.887144565582275,0.5638813972473145,1.252915382385254,3.6342291831970215
16,16,2,0,5.090339660644531,0.6480357646942139,1.3761115074157715,3.7142281532287598
16,16,3,0,5.02281928062439,0.6535532474517822,1.3307342529296875,3.692085027694702
16,16,4,0,4.917757749557495,0.5793461799621582,1.2336435317993164,3.6841142177581787
16,32,1,0,5.267513990402222,0.8519802093505859,1.5550453662872314,3.7124686241149902
