batch_size,worker_num,prefetch_factor,AVG_data,MIN_data,MAX_data,Median_data,p99_data,AVG_train,MIN_train,MAX_train,Median_train,p99_train,AVG_todevice,MIN_todevice,MAX_todevice,Median_todevice,p99_todevice
16,0,1,0.10605438973432706,0.08025240898132324,0.19212603569030762,0.10627102851867676,0.12354444265365598,0.02114954572400929,0.017599821090698242,0.42712831497192383,0.020718932151794434,0.02535375356674193,0.002667513894446102,0.002222776412963867,0.004648447036743164,0.0026311874389648438,0.003314006328582758
16,4,1,0.007855542647985764,0.0009503364562988281,0.37016940116882324,0.0014162063598632812,0.03890516757965087,0.023083549774723287,0.017005443572998047,0.4453859329223633,0.02269124984741211,0.02781432867050171,0.0008553329073352578,0.0007975101470947266,0.0011458396911621094,0.0008512735366821289,0.0009696960449218747
16,8,1,0.0023663027418984305,0.0009174346923828125,0.3944399356842041,0.0012966394424438477,0.001979613304138182,0.02168734426851626,0.015713930130004883,0.439363956451416,0.02143692970275879,0.02547993659973144,0.0008415789515883834,0.0007889270782470703,0.0011916160583496094,0.0008356571197509766,0.0009911537170410156
16,16,1,0.0026674697428573798,0.0008895397186279297,0.45670461654663086,0.001316666603088379,0.0036419153213500944,0.021453849695346975,0.00844264030456543,0.46186351776123047,0.021412134170532227,0.02622507810592651,0.0008440932006011775,0.0007762908935546875,0.003139019012451172,0.0008375644683837891,0.0010328769683837884
32,0,1,0.19936570598755354,0.16194844245910645,0.2852921485900879,0.19835984706878662,0.23251210927963253,0.02006877498862184,0.017414331436157227,0.41158580780029297,0.019421100616455078,0.02241119861602783,0.004613874871053814,0.003882169723510742,0.014150142669677734,0.004543900489807129,0.0055646085739135724
32,4,1,0.027897424535986818,0.0016222000122070312,0.4903144836425781,0.008319497108459473,0.23885527849197372,0.022842298687240224,0.012597084045410156,0.4859657287597656,0.022374749183654785,0.0279541540145874,0.001598798934324288,0.0015141963958740234,0.004184246063232422,0.0015900135040283203,0.0016810202598571777
32,8,1,0.005402924837889495,0.0015959739685058594,0.5814850330352783,0.0017423629760742188,0.22249764680862355,0.019019726249906752,0.012504816055297852,0.45992064476013184,0.020007014274597168,0.024213910102844235,0.0015398418461834943,0.0015106201171875,0.002405881881713867,0.0015338659286499023,0.0016571354866027831
32,16,1,0.006243800307497566,0.0015785694122314453,0.8443717956542969,0.0017209053039550781,0.24570898294448795,0.02181913896843239,0.015232563018798828,0.48174166679382324,0.020738601684570312,0.02689291000366209,0.001540309117164141,0.0015075206756591797,0.002480745315551758,0.0015319585800170898,0.0016973900794982901
64,0,1,0.45395147427916527,0.3836863040924072,0.5069854259490967,0.45663487911224365,0.5014816045761109,0.030647169053554534,0.023395538330078125,0.40747785568237305,0.02968776226043701,0.030819764137268068,0.007789052277803421,0.007082223892211914,0.019429683685302734,0.007456541061401367,0.014329688549041758
64,4,1,0.06533975899219513,0.003077268600463867,0.7696487903594971,0.0033271312713623047,0.507231969833374,0.030869673937559128,0.02434992790222168,0.42501378059387207,0.02907729148864746,0.033265230655670164,0.003048218786716461,0.002985715866088867,0.0047092437744140625,0.0030165910720825195,0.0031637477874755858
64,8,1,0.018178483843803404,0.003067493438720703,0.9855949878692627,0.003229856491088867,0.5653288340568543,0.030407318472862245,0.022917509078979492,0.42812561988830566,0.028914451599121094,0.0328818416595459,0.0030233927071094515,0.002985715866088867,0.003943443298339844,0.003014087677001953,0.0031572556495666503
64,16,1,0.020110171288251877,0.0030434131622314453,1.450448751449585,0.003171682357788086,0.5810299944877626,0.02981705442070961,0.022932767868041992,0.41054725646972656,0.028308987617492676,0.03384366750717163,0.003015942871570587,0.002979278564453125,0.005217552185058594,0.003003835678100586,0.0031951189041137694
128,0,1,0.8203776508569718,0.7291288375854492,0.9318854808807373,0.8203291893005371,0.9075689244270324,0.04787627160549164,0.04466557502746582,0.4385054111480713,0.04493153095245361,0.0734272480010984,0.014691901206970216,0.013638734817504883,0.03297901153564453,0.01388692855834961,0.02675344705581662
128,4,1,0.1588227331638336,0.00606083869934082,1.3381845951080322,0.006237983703613281,1.0841472840309143,0.04802292138338089,0.04395556449890137,0.4419889450073242,0.0449146032333374,0.07544257164001444,0.006013177335262299,0.005942821502685547,0.007083892822265625,0.005968213081359863,0.0064567589759826636
128,8,1,0.06014844626188278,0.006029367446899414,1.738408088684082,0.006185412406921387,1.0328925275802612,0.04808071106672287,0.043940067291259766,0.45575642585754395,0.04496335983276367,0.07726096391677836,0.0059862807393074036,0.0059473514556884766,0.006914854049682617,0.005972743034362793,0.006186416149139404
128,16,1,0.07487470060586929,0.006008148193359375,2.5041377544403076,0.006085395812988281,1.324207088947296,0.047115173935890195,0.04334664344787598,0.4443981647491455,0.04398322105407715,0.07438317060470559,0.005978962779045105,0.005941152572631836,0.007039308547973633,0.005956053733825684,0.006262505054473877
256,0,1,1.6281882971525192,1.4657599925994873,1.849743127822876,1.6214593648910522,1.8426888298988342,0.08411444127559661,0.06991767883300781,0.5430653095245361,0.07690727710723877,0.2859044790267924,0.028194576501846313,0.02553701400756836,0.0613703727722168,0.026450753211975098,0.053369801044464045
256,4,1,0.39780216813087466,0.012021064758300781,2.4567668437957764,0.01252734661102295,2.044133641719815,0.08742243945598602,0.07162594795227051,0.7818729877471924,0.07647240161895752,0.3343745684623683,0.011936002969741821,0.01185917854309082,0.012799501419067383,0.011904597282409668,0.012256863117218013
256,8,1,0.24799628257751466,0.011950016021728516,3.2215709686279297,0.01205301284790039,2.462025766372675,0.08304972052574158,0.07496929168701172,0.533850908279419,0.07543861865997314,0.2821740961074809,0.01189720630645752,0.01184988021850586,0.012778759002685547,0.011862635612487793,0.01222331285476684
256,16,1,0.23703623414039612,0.011878252029418945,3.689779758453369,0.011948108673095703,2.6660740494728006,0.08274368047714234,0.0744781494140625,0.5312557220458984,0.07499992847442627,0.28152664422988694,0.011876431107521058,0.0118255615234375,0.012827157974243164,0.011850118637084961,0.01226549625396728
512,0,1,3.3006678402423857,2.969271659851074,3.7623085975646973,3.294253349304199,3.7389698028564453,0.16088882684707642,0.13817095756530762,0.7101643085479736,0.13891029357910156,0.5988864231109617,0.05022335648536682,0.047557830810546875,0.07466578483581543,0.048326730728149414,0.0668759274482727
512,4,1,1.2598566472530366,0.02375197410583496,5.296713829040527,0.024061918258666992,4.846179318428039,0.1606176257133484,0.13748502731323242,0.7071199417114258,0.13905024528503418,0.5967497587203978,0.023732006549835205,0.0236513614654541,0.024544954299926758,0.02366805076599121,0.02429641008377075
512,8,1,0.8448678553104401,0.023720502853393555,4.808143615722656,0.0237654447555542,4.590520792007446,0.1703571379184723,0.13768386840820312,1.110060214996338,0.13871550559997559,0.8433487462997433,0.023690301179885864,0.02363896369934082,0.02447795867919922,0.02364647388458252,0.024212119579315187
512,16,1,0.8689153611660003,0.023679018020629883,5.1910080909729,0.023714184761047363,4.861887755393981,0.1649235486984253,0.13643765449523926,0.9255537986755371,0.1378331184387207,0.7308511590957638,0.023686283826828004,0.023622989654541016,0.024732112884521484,0.02362978458404541,0.02436826944351196
256,32,1,0.2592442214488983,0.01188039779663086,4.093900442123413,0.011931061744689941,2.795483386516561,0.08250712752342224,0.07436823844909668,0.5113427639007568,0.07495534420013428,0.27792899847030456,0.011882069706916808,0.011826038360595703,0.013015508651733398,0.011841416358947754,0.012323508262634272
512,32,1,0.8226053833961486,0.0236814022064209,5.5334696769714355,0.02376532554626465,4.934928154945372,0.15980398654937744,0.1370093822479248,0.7097938060760498,0.13819658756256104,0.5987432646751403,0.02369309663772583,0.023622751235961914,0.024593353271484375,0.023645401000976562,0.024310312271118163
