测试目录,线程数,IOSIZE,平均IOPS,总耗时(秒),平均带宽(MB/s),处理文件数,总操作数,总数据量(MB),平均延迟(ms)
/mnt/nvme0/test_dir_4KB_10428,256,32KB,6591.66,1.58,25.75,10428,10428,40.73,10.88
/mnt/nvme0/test_dir_16KB_10428,256,32KB,5948.66,1.75,92.95,10428,10428,162.94,11.32
/mnt/nvme0/test_dir_4KB_10428,512,32KB,8108.86,1.29,31.68,10428,10428,40.73,16.90
/mnt/nvme0/test_dir_16KB_10428,512,32KB,11237.07,0.93,175.58,10428,10428,162.94,11.11
/mnt/nvme0/test_dir_4KB_10428,1024,32KB,7395.74,1.41,28.89,10428,10428,40.73,33.99
/mnt/nvme0/test_dir_16KB_10428,1024,32KB,4803.32,2.17,75.05,10428,10428,162.94,57.45
/mnt/nvme0/test_dir_4KB_10428,1,32KB,1051.63,9.92,4.11,10428,10428,40.73,0.53
/mnt/nvme0/test_dir_16KB_10428,1,32KB,548.38,19.02,8.57,10428,10428,162.94,1.08
/mnt/nvme0/test_dir_4KB_10428,2,32KB,8792.58,1.19,34.35,10428,10428,40.73,0.16
/mnt/nvme0/test_dir_16KB_10428,2,32KB,3171.53,3.29,49.56,10428,10428,162.94,0.49
/mnt/nvme0/test_dir_4KB_10428,4,32KB,14749.65,0.71,57.62,10428,10428,40.73,0.19
/mnt/nvme0/test_dir_16KB_10428,4,32KB,7735.91,1.35,120.87,10428,10428,162.94,0.38
/mnt/nvme0/test_dir_4KB_10428,8,32KB,22282.05,0.47,87.04,10428,10428,40.73,0.16
/mnt/nvme0/test_dir_16KB_10428,8,32KB,11081.83,0.94,173.15,10428,10428,162.94,0.31
/mnt/nvme0/test_dir_4KB_10428,16,32KB,18104.17,0.58,70.72,10428,10428,40.73,0.22
/mnt/nvme0/test_dir_16KB_10428,16,32KB,12268.24,0.85,191.69,10428,10428,162.94,0.63
/mnt/nvme0/test_dir_4KB_10428,32,32KB,7617.24,1.37,29.75,10428,10428,40.73,1.39
/mnt/nvme0/test_dir_16KB_10428,32,32KB,4766.00,2.19,74.47,10428,10428,162.94,3.56
/mnt/nvme0/test_dir_4KB_10428,64,32KB,7888.05,1.32,30.81,10428,10428,40.73,3.03
/mnt/nvme0/test_dir_16KB_10428,64,32KB,3764.62,2.77,58.82,10428,10428,162.94,14.60
/mnt/nvme0/test_dir_4KB_10428,128,32KB,7589.52,1.37,29.65,10428,10428,40.73,5.15
/mnt/nvme0/test_dir_16KB_10428,128,32KB,3334.83,3.13,52.11,10428,10428,162.94,35.40
/mnt/nvme0/test_dir_4KB_10428,256,32KB,7475.27,1.40,29.20,10428,10428,40.73,9.43
/mnt/nvme0/test_dir_16KB_10428,256,32KB,6027.75,1.73,94.18,10428,10428,162.94,11.44
/mnt/nvme0/test_dir_4KB_10428,512,32KB,6671.79,1.56,26.06,10428,10428,40.73,21.57
/mnt/nvme0/test_dir_16KB_10428,512,32KB,6323.83,1.65,98.81,10428,10428,162.94,22.54
/mnt/nvme0/test_dir_4KB_10428,1024,32KB,6468.98,1.61,25.27,10428,10428,40.73,41.91
/mnt/nvme0/test_dir_16KB_10428,1024,32KB,5609.47,1.86,87.65,10428,10428,162.94,45.16

//--------------------------------------------------------------------------------
/mnt/nvme0/test_dir_16KB_10428,1,32KB,2946.60,3.54,46.04,10428,10428,162.94,0.27
/mnt/nvme0/test_dir_16KB_10428,2,32KB,3891.04,2.68,60.80,10428,10428,162.94,0.42
/mnt/nvme0/test_dir_16KB_10428,4,32KB,6815.69,1.53,106.50,10428,10428,162.94,0.42
/mnt/nvme0/test_dir_16KB_10428,8,32KB,7930.04,1.31,123.91,10428,10428,162.94,0.60
/mnt/nvme0/test_dir_16KB_10428,16,32KB,6625.16,1.57,103.52,10428,10428,162.94,0.99
/mnt/nvme0/test_dir_16KB_10428,32,32KB,6343.07,1.64,99.11,10428,10428,162.94,1.71
/mnt/nvme0/test_dir_16KB_10428,64,32KB,6073.38,1.72,94.90,10428,10428,162.94,3.28
/mnt/nvme0/test_dir_16KB_10428,128,32KB,6006.91,1.74,93.86,10428,10428,162.94,6.12
/mnt/nvme0/test_dir_16KB_10428,256,32KB,6119.72,1.70,95.62,10428,10428,162.94,11.32
/mnt/nvme0/test_dir_16KB_10428,512,32KB,5735.97,1.82,89.62,10428,10428,162.94,23.13
/mnt/nvme0/test_dir_16KB_10428,1024,32KB,5603.44,1.86,87.55,10428,10428,162.94,46.00
/mnt/nvme0/test_dir_16KB_10428,1,32KB,1692.03,6.16,26.44,10428,10428,162.94,0.49
/mnt/nvme0/test_dir_16KB_10428,2,32KB,3492.30,2.99,54.57,10428,10428,162.94,0.46
/mnt/nvme0/test_dir_16KB_10428,4,32KB,6676.06,1.56,104.31,10428,10428,162.94,0.43
/mnt/nvme0/test_dir_16KB_10428,8,32KB,10828.66,0.96,169.20,10428,10428,162.94,0.39
/mnt/nvme0/test_dir_16KB_10428,16,32KB,6112.54,1.71,95.51,10428,10428,162.94,1.08
/mnt/nvme0/test_dir_16KB_10428,32,32KB,6055.75,1.72,94.62,10428,10428,162.94,1.80
/mnt/nvme0/test_dir_16KB_10428,64,32KB,6066.32,1.72,94.79,10428,10428,162.94,3.17
/mnt/nvme0/test_dir_16KB_10428,128,32KB,6000.00,1.74,93.75,10428,10428,162.94,6.31
/mnt/nvme0/test_dir_16KB_10428,256,32KB,5780.49,1.80,90.32,10428,10428,162.94,12.49
/mnt/nvme0/test_dir_16KB_10428,512,32KB,5799.78,1.80,90.62,10428,10428,162.94,22.75
/mnt/nvme0/test_dir_16KB_10428,1024,32KB,6112.54,1.71,95.51,10428,10428,162.94,44.09
//--------------------------------------------------------------------------------
/mnt/nvme0/test_dir_512B_10428,1,32KB,18294.74,0.57,8.93,10428,10428,5.09,0.02
/mnt/nvme0/test_dir_2KB_10428,1,32KB,15610.78,0.67,30.49,10428,10428,20.37,0.02
/mnt/nvme0/test_dir_8KB_10428,1,32KB,3978.63,2.62,31.08,10428,10428,81.47,0.15
/mnt/nvme0/test_dir_512B_10428,2,32KB,14463.25,0.72,7.06,10428,10428,5.09,0.03
/mnt/nvme0/test_dir_2KB_10428,2,32KB,14897.14,0.70,29.10,10428,10428,20.37,0.03
/mnt/nvme0/test_dir_8KB_10428,2,32KB,6024.26,1.73,47.06,10428,10428,81.47,0.25
/mnt/nvme0/test_dir_512B_10428,4,32KB,13904.00,0.75,6.79,10428,10428,5.09,0.05
/mnt/nvme0/test_dir_2KB_10428,4,32KB,15752.27,0.66,30.77,10428,10428,20.37,0.06
/mnt/nvme0/test_dir_8KB_10428,4,32KB,15357.88,0.68,119.98,10428,10428,81.47,0.15
/mnt/nvme0/test_dir_512B_10428,8,32KB,14383.45,0.72,7.02,10428,10428,5.09,0.11
/mnt/nvme0/test_dir_2KB_10428,8,32KB,14982.76,0.70,29.26,10428,10428,20.37,0.13
/mnt/nvme0/test_dir_8KB_10428,8,32KB,15896.34,0.66,124.19,10428,10428,81.47,0.24
/mnt/nvme0/test_dir_512B_10428,16,32KB,13018.73,0.80,6.36,10428,10428,5.09,0.35
/mnt/nvme0/test_dir_2KB_10428,16,32KB,11863.48,0.88,23.17,10428,10428,20.37,0.35
/mnt/nvme0/test_dir_8KB_10428,16,32KB,9505.93,1.10,74.27,10428,10428,81.47,0.62
/mnt/nvme0/test_dir_512B_10428,32,32KB,9091.54,1.15,4.44,10428,10428,5.09,0.95
/mnt/nvme0/test_dir_2KB_10428,32,32KB,8027.71,1.30,15.68,10428,10428,20.37,1.21
/mnt/nvme0/test_dir_8KB_10428,32,32KB,6629.37,1.57,51.79,10428,10428,81.47,1.64
/mnt/nvme0/test_dir_512B_10428,64,32KB,7545.59,1.38,3.68,10428,10428,5.09,2.41
/mnt/nvme0/test_dir_2KB_10428,64,32KB,7846.50,1.33,15.33,10428,10428,20.37,2.29
/mnt/nvme0/test_dir_8KB_10428,64,32KB,6608.37,1.58,51.63,10428,10428,81.47,3.04
/mnt/nvme0/test_dir_512B_10428,128,32KB,7162.09,1.46,3.50,10428,10428,5.09,4.78
/mnt/nvme0/test_dir_2KB_10428,128,32KB,7307.64,1.43,14.27,10428,10428,20.37,4.98
/mnt/nvme0/test_dir_8KB_10428,128,32KB,6421.18,1.62,50.17,10428,10428,81.47,5.85
/mnt/nvme0/test_dir_512B_10428,256,32KB,7261.84,1.44,3.55,10428,10428,5.09,9.31
/mnt/nvme0/test_dir_2KB_10428,256,32KB,7036.44,1.48,13.74,10428,10428,20.37,10.12
/mnt/nvme0/test_dir_8KB_10428,256,32KB,6370.19,1.64,49.77,10428,10428,81.47,11.50
/mnt/nvme0/test_dir_512B_10428,512,32KB,6448.98,1.62,3.15,10428,10428,5.09,17.06
/mnt/nvme0/test_dir_2KB_10428,512,32KB,7437.95,1.40,14.53,10428,10428,20.37,17.22
/mnt/nvme0/test_dir_8KB_10428,512,32KB,5891.53,1.77,46.03,10428,10428,81.47,24.30
/mnt/nvme0/test_dir_512B_10428,1024,32KB,4428.03,2.35,2.16,10428,10428,5.09,31.01
/mnt/nvme0/test_dir_2KB_10428,1024,32KB,6533.83,1.60,12.76,10428,10428,20.37,38.79
/mnt/nvme0/test_dir_8KB_10428,1024,32KB,3882.35,2.69,30.33,10428,10428,81.47,44.23
/mnt/nvme0/test_dir_1KB_10428,4,32KB,13323.53,0.03,13.01,453,453,0.44,0.07
/mnt/nvme0/test_dir_1KB_10428,4,32KB,22650.00,0.02,22.12,453,453,0.44,0.06
/mnt/nvme0/test_dir_1KB_10428,4,32KB,2819.14,3.70,2.75,10428,10428,10.18,0.68
/mnt/beegfs/test_dir_16KB_10428,4,32KB,1149.60,9.07,17.96,10428,10428,162.94,1.96
