测试目录,线程数,IOSIZE,平均IOPS,总耗时(秒),平均带宽(MB/s),处理文件数,总操作数,总数据量(MB),平均延迟(ms)
/mnt/beegfs/test_dir_512B_10428,1,32KB,1402.93,7.43,0.69,10428,10428,5.09,0.61
/mnt/beegfs/test_dir_1KB_10428,1,32KB,1304.64,7.99,1.27,10429,10428,10.18,0.67
/mnt/beegfs/test_dir_2KB_10428,1,32KB,1216.94,8.57,2.38,10428,10428,20.37,0.72
/mnt/beegfs/test_dir_4KB_10428,1,32KB,1251.41,8.33,4.89,10428,10428,40.73,0.70
/mnt/beegfs/test_dir_8KB_10428,1,32KB,1235.40,8.44,9.65,10428,10428,81.47,0.70
/mnt/beegfs/test_dir_16KB_10428,1,32KB,1230.01,8.48,19.22,10428,10428,162.94,0.71
