测试目录,线程数,IOSIZE,平均IOPS,总耗时(秒),平均带宽(MB/s),处理文件数,总操作数,总数据量(MB),平均延迟(ms)
/mnt/beegfs/test_dir_1MB_1024,1024,256KB,4271.12,0.96,1067.78,1024,4096,1024.00,101.28
/mnt/beegfs/test_dir_1MB_1024,1024,512KB,2985.42,0.69,1492.71,1024,2048,1024.00,118.40
/mnt/beegfs/test_dir_1MB_1024,1024,1MB,1822.06,0.56,1822.06,1024,1024,1024.00,128.03
/mnt/beegfs/test_dir_1MB_1024,1,512B,1674.02,1252.77,0.82,1024,2097152,1024.00,0.58
/mnt/beegfs/test_dir_1MB_1024,1,1KB,1528.59,685.98,1.49,1024,1048576,1024.00,0.63
/mnt/beegfs/test_dir_1MB_1024,1,2KB,1568.89,334.18,3.06,1024,524288,1024.00,0.62
/mnt/beegfs/test_dir_1MB_1024,1,4KB,1619.07,161.91,6.32,1024,262144,1024.00,0.60
/mnt/beegfs/test_dir_1MB_1024,1,8KB,1632.06,80.31,12.75,1024,131072,1024.00,0.59
/mnt/beegfs/test_dir_1MB_1024,1,16KB,1655.62,39.58,25.87,1024,65536,1024.00,0.58
/mnt/beegfs/test_dir_1MB_1024,1,32KB,1404.72,23.33,43.90,1024,32768,1024.00,0.69
/mnt/beegfs/test_dir_1MB_1024,1,64KB,1361.70,12.03,85.11,1024,16384,1024.00,0.71
/mnt/beegfs/test_dir_1MB_1024,1,128KB,1221.59,6.71,152.70,1024,8192,1024.00,0.79
/mnt/beegfs/test_dir_1MB_1024,1,256KB,1079.03,3.80,269.76,1024,4096,1024.00,0.89
/mnt/beegfs/test_dir_1MB_1024,1,512KB,865.96,2.37,432.98,1024,2048,1024.00,1.10
/mnt/beegfs/test_dir_1MB_1024,1,1MB,476.72,2.15,476.72,1024,1024,1024.00,2.01
/mnt/beegfs/test_dir_1MB_1024,2,512B,3038.92,690.10,1.48,1024,2097152,1024.00,0.63
/mnt/beegfs/test_dir_1MB_1024,2,1KB,3620.85,289.59,3.54,1024,1048576,1024.00,0.52
/mnt/beegfs/test_dir_1MB_1024,2,2KB,3165.63,165.62,6.18,1024,524288,1024.00,0.60
/mnt/beegfs/test_dir_1MB_1024,2,4KB,3921.73,66.84,15.32,1024,262144,1024.00,0.49
/mnt/beegfs/test_dir_1MB_1024,2,8KB,3810.56,34.40,29.77,1024,131072,1024.00,0.50
/mnt/beegfs/test_dir_1MB_1024,2,16KB,2667.75,24.57,41.68,1024,65536,1024.00,0.72
/mnt/beegfs/test_dir_1MB_1024,2,32KB,2580.97,12.70,80.66,1024,32768,1024.00,0.74
/mnt/beegfs/test_dir_1MB_1024,2,64KB,2455.27,6.67,153.45,1024,16384,1024.00,0.78
/mnt/beegfs/test_dir_1MB_1024,2,128KB,2383.47,3.44,297.93,1024,8192,1024.00,0.80
/mnt/beegfs/test_dir_1MB_1024,2,256KB,2108.08,1.94,527.02,1024,4096,1024.00,0.90
/mnt/beegfs/test_dir_1MB_1024,2,512KB,1716.68,1.19,858.34,1024,2048,1024.00,1.10
/mnt/beegfs/test_dir_1MB_1024,2,1MB,895.10,1.14,895.10,1024,1024,1024.00,2.14
/mnt/beegfs/test_dir_1MB_1024,4,512B,5703.18,367.72,2.78,1024,2097152,1024.00,0.64
/mnt/beegfs/test_dir_1MB_1024,4,1KB,5749.37,182.38,5.61,1024,1048576,1024.00,0.64
/mnt/beegfs/test_dir_1MB_1024,4,2KB,5566.87,94.18,10.87,1024,524288,1024.00,0.66
/mnt/beegfs/test_dir_1MB_1024,4,4KB,5280.58,49.64,20.63,1024,262144,1024.00,0.70
/mnt/beegfs/test_dir_1MB_1024,4,8KB,5198.59,25.21,40.61,1024,131072,1024.00,0.71
/mnt/beegfs/test_dir_1MB_1024,4,16KB,4999.69,13.11,78.12,1024,65536,1024.00,0.74
/mnt/beegfs/test_dir_1MB_1024,4,32KB,4801.88,6.82,150.06,1024,32768,1024.00,0.78
/mnt/beegfs/test_dir_1MB_1024,4,64KB,4669.14,3.51,291.82,1024,16384,1024.00,0.80
/mnt/beegfs/test_dir_1MB_1024,4,128KB,4373.73,1.87,546.72,1024,8192,1024.00,0.85
/mnt/beegfs/test_dir_1MB_1024,4,256KB,4129.03,0.99,1032.26,1024,4096,1024.00,0.90
/mnt/beegfs/test_dir_1MB_1024,4,512KB,3419.03,0.60,1709.52,1024,2048,1024.00,1.10
/mnt/beegfs/test_dir_1MB_1024,4,1MB,1851.72,0.55,1851.72,1024,1024,1024.00,2.05
/mnt/beegfs/test_dir_1MB_1024,8,512B,7787.42,269.30,3.80,1024,2097152,1024.00,0.90
/mnt/beegfs/test_dir_1MB_1024,8,1KB,8031.80,130.55,7.84,1024,1048576,1024.00,0.87
/mnt/beegfs/test_dir_1MB_1024,8,2KB,7665.48,68.40,14.97,1024,524288,1024.00,0.92
/mnt/beegfs/test_dir_1MB_1024,8,4KB,7431.65,35.27,29.03,1024,262144,1024.00,0.95
/mnt/beegfs/test_dir_1MB_1024,8,8KB,6887.65,19.03,53.81,1024,131072,1024.00,1.04
/mnt/beegfs/test_dir_1MB_1024,8,16KB,7204.13,9.10,112.56,1024,65536,1024.00,1.00
/mnt/beegfs/test_dir_1MB_1024,8,32KB,7091.11,4.62,221.60,1024,32768,1024.00,1.01
/mnt/beegfs/test_dir_1MB_1024,8,64KB,6548.36,2.50,409.27,1024,16384,1024.00,1.10
/mnt/beegfs/test_dir_1MB_1024,8,128KB,6267.79,1.31,783.47,1024,8192,1024.00,1.14
/mnt/beegfs/test_dir_1MB_1024,8,256KB,5793.49,0.71,1448.37,1024,4096,1024.00,1.24
/mnt/beegfs/test_dir_1MB_1024,8,512KB,5056.79,0.41,2528.40,1024,2048,1024.00,1.41
/mnt/beegfs/test_dir_1MB_1024,8,1MB,3180.12,0.32,3180.12,1024,1024,1024.00,2.35
/mnt/beegfs/test_dir_1MB_1024,16,512B,7160.67,292.87,3.50,1024,2097152,1024.00,1.84
/mnt/beegfs/test_dir_1MB_1024,16,1KB,7456.38,140.63,7.28,1024,1048576,1024.00,1.75
/mnt/beegfs/test_dir_1MB_1024,16,2KB,7470.51,70.18,14.59,1024,524288,1024.00,1.75
/mnt/beegfs/test_dir_1MB_1024,16,4KB,7813.07,33.55,30.52,1024,262144,1024.00,1.68
/mnt/beegfs/test_dir_1MB_1024,16,8KB,8440.47,15.53,65.94,1024,131072,1024.00,1.56
/mnt/beegfs/test_dir_1MB_1024,16,16KB,7340.50,8.93,114.70,1024,65536,1024.00,1.78
/mnt/beegfs/test_dir_1MB_1024,16,32KB,7343.79,4.46,229.49,1024,32768,1024.00,1.77
/mnt/beegfs/test_dir_1MB_1024,16,64KB,6977.85,2.35,436.12,1024,16384,1024.00,1.85
/mnt/beegfs/test_dir_1MB_1024,16,128KB,6654.75,1.23,831.84,1024,8192,1024.00,1.92
/mnt/beegfs/test_dir_1MB_1024,16,256KB,6553.60,0.62,1638.40,1024,4096,1024.00,1.87
/mnt/beegfs/test_dir_1MB_1024,16,512KB,7907.34,0.26,3953.67,1024,2048,1024.00,1.72
/mnt/beegfs/test_dir_1MB_1024,16,1MB,4302.52,0.24,4302.52,1024,1024,1024.00,3.34
/mnt/beegfs/test_dir_1MB_1024,32,512B,7263.29,288.73,3.55,1024,2097152,1024.00,3.43
/mnt/beegfs/test_dir_1MB_1024,32,1KB,7089.00,147.92,6.92,1024,1048576,1024.00,3.54
/mnt/beegfs/test_dir_1MB_1024,32,2KB,7220.21,72.61,14.10,1024,524288,1024.00,3.44
/mnt/beegfs/test_dir_1MB_1024,32,4KB,7117.48,36.83,27.80,1024,262144,1024.00,3.51
/mnt/beegfs/test_dir_1MB_1024,32,8KB,7025.73,18.66,54.89,1024,131072,1024.00,3.56
/mnt/beegfs/test_dir_1MB_1024,32,16KB,6854.51,9.56,107.10,1024,65536,1024.00,3.69
/mnt/beegfs/test_dir_1MB_1024,32,32KB,6846.64,4.79,213.96,1024,32768,1024.00,3.66
/mnt/beegfs/test_dir_1MB_1024,32,64KB,6843.78,2.39,427.74,1024,16384,1024.00,3.53
/mnt/beegfs/test_dir_1MB_1024,32,128KB,6537.91,1.25,817.24,1024,8192,1024.00,3.67
/mnt/beegfs/test_dir_1MB_1024,32,256KB,5988.30,0.68,1497.08,1024,4096,1024.00,3.77
/mnt/beegfs/test_dir_1MB_1024,32,512KB,5211.20,0.39,2605.60,1024,2048,1024.00,3.85
/mnt/beegfs/test_dir_1MB_1024,32,1MB,4284.52,0.24,4284.52,1024,1024,1024.00,6.18
/mnt/beegfs/test_dir_1MB_1024,64,512B,6873.38,305.11,3.36,1024,2097152,1024.00,7.39
/mnt/beegfs/test_dir_1MB_1024,64,1KB,6911.71,151.71,6.75,1024,1048576,1024.00,7.28
/mnt/beegfs/test_dir_1MB_1024,64,2KB,6917.09,75.80,13.51,1024,524288,1024.00,7.27
/mnt/beegfs/test_dir_1MB_1024,64,4KB,6849.86,38.27,26.76,1024,262144,1024.00,7.37
/mnt/beegfs/test_dir_1MB_1024,64,8KB,6872.12,19.07,53.69,1024,131072,1024.00,7.25
/mnt/beegfs/test_dir_1MB_1024,64,16KB,6997.22,9.37,109.33,1024,65536,1024.00,6.98
/mnt/beegfs/test_dir_1MB_1024,64,32KB,7068.16,4.64,220.88,1024,32768,1024.00,6.73
/mnt/beegfs/test_dir_1MB_1024,64,64KB,6734.07,2.43,420.88,1024,16384,1024.00,6.95
/mnt/beegfs/test_dir_1MB_1024,64,128KB,6665.58,1.23,833.20,1024,8192,1024.00,6.57
/mnt/beegfs/test_dir_1MB_1024,64,256KB,6014.68,0.68,1503.67,1024,4096,1024.00,6.82
/mnt/beegfs/test_dir_1MB_1024,64,512KB,5081.89,0.40,2540.94,1024,2048,1024.00,7.20
/mnt/beegfs/test_dir_1MB_1024,64,1MB,3908.40,0.26,3908.40,1024,1024,1024.00,10.35
/mnt/beegfs/test_dir_1MB_1024,128,512B,6849.81,306.16,3.34,1024,2097152,1024.00,14.72
/mnt/beegfs/test_dir_1MB_1024,128,1KB,6887.47,152.24,6.73,1024,1048576,1024.00,14.65
/mnt/beegfs/test_dir_1MB_1024,128,2KB,6845.30,76.59,13.37,1024,524288,1024.00,14.73
/mnt/beegfs/test_dir_1MB_1024,128,4KB,6864.56,38.19,26.81,1024,262144,1024.00,14.57
/mnt/beegfs/test_dir_1MB_1024,128,8KB,6931.73,18.91,54.15,1024,131072,1024.00,14.18
/mnt/beegfs/test_dir_1MB_1024,128,16KB,6909.44,9.48,107.96,1024,65536,1024.00,13.92
/mnt/beegfs/test_dir_1MB_1024,128,32KB,6830.94,4.80,213.47,1024,32768,1024.00,13.69
/mnt/beegfs/test_dir_1MB_1024,128,64KB,6652.05,2.46,415.75,1024,16384,1024.00,13.50
/mnt/beegfs/test_dir_1MB_1024,128,128KB,6296.69,1.30,787.09,1024,8192,1024.00,13.97
/mnt/beegfs/test_dir_1MB_1024,128,256KB,5649.66,0.72,1412.41,1024,4096,1024.00,13.66
/mnt/beegfs/test_dir_1MB_1024,128,512KB,4946.86,0.41,2473.43,1024,2048,1024.00,13.71
/mnt/beegfs/test_dir_1MB_1024,128,1MB,3379.54,0.30,3379.54,1024,1024,1024.00,22.58
/mnt/beegfs/test_dir_1MB_1024,256,512B,6868.36,305.33,3.35,1024,2097152,1024.00,29.09
/mnt/beegfs/test_dir_1MB_1024,256,1KB,6938.38,151.13,6.78,1024,1048576,1024.00,28.66
/mnt/beegfs/test_dir_1MB_1024,256,2KB,6908.07,75.89,13.49,1024,524288,1024.00,28.45
/mnt/beegfs/test_dir_1MB_1024,256,4KB,6967.28,37.62,27.22,1024,262144,1024.00,27.84
/mnt/beegfs/test_dir_1MB_1024,256,8KB,6980.45,18.78,54.53,1024,131072,1024.00,27.36
/mnt/beegfs/test_dir_1MB_1024,256,16KB,6768.15,9.68,105.75,1024,65536,1024.00,28.14
/mnt/beegfs/test_dir_1MB_1024,256,32KB,6768.85,4.84,211.53,1024,32768,1024.00,26.88
/mnt/beegfs/test_dir_1MB_1024,256,64KB,6499.01,2.52,406.19,1024,16384,1024.00,27.00
/mnt/beegfs/test_dir_1MB_1024,256,128KB,6127.15,1.34,765.89,1024,8192,1024.00,26.53
/mnt/beegfs/test_dir_1MB_1024,256,256KB,5271.56,0.78,1317.89,1024,4096,1024.00,27.37
/mnt/beegfs/test_dir_1MB_1024,256,512KB,4015.69,0.51,2007.84,1024,2048,1024.00,30.84
/mnt/beegfs/test_dir_1MB_1024,256,1MB,2687.66,0.38,2687.66,1024,1024,1024.00,42.33
/mnt/beegfs/test_dir_1MB_1024,512,512B,6919.17,303.09,3.38,1024,2097152,1024.00,57.42
/mnt/beegfs/test_dir_1MB_1024,512,1KB,6876.09,152.50,6.71,1024,1048576,1024.00,57.58
/mnt/beegfs/test_dir_1MB_1024,512,2KB,6937.69,75.57,13.55,1024,524288,1024.00,56.24
/mnt/beegfs/test_dir_1MB_1024,512,4KB,7039.88,37.24,27.50,1024,262144,1024.00,53.75
/mnt/beegfs/test_dir_1MB_1024,512,8KB,7072.36,18.53,55.25,1024,131072,1024.00,52.55
/mnt/beegfs/test_dir_1MB_1024,512,16KB,6971.91,9.40,108.94,1024,65536,1024.00,51.31
