IOSize (KB),Threads,Throughput (GiB/sec),IOPS
8,128,0.090469,11857.952768
8,256,0.042601,5583.798272
16,1,0.031406,2058.223616
16,2,0.057155,3745.71008
16,4,0.108616,7118.258176
16,8,0.211299,13847.691264
16,16,0.372446,24408.621056
16,32,0.399392,26174.554112
16,64,0.286664,18786.811904
16,128,0.151982,9960.292352
16,256,0.067056,4394.582016
0.5,1,0.000896,1879.048192
0.5,2,0.001723,3613.392896
0.5,4,0.003541,7426.015232
0.5,8,0.006517,13667.139584
0.5,16,0.012763,26765.950976
0.5,32,0.013983,29324.476416
0.5,64,0.011915,24987.56608
0.5,128,0.008438,17695.768576
0.5,256,0.000391,819.986432
1,1,0.002166,2271.215616
1,2,0.003525,3696.2304
1,4,0.006914,7249.854464
1,8,0.013155,13794.01728
1,16,0.026302,27579.645952
1,32,0.031917,33467.400192
1,64,0.023433,24571.281408
1,128,0.01432,15015.60832
1,256,0.000729,764.411904
2,1,0.005273,2764.570624
2,2,0.006635,3478.65088
2,4,0.013233,6937.903104
2,8,0.025901,13579.583488
2,16,0.052285,27412.39808
2,32,0.067298,35283.533824
2,64,0.047944,25136.463872
2,128,0.026022,13643.022336
2,256,0.001484,778.043392
4,1,0.011492,3012.558848
4,2,0.02202,5772.41088
4,4,0.046539,12199.919616
4,8,0.062523,16390.029312
4,16,0.112238,29422.518272
4,32,0.130977,34334.834688
4,64,0.096642,25334.120448
4,128,0.048492,12711.886848
4,256,0.022417,5876.482048
8,1,0.023796,3118.989312
8,2,0.037113,4864.475136
8,4,0.076261,9995.681792
8,8,0.17638,23118.47936
8,16,0.175027,22941.138944
8,32,0.212384,27837.595648
8,64,0.176522,23137.091584
8,128,0.087506,11469.586432
8,256,0.040524,5311.561728
16,1,0.030433,1994.457088
16,2,0.053601,3512.795136
16,4,0.110081,7214.268416
16,8,0.220514,14451.605504
16,16,0.385192,25243.942912
16,32,0.395232,25901.924352
16,64,0.31204,20449.85344
16,128,0.160531,10520.559616
16,255,0.052467,3438.477312
0.5,1,0.0009,1887.4368
0.5,2,0.001823,3823.108096
0.5,4,0.003658,7671.382016
0.5,8,0.007021,14724.104192
0.5,16,0.013457,28221.374464
0.5,32,0.01473,30891.04896
0.5,64,0.011706,24549.261312
0.5,128,0.008537,17903.386624
0.5,256,0.000362,759.169024
1,1,0.002175,2280.6528
1,2,0.003533,3704.619008
1,4,0.006829,7160.725504
1,8,0.013283,13928.235008
1,16,0.026239,27513.585664
1,32,0.032634,34219.229184
1,64,0.023968,25132.269568
1,128,0.014308,15003.025408
1,256,0.00072,754.97472
2,1,0.004995,2618.81856
2,2,0.006477,3395.813376
2,4,0.013012,6822.035456
2,8,0.024017,12591.824896
2,16,0.048611,25486.163968
2,32,0.05914,31006.39232
2,64,0.045928,24079.499264
2,128,0.02628,13778.28864
2,256,0.001589,833.093632
4,1,0.011481,3009.675264
4,2,0.022923,6009.126912
4,4,0.027234,7139.229696
4,8,0.056743,14874.836992
4,16,0.102495,26868.44928
4,32,0.105085,27547.40224
4,64,0.090999,23854.841856
4,128,0.046468,12181.307392
4,256,0.023629,6194.200576
8,1,0.022004,2884.108288
8,2,0.039754,5210.636288
8,4,0.089081,11676.024832
8,8,0.099998,13106.937856
8,16,0.193891,25413.681152
8,32,0.188172,24664.080384
8,64,0.174517,22874.292224
8,128,0.088552,11606.687744
8,256,0.04329,5674.10688
16,1,0.031559,2068.250624
16,2,0.053248,3489.660928
16,4,0.109159,7153.844224
16,8,0.205205,13448.31488
16,16,0.338827,22205.366272
16,32,0.430066,28184.805376
16,64,0.299077,19600.310272
16,128,0.150473,9861.398528
16,256,0.067881,4448.649216
0.5,1,0.000906,1900.019712
0.5,2,0.00181,3795.84512
0.5,4,0.003518,7377.780736
0.5,8,0.00678,14218.69056
0.5,16,0.013171,27621.588992
0.5,32,0.013862,29070.721024
0.5,64,0.011343,23787.995136
0.5,128,0.008423,17664.311296
0.5,256,0.000375,786.432
1,1,0.002014,2111.832064
1,2,0.00341,3575.64416
1,4,0.006615,6936.33024
1,8,0.013168,13807.648768
1,16,0.026357,27637.317632
1,32,0.030948,32451.330048
1,64,0.023419,24556.601344
1,128,0.014107,14792.261632
1,256,0.000767,804.257792
2,1,0.005265,2760.37632
2,2,0.006572,3445.620736
2,4,0.013832,7251.951616
2,8,0.024708,12954.107904
2,16,0.050335,26390.03648
2,32,0.058747,30800.347136
2,64,0.048856,25614.614528
2,128,0.025,13107.2
2,256,0.001542,808.452096
4,1,0.012259,3213.623296
4,2,0.021258,5572.657152
4,4,0.04413,11568.41472
4,8,0.062822,16468.410368
4,16,0.112077,29380.313088
4,32,0.125915,33007.86176
4,64,0.092508,24250.417152
4,128,0.047404,12426.674176
4,256,0.022767,5968.232448
8,1,0.022239,2914.910208
8,2,0.044783,5869.797376
8,4,0.105557,13835.567104
8,8,0.176762,23168.548864
8,16,0.185914,24368.119808
8,32,0.201055,26352.68096
8,64,0.154114,20200.030208
8,128,0.089005,11666.06336
8,256,0.041525,5442.7648
16,1,0.033403,2189.099008
16,2,0.056339,3692.232704
16,4,0.116181,7614.038016
16,8,0.212251,13910.081536
16,16,0.357778,23447.339008
16,32,0.349572,22909.550592
16,64,0.315806,20696.662016
16,128,0.148531,9734.127616
16,256,0.067225,4405.6576
0.5,1,0.000911,1910.505472
0.5,2,0.001801,3776.970752
0.5,4,0.003582,7511.998464
0.5,8,0.006937,14547.943424
0.5,16,0.013806,28953.280512
0.5,32,0.015211,31899.779072
0.5,64,0.011723,24584.912896
0.5,128,0.008516,17859.346432
0.5,256,0.00038,796.91776
1,1,0.002182,2287.992832
1,2,0.003376,3539.992576
1,4,0.007537,7903.117312
1,8,0.016763,17577.279488
1,16,0.028065,29428.28544
1,32,0.034928,36624.662528
1,64,0.023892,25052.577792
1,128,0.015441,16191.062016
1,256,0.000807,846.200832
2,1,0.005127,2688.024576
2,2,0.006568,3443.523584
2,4,0.013392,7021.264896
2,8,0.029013,15211.167744
2,16,0.055251,28967.436288
2,32,0.054826,28744.613888
2,64,0.04497,23577.23136
2,128,0.0258,13526.6304
2,256,0.001508,790.626304
4,1,0.012297,3223.584768
4,2,0.023883,6260.785152
4,4,0.058158,15245.770752
4,8,0.063239,16577.724416
4,16,0.102478,26863.992832
4,32,0.111779,29302.194176
4,64,0.089473,23454.810112
4,128,0.049474,12969.312256
4,256,0.021677,5682.495488
8,1,0.022492,2948.071424
8,2,0.047526,6229.327872
8,4,0.096935,12705.46432
8,8,0.180401,23645.519872
8,16,0.244676,32070.172672
8,32,0.212519,27855.290368
8,64,0.184097,24129.961984
8,128,0.088931,11656.364032
8,256,0.042469,5566.496768
16,1,0.030479,1997.471744
16,2,0.057376,3760.193536
16,4,0.107222,7026.900992
16,8,0.240432,15756.951552
16,16,0.374316,24531.173376
16,32,0.395231,25901.858816
16,64,0.317288,20793.786368
16,128,0.162393,10642.587648
16,256,0.063105,4135.64928
0.5,1,0.000912,1912.602624
0.5,2,0.001654,3468.689408
0.5,4,0.003557,7459.569664
0.5,8,0.007434,15590.227968
0.5,16,0.014372,30140.268544
0.5,32,0.016106,33776.730112
0.5,64,0.01175,24641.536
0.5,128,0.008528,17884.512256
0.5,256,0.000371,778.043392
1,1,0.001989,2085.617664
1,2,0.003397,3562.012672
1,4,0.006847,7179.599872
1,8,0.013128,13765.705728
1,16,0.024916,26126.319616
1,32,0.030015,31473.00864
1,64,0.022881,23992.467456
1,128,0.014516,15221.129216
1,256,0.000799,837.812224
2,1,0.004943,2591.555584
2,2,0.00661,3465.54368
2,4,0.01318,6910.11584
2,8,0.025978,13619.953664
2,16,0.05596,29339.15648
2,32,0.068466,35895.902208
2,64,0.045491,23850.385408
2,128,0.026815,14058.78272
2,256,0.001491,781.713408
4,1,0.012162,3188.195328
4,2,0.020936,5488.246784
4,4,0.043416,11381.243904
4,8,0.061813,16203.907072
4,16,0.113675,29799.2192
4,32,0.12007,31475.63008
4,64,0.085822,22497.722368
4,128,0.047815,12534.41536
4,256,0.021676,5682.233344
8,1,0.023455,3074.29376
8,2,0.043382,5686.165504
8,4,0.078003,10224.009216
8,8,0.186285,24416.74752
8,16,0.199321,26125.402112
8,32,0.240063,31465.537536
8,64,0.166662,21844.721664
8,128,0.089129,11682.316288
8,256,0.041267,5408.948224
16,1,0.028874,1892.286464
16,2,0.056123,3678.076928
16,4,0.100688,6598.688768
16,8,0.20357,13341.16352
16,16,0.32989,21619.67104
16,32,0.38902,25494.81472
16,64,0.283729,18594.463744
16,128,0.156978,10287.710208
16,256,0.073063,4788.256768
0.5,1,0.000927,1944.059904
0.5,2,0.001719,3605.004288
0.5,4,0.003555,7455.37536
0.5,8,0.006573,13784.580096
0.5,16,0.012849,26946.306048
0.5,32,0.014554,30521.950208
0.5,64,0.011717,24572.329984
0.5,128,0.008423,17664.311296
0.5,256,0.000375,786.432
1,1,0.002007,2104.492032
1,2,0.003465,3633.31584
1,4,0.007348,7704.936448
1,8,0.012932,13560.184832
1,16,0.026352,27632.074752
1,32,0.028958,30364.663808
1,64,0.023231,24359.469056
1,128,0.013878,14552.137728
1,256,0.000781,818.937856
2,1,0.005183,2717.384704
2,2,0.006422,3366.977536
2,4,0.013148,6893.338624
2,8,0.025355,13293.32224
2,16,0.053093,27836.022784
2,32,0.054689,28672.786432
2,64,0.047105,24696.58624
2,128,0.026904,14105.444352
2,256,0.00152,796.91776
4,1,0.01208,3166.69952
4,2,0.021842,5725.749248
4,4,0.030272,7935.623168
4,8,0.063236,16576.937984
4,16,0.100811,26426.998784
4,32,0.122442,32097.435648
4,64,0.096989,25425.084416
4,128,0.04877,12784.76288
4,256,0.02203,5775.03232
8,1,0.019534,2560.360448
8,2,0.043707,5728.763904
8,4,0.094794,12424.839168
8,8,0.160978,21099.708416
8,16,0.20349,26671.84128
8,32,0.236904,31051.481088
8,64,0.175607,23017.160704
8,128,0.089874,11779.964928
8,256,0.041224,5403.312128
16,1,0.0298,1952.9728
16,2,0.054123,3547.004928
16,4,0.108034,7080.116224
16,8,0.238227,15612.444672
16,16,0.304587,19961.413632
16,32,0.387565,25399.45984
16,64,0.276601,18127.323136
16,128,0.15689,10281.94304
16,256,0.063546,4164.550656
0.5,1,0.000951,1994.391552
0.5,2,0.001753,3676.307456
0.5,4,0.003473,7283.408896
0.5,8,0.00632,13254.00064
0.5,16,0.012816,26877.100032
0.5,32,0.015168,31809.601536
0.5,64,0.011877,24907.874304
0.5,128,0.008471,17764.974592
0.5,256,0.000389,815.792128
1,1,0.002087,2188.378112
1,2,0.003443,3610.247168
1,4,0.006756,7084.179456
1,8,0.013386,14036.238336
1,16,0.027204,28525.461504
1,32,0.031018,32524.730368
1,64,0.024336,25518.145536
1,128,0.014107,14792.261632
1,256,0.000768,805.306368
2,1,0.004842,2538.602496
2,2,0.006593,3456.630784
2,4,0.013704,7184.842752
2,8,0.027116,14216.593408
2,16,0.057055,29913.25184
2,32,0.059517,31204.048896
2,64,0.048998,25689.063424
2,128,0.025639,13442.220032
2,256,0.001498,785.383424
4,1,0.013137,3443.785728
4,2,0.024727,6482.034688
4,4,0.055069,14436.007936
4,8,0.05848,15330.18112
4,16,0.110267,28905.832448
4,32,0.124479,32631.422976
4,64,0.089561,23477.878784
4,128,0.046815,12272.27136
4,256,0.023425,6140.7232
8,1,0.022047,2889.744384
8,2,0.044198,5793.120256
8,4,0.091799,12032.278528
8,8,0.142372,18660.982784
8,16,0.180732,23688.904704
8,32,0.21003,27529.05216
8,64,0.162612,21313.880064
8,128,0.089361,11712.724992
8,256,0.037313,4890.689536
16,1,0.0292,1913.6512
16,2,0.059508,3899.916288
16,4,0.109615,7183.72864
16,8,0.202364,13262.127104
16,16,0.326344,21387.280384
16,32,0.441384,28926.541824
16,64,0.310112,20323.500032
16,128,0.161819,10604.969984
16,256,0.062129,4071.686144
0.5,1,0.000929,1948.254208
0.5,2,0.001716,3598.712832
0.5,4,0.003493,7325.351936
0.5,8,0.006236,13077.839872
0.5,16,0.014422,30245.126144
0.5,32,0.015802,33139.195904
0.5,64,0.011448,24008.196096
0.5,128,0.008495,17815.30624
0.5,256,0.000377,790.626304
1,1,0.0021,2202.0096
1,2,0.003435,3601.85856
1,4,0.006739,7066.353664
1,8,0.01242,13023.31392
1,16,0.025447,26683.113472
1,32,0.028227,29598.154752
1,64,0.022314,23397.924864
1,128,0.013839,14511.243264
1,256,0.000733,768.606208
2,1,0.005257,2756.182016
2,2,0.006463,3388.473344
2,4,0.013392,7021.264896
2,8,0.025037,13126.598656
2,16,0.054245,28440.00256
2,32,0.058154,30489.444352
2,64,0.047039,24661.983232
2,128,0.025812,13532.921856
2,256,0.001399,733.478912
4,1,0.012042,3156.738048
4,2,0.021395,5608.57088
4,4,0.049479,12970.622976
4,8,0.068447,17942.970368
4,16,0.089918,23571.464192
4,32,0.113333,29709.565952
4,64,0.084027,22027.173888
4,128,0.0481,12609.1264
4,256,0.021939,5751.177216
8,1,0.021896,2869.952512
8,2,0.039777,5213.650944
8,4,0.06906,9051.83232
8,8,0.16736,21936.20992
8,16,0.178332,23374.331904
8,32,0.233647,30624.579584
8,64,0.170745,22379.88864
8,128,0.091154,11947.737088
8,256,0.036672,4806.672384
16,1,0.029763,1950.547968
16,2,0.055123,3612.540928
16,4,0.112084,7345.537024
16,8,0.212738,13941.997568
16,16,0.301962,19789.381632
16,32,0.380126,24911.937536
16,64,0.298289,19548.667904
16,128,0.152276,9979.559936
16,256,0.067125,4399.104
0.5,1,0.000889,1864.368128
0.5,2,0.001718,3602.907136
0.5,4,0.003545,7434.40384
0.5,8,0.006676,14000.586752
0.5,16,0.013823,28988.932096
0.5,32,0.015627,32772.194304
0.5,64,0.011172,23429.382144
0.5,128,0.008473,17769.168896
0.5,256,0.000381,799.014912
1,1,0.002067,2167.406592
1,2,0.003565,3738.17344
1,4,0.006818,7149.191168
1,8,0.01352,14176.74752
1,16,0.027594,28934.406144
1,32,0.030251,31720.472576
1,64,0.023505,24646.77888
1,128,0.014077,14760.804352
1,256,0.000735,770.70336
2,1,0.004893,2565.341184
2,2,0.006781,3555.196928
2,4,0.013637,7149.715456
2,8,0.027714,14530.117632
2,16,0.051243,26866.089984
2,32,0.059055,30961.82784
2,64,0.048835,25603.60448
2,128,0.026303,13790.347264
2,256,0.001475,773.3248
4,1,0.011624,3047.161856
4,2,0.02187,5733.08928
4,4,0.029764,7802.454016
4,8,0.053457,14013.431808
4,16,0.112449,29477.830656
4,32,0.120634,31623.479296
4,64,0.087773,23009.165312
4,128,0.048826,12799.442944
4,256,0.022894,6001.524736
8,1,0.02318,3038.24896
8,2,0.044261,5801.377792
8,4,0.093304,12229.541888
8,8,0.187209,24537.858048
8,16,0.196839,25800.081408
8,32,0.191195,25060.31104
8,64,0.151235,19822.67392
8,128,0.085238,11172.315136
8,256,0.037673,4937.875456
16,1,0.030237,1981.612032
16,2,0.057129,3744.006144
16,4,0.104944,6877.609984
16,8,0.192686,12627.869696
16,16,0.330086,21632.516096
16,32,0.440355,28859.10528
16,64,0.327479,21461.663744
16,128,0.161968,10614.734848
16,256,0.071227,4667.932672
0.5,1,0.000911,1910.505472
0.5,2,0.001711,3588.227072
0.5,4,0.003444,7222.591488
0.5,8,0.006557,13751.025664
0.5,16,0.013323,27940.356096
0.5,32,0.014851,31144.804352
0.5,64,0.011823,24794.628096
0.5,128,0.008262,17326.669824
0.5,256,0.000369,773.849088
1,1,0.002128,2231.369728
1,2,0.003451,3618.635776
1,4,0.007114,7459.569664
1,8,0.014383,15081.668608
1,16,0.025936,27195.867136
1,32,0.030127,31590.449152
1,64,0.023908,25069.355008
1,128,0.014773,15490.613248
1,256,0.000776,813.694976
2,1,0.005274,2765.094912
2,2,0.006566,3442.475008
2,4,0.013649,7156.006912
2,8,0.027517,14426.832896
2,16,0.048685,25524.96128
2,32,0.058387,30611.603456
2,64,0.049137,25761.939456
2,128,0.025106,13162.774528
2,256,0.001469,770.179072
4,1,0.011912,3122.659328
4,2,0.023716,6217.007104
4,4,0.035284,9249.488896
4,8,0.065914,17278.959616
4,16,0.108037,28321.251328
4,32,0.110605,28994.43712
4,64,0.084859,22245.277696
4,128,0.049096,12870.221824
4,256,0.022826,5983.698944
8,1,0.016691,2187.722752
8,2,0.037409,4903.272448
8,4,0.064818,8495.824896
8,8,0.10916,14307.81952
8,16,0.176536,23138.926592
8,32,0.199711,26176.520192
8,64,0.153624,20135.804928
8,128,0.083287,10916.593664
8,256,0.039385,5162.27072
16,1,0.029967,1963.917312
16,2,0.056015,3670.99904
16,4,0.10484,6870.79424
16,8,0.246106,16128.802816
16,16,0.353946,23196.205056
16,32,0.393953,25818.103808
16,64,0.302117,19799.539712
16,128,0.153809,10080.026624
16,256,0.065101,4266.459136
0.5,1,0.000918,1925.185536
0.5,2,0.001729,3625.975808
0.5,4,0.003492,7323.254784
0.5,8,0.007215,15130.95168
0.5,16,0.013675,28678.5536
0.5,32,0.014448,30299.652096
0.5,64,0.011247,23586.668544
0.5,128,0.008619,18075.353088
0.5,256,0.000362,759.169024
1,1,0.002034,2132.803584
1,2,0.003412,3577.741312
1,4,0.006617,6938.427392
1,8,0.012615,13227.78624
1,16,0.025533,26773.291008
1,32,0.033015,34618.73664
1,64,0.02401,25176.30976
1,128,0.015031,15761.145856
1,256,0.000804,843.055104
2,1,0.005313,2785.542144
2,2,0.006357,3332.898816
2,4,0.013155,6897.00864
2,8,0.033436,17530.093568
2,16,0.057835,30322.19648
2,32,0.060358,31644.975104
2,64,0.047184,24738.004992
2,128,0.026917,14112.260096
2,256,0.001513,793.247744
4,1,0.012097,3171.155968
4,2,0.022838,5986.844672
4,4,0.039169,10267.918336
4,8,0.061834,16209.412096
4,16,0.110627,29000.204288
4,32,0.128356,33647.755264
4,64,0.087379,22905.880576
4,128,0.048721,12771.917824
4,256,0.022981,6024.331264
8,1,0.017971,2355.494912
8,2,0.036915,4838.52288
8,4,0.072075,9447.0144
8,8,0.189541,24843.517952
8,16,0.210583,27601.534976
8,32,0.223464,29289.873408
8,64,0.174145,22825.53344
8,128,0.090357,11843.272704
8,256,0.033551,4397.596672
16,1,0.031573,2069.168128
16,2,0.055922,3664.904192
16,4,0.107209,7026.049024
16,8,0.223065,14618.78784
16,16,0.379111,24845.418496
16,32,0.370649,24290.852864
16,64,0.312785,20498.67776
16,128,0.158721,10401.939456
16,256,0.072669,4762.435584
0.5,1,0.000914,1916.796928
0.5,2,0.001738,3644.850176
0.5,4,0.003401,7132.413952
0.5,8,0.006563,13763.608576
0.5,16,0.012762,26763.853824
0.5,32,0.015404,32304.529408
0.5,64,0.012015,25197.28128
0.5,128,0.00853,17888.70656
0.5,256,0.000369,773.849088
1,1,0.002025,2123.3664
1,2,0.003418,3584.032768
1,4,0.007089,7433.355264
1,8,0.014105,14790.16448
1,16,0.032051,33607.909376
1,32,0.031371,32894.877696
1,64,0.023341,24474.812416
1,128,0.014259,14951.645184
1,256,0.000755,791.67488
2,1,0.005113,2680.684544
2,2,0.006503,3409.444864
2,4,0.01362,7140.80256
2,8,0.027782,14565.769216
2,16,0.06325,33161.216
2,32,0.061549,32269.402112
2,64,0.04318,22638.75584
2,128,0.025726,13487.833088
2,256,0.001377,721.944576
4,1,0.012253,3212.050432
4,2,0.021803,5715.525632
4,4,0.027354,7170.686976
4,8,0.060687,15908.732928
4,16,0.11027,28906.61888
4,32,0.123045,32255.50848
4,64,0.097729,25619.070976
4,128,0.047237,12382.896128
4,256,0.020949,5491.654656
8,1,0.023017,3016.884224
8,2,0.040748,5340.921856
8,4,0.078867,10337.255424
8,8,0.187273,24546.246656
8,16,0.245555,32185.38496
8,32,0.227787,29856.497664
8,64,0.14911,19544.14592
8,128,0.088104,11547.967488
8,256,0.039881,5227.282432
16,1,0.030477,1997.340672
16,2,0.055617,3644.915712
16,4,0.100839,6608.584704
16,8,0.199501,13074.497536
16,16,0.333979,21887.647744
16,32,0.373097,24451.284992
16,64,0.316404,20735.852544
16,128,0.159732,10468.196352
16,256,0.06557,4297.19552
0.5,1,0.000921,1931.476992
0.5,2,0.001746,3661.627392
0.5,4,0.003459,7254.048768
0.5,8,0.007046,14776.532992
0.5,16,0.013947,29248.978944
0.5,32,0.01502,31499.22304
0.5,64,0.011694,24524.095488
0.5,128,0.00845,17720.9344
0.5,256,0.000383,803.209216
1,1,0.002,2097.152
1,2,0.003383,3547.332608
1,4,0.006747,7074.742272
1,8,0.012443,13047.431168
1,16,0.0268,28101.8368
1,32,0.030353,31827.427328
1,64,0.023657,24806.162432
1,128,0.014157,14844.690432
1,256,0.000728,763.363328
2,1,0.005327,2792.882176
2,2,0.006918,3627.024384
2,4,0.013019,6825.705472
2,8,0.028113,14739.308544
2,16,0.0535,28049.408
2,32,0.060683,31815.368704
2,64,0.046671,24469.045248
2,128,0.026649,13971.750912
2,256,0.001655,867.69664
4,1,0.012884,3377.463296
4,2,0.023056,6043.992064
4,4,0.048495,12712.67328
4,8,0.071172,18657.312768
4,16,0.113429,29734.731776
4,32,0.139128,36471.570432
4,64,0.094879,24871.960576
4,128,0.047795,12529.17248
4,256,0.022438,5881.987072
8,1,0.021471,2814.246912
8,2,0.051125,6701.056
8,4,0.08736,11450.44992
8,8,0.118927,15587.999744
8,16,0.163653,21450.326016
8,32,0.190192,24928.845824
8,64,0.156206,20474.232832
8,128,0.09188,12042.89536
8,256,0.039748,5209.849856
16,1,0.029343,1923.022848
16,2,0.059714,3913.416704
16,4,0.10312,6758.07232
16,8,0.198311,12996.509696
16,16,0.333855,21879.52128
16,32,0.406637,26649.362432
16,64,0.304232,19938.148352
16,128,0.158772,10405.281792
16,256,0.066142,4334.682112
0.5,1,0.000924,1937.768448
0.5,2,0.00181,3795.84512
0.5,4,0.003552,7449.083904
0.5,8,0.007228,15158.214656
0.5,16,0.013609,28540.141568
0.5,32,0.015394,32283.557888
0.5,64,0.011679,24492.638208
0.5,128,0.00861,18056.47872
0.5,256,0.000384,805.306368
1,1,0.002131,2234.515456
1,2,0.003413,3578.789888
1,4,0.006758,7086.276608
1,8,0.013679,14343.471104
1,16,0.028695,30088.88832
1,32,0.028224,29595.009024
1,64,0.023147,24271.388672
1,128,0.014462,15164.506112
1,256,0.000761,797.966336
2,1,0.004842,2538.602496
2,2,0.006571,3445.096448
2,4,0.012799,6710.362112
2,8,0.026744,14021.558272
2,16,0.049071,25727.336448
2,32,0.056666,29709.303808
2,64,0.046661,24463.802368
2,128,0.025373,13302.759424
2,256,0.001481,776.470528
4,1,0.012511,3279.683584
4,2,0.021359,5599.133696
4,4,0.042474,11134.304256
4,8,0.065762,17239.113728
4,16,0.12474,32699.84256
4,32,0.131656,34512.830464
4,64,0.093854,24603.262976
4,128,0.048905,12820.15232
4,256,0.02214,5803.86816
8,1,0.023436,3071.803392
8,2,0.049663,6509.428736
8,4,0.075223,9859.629056
8,8,0.153058,20061.618176
8,16,0.195185,25583.28832
8,32,0.214762,28149.284864
8,64,0.158044,20715.143168
8,128,0.088561,11607.867392
8,256,0.041228,5403.836416
16,1,0.030868,2022.965248
16,2,0.057711,3782.148096
16,4,0.100847,6609.108992
16,8,0.245376,16080.961536
16,16,0.399117,26156.531712
16,32,0.428763,28099.411968
16,64,0.331987,21757.100032
16,128,0.15168,9940.50048
16,254,0.072474,4749.656064
0.5,1,0.000998,2092.957696
0.5,2,0.00173,3628.07296
0.5,4,0.003586,7520.387072
0.5,8,0.006953,14581.497856
0.5,16,0.015434,32367.443968
0.5,32,0.015909,33363.591168
0.5,64,0.012018,25203.572736
0.5,128,0.008409,17634.951168
0.5,256,0.000365,765.46048
1,1,0.002054,2153.775104
1,2,0.003422,3588.227072
1,4,0.007045,7387.21792
1,8,0.015136,15871.246336
1,16,0.029947,31401.705472
1,32,0.029959,31414.288384
1,64,0.02318,24305.99168
1,128,0.014036,14717.812736
1,256,0.000763,800.063488
2,1,0.004626,2425.356288
2,2,0.006652,3487.563776
2,4,0.013336,6991.904768
2,8,0.032629,17106.993152
2,16,0.072029,37763.940352
2,32,0.061238,32106.348544
2,64,0.044431,23294.640128
2,128,0.025758,13504.610304
2,256,0.001476,773.849088
4,1,0.011942,3130.523648
4,2,0.019851,5203.820544
4,4,0.044783,11739.594752
4,8,0.060027,15735.717888
4,16,0.120844,31678.529536
4,32,0.113432,29735.518208
4,64,0.089498,23461.363712
4,128,0.047979,12577.406976
4,256,0.022243,5830.868992
8,1,0.02208,2894.06976
8,2,0.039769,5212.602368
8,4,0.093227,12219.449344
8,8,0.16512,21642.60864
8,16,0.283576,37168.873472
8,32,0.21876,28673.31072
8,64,0.136512,17892.900864
8,128,0.087287,11440.881664
8,256,0.040297,5281.808384
16,1,0.027982,1833.828352
16,2,0.058511,3834.576896
16,4,0.10277,6735.13472
16,8,0.204071,13373.997056
16,16,0.362495,23756.47232
16,32,0.375571,24613.421056
16,64,0.308239,20200.751104
16,128,0.159455,10450.04288
16,256,0.069989,4586.799104
0.5,1,0.000917,1923.088384
0.5,2,0.001726,3619.684352
0.5,4,0.003654,7662.993408
0.5,8,0.007456,15636.365312
0.5,16,0.015276,32036.093952
0.5,32,0.014503,30414.995456
0.5,64,0.011423,23955.767296
0.5,128,0.008418,17653.825536
0.5,256,0.000366,767.557632
1,1,0.00205,2149.5808
1,2,0.003472,3640.655872
1,4,0.006863,7196.377088
1,8,0.012966,13595.836416
1,16,0.027764,29112.664064
1,32,0.027386,28716.302336
1,64,0.023305,24437.06368
1,128,0.014691,15404.630016
1,256,0.000759,795.869184
2,1,0.004979,2610.429952
2,2,0.006331,3319.267328
2,4,0.013718,7192.182784
2,8,0.027916,14636.023808
2,16,0.058457,30648.303616
2,32,0.067574,35428.237312
2,64,0.045302,23751.294976
2,128,0.025762,13506.707456
2,256,0.001576,826.277888
4,1,0.012395,3249.27488
4,2,0.018986,4977.065984
4,4,0.031144,8164.212736
4,8,0.060865,15955.39456
4,16,0.104963,27515.420672
4,32,0.110314,28918.153216
4,64,0.090685,23772.52864
4,128,0.047539,12462.063616
4,256,0.022798,5976.358912
8,1,0.021487,2816.344064
8,2,0.041118,5389.418496
8,4,0.075607,9909.960704
8,8,0.176426,23124.508672
8,16,0.249397,32688.963584
8,32,0.20924,27425.50528
8,64,0.170106,22296.133632
8,128,0.085839,11251.089408
8,256,0.039274,5147.721728
16,1,0.029437,1929.183232
16,2,0.055551,3640.590336
16,4,0.111057,7278.231552
16,8,0.239559,15699.738624
16,16,0.42376,27771.53536
16,32,0.474391,31089.688576
16,64,0.29461,19307.56096
16,128,0.156549,10259.595264
16,256,0.071378,4677.828608
0.5,1,0.001022,2143.289344
0.5,2,0.001728,3623.878656
0.5,4,0.00338,7088.37376
0.5,8,0.006664,13975.420928
0.5,16,0.013021,27307.016192
0.5,32,0.016031,33619.443712
0.5,64,0.011187,23460.839424
0.5,128,0.008531,17890.803712
0.5,256,0.000388,813.694976
1,1,0.001953,2047.868928
1,2,0.003393,3557.818368
1,4,0.006554,6872.367104
1,8,0.013791,14460.911616
1,16,0.030063,31523.340288
1,32,0.031339,32861.323264
1,64,0.02361,24756.87936
1,128,0.014591,15299.772416
1,256,0.000791,829.423616
2,1,0.00542,2841.64096
2,2,0.006559,3438.804992
2,4,0.013608,7134.511104
2,8,0.027474,14404.288512
2,16,0.055285,28985.26208
2,32,0.069998,36699.111424
2,64,0.045982,24107.810816
2,128,0.025323,13276.545024
2,256,0.001389,728.236032
4,1,0.012288,3221.225472
4,2,0.024304,6371.147776
4,4,0.045943,12043.681792
4,8,0.06366,16688.08704
4,16,0.100183,26262.372352
4,32,0.124689,32686.473216
4,64,0.088729,23259.774976
4,128,0.048109,12611.485696
4,256,0.021785,5710.80704
8,1,0.023839,3124.625408
8,2,0.041974,5501.616128
8,4,0.09812,12860.78464
8,8,0.177691,23290.314752
