model,batchsize,blocknum,threadnum,iteration,total_avg,total_avg_filter,total_fluctuation(%),data_avg,data_avg_filter,data_fluctuation(%),train_avg,train_avg_filter,train_fluctuation(%)
resnet18,128,1,128,2001,0.0536197,0.053446,0.32505,0.00746964,0.00747338,-0.049975,0.0461661,0.0459934,0.375486
resnet18,16,1,16,2001,0.0155377,0.0153746,1.0606,0.00191197,0.00191292,-0.049975,0.013714,0.0135523,1.19286
resnet18,256,1,256,2001,0.120624,0.120413,0.174994,0.0140286,0.0140356,-0.049975,0.106611,0.106404,0.195205
resnet18,32,1,32,2001,0.0219969,0.0218433,0.703137,0.00247035,0.00247159,-0.049975,0.019545,0.0193926,0.785702
resnet18,64,1,64,2001,0.0325409,0.0323645,0.544765,0.00413448,0.00413655,-0.049975,0.0284254,0.0282503,0.620023
