batch_size,worker_num,prefetch_factor,epoch,total_time,data_time,training_time,data_todevice_time
512,4,0,0,0,0,0,0
512,4,0,1,0,0,0,0
512,4,0,2,0,0,0,0
512,16,1,0,416.87960743904114,68.86839723587036,348.0112102031708,59.22390556335449
512,16,1,1,411.7998492717743,65.36964344978333,346.43020582199097,59.20719242095947
512,16,1,0,417.32278847694397,69.71512460708618,347.6076638698578,59.221949338912964
512,16,1,1,411.854145526886,65.32656645774841,346.5275790691376,59.20480489730835
512,16,1,2,412.53455686569214,65.8705883026123,346.66396856307983,59.21215891838074
512,16,1,3,413.3951518535614,66.56144523620605,346.83370661735535,59.22003126144409
512,16,1,4,412.14702463150024,65.36814785003662,346.7788767814636,59.220181703567505
512,16,1,5,412.13207626342773,64.89242124557495,347.2396550178528,59.219388246536255
512,16,1,6,412.1765139102936,65.50449204444885,346.6720218658447,59.21618866920471
512,16,1,7,411.8074371814728,65.61114048957825,346.19629669189453,59.208951234817505
512,16,1,8,412.3892252445221,65.4980399608612,346.8911852836609,59.21158790588379
512,16,1,9,412.97334456443787,66.07597923278809,346.8973653316498,59.21387577056885
512,16,1,10,412.0074863433838,65.36092162132263,346.64656472206116,59.20738482475281
512,16,1,11,412.209837436676,65.21345233917236,346.99638509750366,59.21403455734253
512,16,1,12,410.60734939575195,64.32423520088196,346.28311419487,59.20778679847717
512,16,1,13,412.78202867507935,66.26234078407288,346.51968789100647,59.21180319786072
512,16,1,14,412.6441547870636,66.22470378875732,346.4194509983063,59.21445441246033
512,16,1,15,412.3239676952362,65.59267115592957,346.73129653930664,59.21515727043152
512,16,1,16,412.63378381729126,66.28919553756714,346.3445882797241,59.211002826690674
512,16,1,17,411.1740789413452,64.86739921569824,346.306679725647,59.21062684059143
512,16,1,18,411.9284725189209,65.42131686210632,346.5071556568146,59.22506928443909
512,16,1,19,411.5238013267517,65.00096297264099,346.5228383541107,59.20529007911682
512,16,1,20,411.6638865470886,65.37191963195801,346.2919669151306,59.20807337760925
512,16,1,21,412.3284423351288,65.80186057090759,346.5265817642212,59.2166850566864
512,16,1,22,411.88994240760803,65.51616477966309,346.37377762794495,59.202576637268066
512,16,1,23,411.9928517341614,65.40258431434631,346.59026741981506,59.21370577812195
512,16,1,24,412.27439999580383,65.74435663223267,346.53004336357117,59.206934213638306
512,16,1,0,7.640297174453735,6.112295389175415,1.5280017852783203,0.11922240257263184
512,16,1,1,4.535682916641235,3.8464243412017822,0.6892585754394531,0.11841464042663574
512,16,1,0,6.979899644851685,5.240532636642456,1.7393670082092285,0.11929726600646973
512,16,1,1,4.572132349014282,3.8761072158813477,0.6960251331329346,0.11838293075561523
512,16,1,0,7.1132118701934814,5.3534886837005615,1.75972318649292,0.11921286582946777
512,4,1,0,8.269599199295044,6.696088552474976,1.5735106468200684,0.13448619842529297
