batch_size,worker_num,batch_time,avg_batch,data_time,avg_data,train_time,avg_train
32,16,47.67706751823425,47.67706751823425,47.037609338760376,47.037609338760376,0.639458179473877,0.639458179473877
32,16,0.09491777420043945,23.885992646217346,0.009791374206542969,23.52370035648346,0.08512639999389648,0.3622922897338867
32,16,0.03211236000061035,15.934699217478435,0.0072116851806640625,15.684870799382528,0.02490067481994629,0.24982841809590658
32,16,0.04341387748718262,11.961877882480621,0.018079042434692383,11.768172860145569,0.025334835052490234,0.1937050223350525
32,16,0.041356801986694336,9.577773666381837,0.016026020050048828,9.417743492126466,0.025330781936645508,0.16003017425537108
32,16,0.04212784767150879,7.988499363263448,0.015822410583496094,7.850756645202637,0.026305437088012695,0.13774271806081137
32,16,0.0410618782043457,6.853151151112148,0.01512908935546875,6.731381280081613,0.025932788848876953,0.12176987103053502
32,16,0.04201912879943848,6.001759648323059,0.016021251678466797,5.8919612765312195,0.02599787712097168,0.1097983717918396
32,16,0.041251182556152344,5.339480929904514,0.01573777198791504,5.239047553804186,0.025513410568237305,0.10043337610032824
32,16,0.04140114784240723,4.809672951698303,0.015775203704833984,4.71672031879425,0.025625944137573242,0.09295263290405273
32,16,0.04209637641906738,4.3762568994001905,0.016999006271362305,4.289472926746715,0.025097370147705078,0.08678397265347568
32,16,0.04945230484008789,4.015689849853516,0.023859024047851562,3.93400510152181,0.025593280792236328,0.08168474833170573
32,16,0.04260587692260742,3.710068005781907,0.017031192779541016,3.632699416233943,0.025574684143066406,0.07736858954796424
32,16,0.04155302047729492,3.4480312211172923,0.016158103942871094,3.374375036784581,0.025394916534423828,0.07365618433271136
32,16,0.04425954818725586,3.221113109588623,0.018921375274658203,3.1506781260172527,0.025338172912597656,0.07043498357137044
32,16,0.043628692626953125,3.0225203335285187,0.01829814910888672,2.9549043774604797,0.025330543518066406,0.06761595606803894
32,16,0.04140615463256836,2.8471606759464043,0.015997886657714844,2.7820275250603173,0.025408267974853516,0.06513315088608686
32,16,0.04151034355163574,2.6912912130355835,0.015597820281982422,2.6283369859059653,0.02591252326965332,0.06295422712961833
32,16,0.04632878303527832,2.552082664088199,0.02036261558532715,2.491075176941721,0.025966167449951172,0.06100748714647795
32,16,0.04275965690612793,2.4266165137290954,0.01687479019165039,2.3673651576042176,0.02588486671447754,0.05925135612487793
32,16,0.04156088829040527,2.3130424363272533,0.015601634979248047,2.2553764184316,0.025959253311157227,0.057666017895653135
32,16,0.04113483428955078,2.209773908961903,0.015332221984863281,2.153556227684021,0.0258026123046875,0.056217681277881966
32,16,0.04274129867553711,2.115555099819017,0.01589059829711914,2.060614243797634,0.02685070037841797,0.05494085602138354
32,16,0.0404508113861084,2.029092421134313,0.014468908309936523,1.9753581881523132,0.025981903076171875,0.05373423298199972
32,16,0.04106879234313965,1.9495714759826661,0.01493978500366211,1.8969414520263672,0.02612900733947754,0.05263002395629883
32,16,0.04133915901184082,1.876177925329942,0.015525579452514648,1.824579303081219,0.025813579559326172,0.051598622248722956
32,16,0.04143071174621582,1.8082243248268408,0.015573978424072266,1.757579105871695,0.025856733322143555,0.05064521895514594
32,16,0.04035615921020508,1.7450861760548184,0.01516866683959961,1.6953501616205489,0.02518749237060547,0.0497360144342695
32,16,0.04172992706298828,1.6863497536757897,0.016091346740722656,1.6374446852453823,0.025638580322265625,0.048905068430407296
32,16,0.041367530822753906,1.6315170129140217,0.015720367431640625,1.5833872079849243,0.02564716339111328,0.04812980492909749
32,16,0.04030251502990723,1.5801875129822762,0.015187740325927734,1.5328001283830213,0.025114774703979492,0.04738738459925498
32,16,0.04158282279968262,1.5321061164140701,0.01602625846862793,1.4854009449481964,0.025556564331054688,0.04670517146587372
32,16,0.041871070861816406,1.4869474786700625,0.015619039535522461,1.4408620993296306,0.026252031326293945,0.04608537934043191
32,16,0.04120683670043945,1.4444256950827208,0.01578807830810547,1.3989481575348799,0.025418758392333984,0.04547753754784079
32,16,0.04460740089416504,1.4044308866773334,0.018933534622192383,1.359519168308803,0.025673866271972656,0.04491171836853027
32,16,0.04426312446594238,1.366648448838128,0.018296480178833008,1.322262982527415,0.025966644287109375,0.04438546631071302
32,16,0.04162192344665527,1.3308369211248448,0.015159368515014648,1.286935857824377,0.026462554931640625,0.04390106330046783
32,16,0.04683089256286621,1.2970472887942666,0.02005910873413086,1.2535969960062128,0.02677178382873535,0.04345029278805381
32,16,0.04204416275024414,1.2648677214598043,0.015834808349609375,1.2218595040150177,0.026209354400634766,0.04300821744478666
32,16,0.041320085525512695,1.234279030561447,0.015696048736572266,1.1917054176330566,0.02562403678894043,0.0425736129283905
32,16,0.04188394546508789,1.2051962236078773,0.01599717140197754,1.1630296067493717,0.02588677406311035,0.04216661685850562
32,16,0.041521310806274414,1.1774896780649822,0.015617847442626953,1.1357102791468303,0.02590346336364746,0.041779398918151855
32,16,0.0455327033996582,1.1511650972588117,0.019917964935302734,1.1097616206767946,0.02561473846435547,0.041403476582017054
32,16,0.04533267021179199,1.1260325420986523,0.018994808197021484,1.084971465847709,0.026337862014770508,0.04106107625094327
32,16,0.04187321662902832,1.1019401126437718,0.016210317611694336,1.061221218109131,0.025662899017333984,0.040718894534640844
32,16,0.04127669334411621,1.0788822122242139,0.01578664779663086,1.0384943796240764,0.02549004554748535,0.04038783260013746
32,16,0.041357994079589844,1.0568072288594348,0.015779972076416016,1.0167344986124243,0.025578022003173828,0.04007273024701057
32,16,0.0426485538482666,1.0356789231300354,0.015611886978149414,0.9958777775367101,0.027036666870117188,0.039801145593325295
32,16,0.042781829833984375,1.0154157171444016,0.016292810440063477,0.9758862475959622,0.0264890193939209,0.03952946954843949
32,16,0.04319572448730469,0.9959713172912598,0.016237497329711914,0.9566932725906372,0.026958227157592773,0.03927804470062256
32,16,0.04247426986694336,0.9772752967535281,0.015512228012084961,0.9382387423047832,0.0269620418548584,0.03903655444874483
32,16,0.04193282127380371,0.9592879414558411,0.015601158142089844,0.920495711840116,0.026331663131713867,0.038792229615725
32,16,0.0408480167388916,0.9419588862725023,0.01557779312133789,0.9034217888454221,0.02527022361755371,0.03853709742708026
32,16,0.04095125198364258,0.9252735597115975,0.01602339744567871,0.8869884853009824,0.024927854537963867,0.03828507441061514
32,16,0.041886329650878906,0.9092119737104936,0.016021013259887695,0.8711527130820534,0.02586531639099121,0.038059260628440165
32,16,0.04097723960876465,0.8937077820301056,0.015138626098632812,0.8558667472430638,0.025838613510131836,0.0378410347870418
32,16,0.04146432876586914,0.8787561424991541,0.015365362167358398,0.8411211089084023,0.026098966598510742,0.03763503359075178
32,16,0.0416715145111084,0.8643236489131533,0.016059398651123047,0.8268959070074147,0.02561211585998535,0.03742774190573857
32,16,0.04109358787536621,0.8503705970311569,0.015078544616699219,0.8131362906957077,0.026015043258666992,0.03723430633544922
32,16,0.04335832595825195,0.8369203925132751,0.017691373825073242,0.7998788754145304,0.02566695213317871,0.03704151709874471
32,16,0.04323410987854004,0.8239091419782795,0.01746225357055664,0.7870523734170882,0.0257718563079834,0.036856768561191244
32,16,0.041619300842285156,0.8112915638954409,0.015457391738891602,0.7746072930674399,0.026161909103393555,0.03668427082800096
32,16,0.04291939735412598,0.799095180299547,0.017252206802368164,0.7625857837616451,0.025667190551757812,0.03650939653790186
32,16,0.04718160629272461,0.7873465307056904,0.021385669708251953,0.7510045319795609,0.025795936584472656,0.03634199872612953
32,16,0.042963504791259766,0.7758944841531606,0.016878604888916016,0.739710286947397,0.02608489990234375,0.036184197205763595
32,16,0.040955305099487305,0.7647590420462868,0.014870643615722656,0.7287278681090383,0.02608466148376465,0.03603117393724846
32,16,0.04134535789489746,0.7539618228798483,0.01573634147644043,0.7180862035324325,0.02560901641845703,0.03587561934741575
32,16,0.040782928466796875,0.7434738979620092,0.015752792358398438,0.7077577710151672,0.025030136108398438,0.03571612694684197
32,16,0.04209470748901367,0.7333089821580527,0.016224384307861328,0.6977355480194092,0.025870323181152344,0.03557343413864357
32,16,0.04085874557495117,0.7234168359211514,0.015177011489868164,0.6879847117832729,0.025681734085083008,0.03543212413787842
32,16,0.041844844818115234,0.7138172304126578,0.015953540802001953,0.6785194840229732,0.02589130401611328,0.03529774638968454
32,16,0.04141521453857422,0.7044783135255177,0.015387296676635742,0.6693093147542741,0.026027917861938477,0.035168998771243624
32,16,0.041619062423706055,0.6953980498117943,0.015282392501831055,0.6603500418467064,0.026336669921875,0.03504800796508789
32,16,0.041352033615112305,0.6865595901334607,0.01568007469177246,0.6516382855338019,0.025671958923339844,0.034921304599658864
32,16,0.0411379337310791,0.6779539680480957,0.015607357025146484,0.6431578731536866,0.025530576705932617,0.03479609489440918
32,16,0.0424649715423584,0.6695922707256519,0.016338109970092773,0.6349102446907445,0.026126861572265625,0.03468202603490729
32,16,0.040647029876708984,0.6614241507146266,0.0150909423828125,0.62686064336207,0.025556087493896484,0.0345635073525565
32,16,0.0414583683013916,0.6534758714529184,0.015840530395507812,0.619027052170191,0.02561783790588379,0.03444881928272736
32,16,0.04207611083984375,0.6457366339768036,0.016573190689086914,0.6114010539235948,0.025502920150756836,0.03433558005320875
32,16,0.04185962677001953,0.6381881713867188,0.01569533348083496,0.6039547324180603,0.02616429328918457,0.03423343896865845
32,16,0.04215645790100098,0.6308297551708457,0.015779733657836914,0.5966933126802798,0.026376724243164062,0.034136442490565924
32,16,0.04131650924682617,0.6236405692449429,0.015250921249389648,0.5896025518091713,0.026065587997436523,0.034038017435771666
32,16,0.041930198669433594,0.6166320105633104,0.016153812408447266,0.5826935308525362,0.025776386260986328,0.03393847971077425
32,16,0.0418093204498291,0.6097888833000547,0.016138553619384766,0.5759488287426177,0.025670766830444336,0.03384005455743699
32,16,0.04108738899230957,0.6030982774846694,0.015591859817504883,0.5693563938140869,0.025495529174804688,0.03374188367058249
32,16,0.04170060157775879,0.5965703975322635,0.015763282775878906,0.5629192646159682,0.025937318801879883,0.03365113291629525
32,16,0.03223443031311035,0.5900837772193996,0.015350580215454102,0.5566253716918244,0.01688385009765625,0.033458405527575265
32,16,0.04091167449951172,0.5838431851430372,0.02420830726623535,0.5505751777778972,0.016703367233276367,0.033268007365140045
32,16,0.0458376407623291,0.5777981790264001,0.028766870498657227,0.5447121630893664,0.017070770263671875,0.03308601593703366
32,16,0.041110992431640625,0.5718349880642362,0.02463674545288086,0.5389335473378499,0.016474246978759766,0.03290144072638618
32,16,0.040895938873291016,0.5660004930181817,0.024512529373168945,0.5332805691184578,0.01638340950012207,0.03271992389972393
32,16,0.04103279113769531,0.5602943223455678,0.024786949157714844,0.5277534645536671,0.01624584197998047,0.032540857791900635
32,16,0.04080057144165039,0.554708368034773,0.024660587310791016,0.5223438637230986,0.016139984130859375,0.03236450431167438
32,16,0.04012608528137207,0.5492340884310134,0.024288654327392578,0.5170454040486762,0.015837430953979492,0.032188684382337206
32,16,0.040422677993774414,0.5438781788474635,0.025300979614257812,0.5118691469493665,0.015121698379516602,0.032009031898096986
32,16,0.041939496994018555,0.5386496509114902,0.025495052337646484,0.5068027501304945,0.01644444465637207,0.03184690078099569
32,16,0.04316306114196777,0.5335415417386085,0.025979995727539062,0.5018458145180928,0.01718306541442871,0.03169572722051561
32,16,0.04265594482421875,0.5285325050354004,0.025688886642456055,0.4969870703560965,0.016967058181762695,0.03154543467930385
32,16,0.04257798194885254,0.5236238734890717,0.025597572326660156,0.49222556027499115,0.016980409622192383,0.0313983132140805
32,16,0.04110002517700195,0.5187986350059509,0.024603605270385742,0.48754934072494505,0.01649641990661621,0.031249294281005858
32,16,0.0417177677154541,0.5140750620624807,0.025160551071166992,0.48297123389668983,0.01655721664428711,0.031103828165790822
32,16,0.04078173637390137,0.509434931418475,0.02454829216003418,0.4784768913306442,0.016233444213867188,0.030958040087830787
32,16,0.04046773910522461,0.5048818518814532,0.024666547775268555,0.474070965665058,0.015801191329956055,0.03081088621639511
32,16,0.04114365577697754,0.500422830765064,0.024887561798095703,0.46975189447402954,0.016256093978881836,0.030670936291034404
32,16,0.04128265380859375,0.49605006717500233,0.02489948272705078,0.465515204838344,0.01638317108154297,0.030534862336658294
32,16,0.041805267333984375,0.49176473887461536,0.025182723999023438,0.4613611248304259,0.016622543334960938,0.030403614044189453
32,16,0.04126405715942383,0.48755445212961357,0.024634599685668945,0.4572795685206618,0.016629457473754883,0.030274883608951746
32,16,0.04102635383605957,0.48341993270096956,0.024500370025634766,0.453272353719782,0.016525983810424805,0.030147578981187608
32,16,0.04089689254760742,0.47936008829589283,0.024573802947998047,0.44933933949251786,0.016323089599609375,0.030020748803374964
32,16,0.04099750518798828,0.4753749739040028,0.0246584415435791,0.44547860405661843,0.01633906364440918,0.029896369847384367
