batch_size,worker_num,batch_time,avg_batch,data_time,avg_data,train_time,avg_train
16,16,47.026634216308594,47.026634216308594,46.68267512321472,46.68267512321472,0.34395909309387207,0.34395909309387207
16,16,0.0316014289855957,23.529117822647095,0.004794120788574219,23.343734622001648,0.026807308197021484,0.18538320064544678
16,16,0.039322614669799805,15.699186086654663,0.017859220504760742,15.568442821502686,0.021463394165039062,0.13074326515197754
16,16,0.028516530990600586,11.781518697738647,0.006484508514404297,11.677953243255615,0.02203202247619629,0.10356545448303223
16,16,0.0278317928314209,9.430781316757201,0.005704402923583984,9.343503475189209,0.022127389907836914,0.08727784156799316
16,16,0.030997037887573242,7.864150603612265,0.006413698196411133,7.78732184569041,0.02458333969116211,0.07682875792185466
16,16,0.03618025779724121,6.74586912563869,0.014166831970214844,6.676871129444668,0.022013425827026367,0.06899799619402204
16,16,0.03809094429016113,5.907396852970123,0.01295924186706543,5.843882143497467,0.025131702423095703,0.06351470947265625
16,16,0.03299260139465332,5.2546852694617385,0.008120536804199219,5.1954641871982155,0.0248720645904541,0.05922108226352268
16,16,0.041432857513427734,4.733360028266906,0.017168045043945312,4.677634572982788,0.024264812469482422,0.05572545528411865
16,16,0.03715801239013672,4.306432572278109,0.015711545944213867,4.253823388706554,0.02144646644592285,0.0526091835715554
16,16,0.03246283531188965,3.9502684275309243,0.011825323104858398,3.9003235499064126,0.02063751220703125,0.04994487762451172
16,16,0.04078793525695801,3.6495391588944655,0.020054340362548828,3.601841303018423,0.02073359489440918,0.04769785587604229
16,16,0.032414913177490234,3.391173141343253,0.011734485626220703,3.345405101776123,0.02068042755126953,0.04576803956712995
16,16,0.03155231475830078,3.167198419570923,0.010819435119628906,3.1230993906656903,0.020732879638671875,0.04409902890523275
16,16,0.032003164291381836,2.9712487161159515,0.011314868927001953,2.928612858057022,0.020688295364379883,0.04263585805892944
16,16,0.0326998233795166,2.798392898896161,0.012153387069702148,2.7570564185871795,0.020546436309814453,0.0413364803089815
