batch_size,worker_num,prefetch_factor,AVG_data,AVG_train,data_per,MIN_data,MAX_data,Median_data,p99_data,MIN_train,MAX_train,Median_train,p99_train,AVG_todevice,MIN_todevice,MAX_todevice,Median_todevice,p99_todevice
32,4,11,0.029243796479468252,0.032721570893829946,0.47193775683269557,0.0016124248504638672,0.5684640407562256,0.0017516613006591797,0.3785886764526367,0.012762069702148438,0.648029088973999,0.02007436752319336,0.3414783477783203,0.0015691682404162838,0.0015118122100830078,0.0024712085723876953,0.001535654067993164,0.0020599365234375
32,4,12,0.028715872297099994,0.03388837272045659,0.458688900234273,0.0016083717346191406,0.5789353847503662,0.0017290115356445312,0.38814377784729004,0.019089460372924805,0.6826751232147217,0.02004861831665039,0.35850977897644043,0.0015725995980057062,0.0015110969543457031,0.002473592758178711,0.0015370845794677734,0.0020624399185180664
32,4,13,0.026783237270280428,0.03376714856016869,0.4423297540213505,0.0016014575958251953,0.5437231063842773,0.0017719268798828125,0.3619718551635742,0.018828630447387695,0.6850039958953857,0.02017068862915039,0.36028289794921875,0.0015656714345894608,0.0015099048614501953,0.0024094581604003906,0.0015349388122558594,0.00202333927154541
32,4,14,0.02536776019077675,0.0377663771311442,0.40180734649824307,0.001603841781616211,0.5824844837188721,0.0018148422241210938,0.33215200901031494,0.019058942794799805,0.8498368263244629,0.020395517349243164,0.44234490394592285,0.0015735345728257123,0.001512765884399414,0.002499103546142578,0.001537322998046875,0.002091050148010254
32,4,15,0.027478320925843482,0.03433418273925781,0.4445430826539624,0.0016112327575683594,0.5236532688140869,0.001787424087524414,0.34645402431488037,0.01914691925048828,0.6925060749053955,0.020290613174438477,0.3635251522064209,0.0015702060624664905,0.0015096664428710938,0.002382993698120117,0.0015323162078857422,0.0020651817321777344
32,4,16,0.027205317628149893,0.03344519465577369,0.4485587442492404,0.0015971660614013672,0.5620641708374023,0.0018336772918701172,0.3663228750228882,0.019143104553222656,0.6729781627655029,0.02003002166748047,0.3538196086883545,0.0015629880568560433,0.0015094280242919922,0.002513408660888672,0.0015320777893066406,0.002070188522338867
32,8,9,0.015201007618623622,0.0482172825757195,0.23969437794744491,0.001650094985961914,0.6829864978790283,0.0018100738525390625,0.3426930904388428,0.019562244415283203,1.2821452617645264,0.02112603187561035,0.6742250919342041,0.0015669990988338694,0.00151824951171875,0.0025866031646728516,0.0015404224395751953,0.002106308937072754
32,8,10,0.015172430113250134,0.04914202877119476,0.235910095123567,0.0016396045684814453,0.6777029037475586,0.0018277168273925781,0.3400486707687378,0.019656658172607422,1.2773768901824951,0.021770000457763672,0.6638848781585693,0.0015805609085980583,0.0015177726745605469,0.002597808837890625,0.0015652179718017578,0.0021355152130126953
32,8,11,0.017550272100112018,0.04761876311956668,0.2693038502250601,0.001684427261352539,0.7985608577728271,0.0018808841705322266,0.4005500078201294,0.019466400146484375,1.169520616531372,0.021520614624023438,0.6104854345321655,0.0015959599438835593,0.0015232563018798828,0.0033621788024902344,0.001558065414428711,0.002493619918823242
32,8,12,0.015096192266426835,0.050690230201272404,0.22947276505025,0.0016388893127441406,0.6729249954223633,0.0019156932830810547,0.33781373500823975,0.019262075424194336,1.3677432537078857,0.020700931549072266,0.7152923345565796,0.001575932783239028,0.0015172958374023438,0.002611398696899414,0.0015549659729003906,0.00212252140045166
32,8,13,0.0163268435235117,0.05125108887167538,0.24160022280697213,0.001687765121459961,0.7328042984008789,0.0020453929901123047,0.36766886711120605,0.01991868019104004,1.282355546951294,0.02184915542602539,0.6783214807510376,0.0016082875868853402,0.0015232563018798828,0.003631114959716797,0.001567840576171875,0.0026340484619140625
32,8,14,0.013968056323481541,0.049004615521898456,0.22181139713712672,0.0016431808471679688,0.61997389793396,0.0018422603607177734,0.3111457824707031,0.019472599029541016,1.3574326038360596,0.0202481746673584,0.7094407081604004,0.001572263007070504,0.0015180110931396484,0.0029201507568359375,0.0015375614166259766,0.002290964126586914
32,8,15,0.016582157097610774,0.048952579498291016,0.2530285152416061,0.0016393661499023438,0.7489607334136963,0.0018663406372070312,0.37578797340393066,0.019314289093017578,1.296973705291748,0.02093815803527832,0.6703201532363892,0.0015809208739037608,0.00151824951171875,0.0028390884399414062,0.0015518665313720703,0.0022422075271606445
32,8,16,0.014665575588450712,0.05299970682929544,0.21673707792882074,0.0016720294952392578,0.6528184413909912,0.0018343925476074219,0.3276616334915161,0.015711069107055664,1.3621196746826172,0.022642850875854492,0.7059320211410522,0.0015729315140668083,0.0015180110931396484,0.0025560855865478516,0.0015492439270019531,0.00208282470703125
32,16,9,0.021898811938715915,0.058864537407370174,0.27114789215681734,0.0018579959869384766,1.0041425228118896,0.0021860599517822266,0.5051345825195312,0.023783206939697266,1.1292216777801514,0.03642749786376953,0.5955302715301514,0.0016914302227543849,0.001552581787109375,0.005406618118286133,0.0015954971313476562,0.003990888595581055
32,16,10,0.01587961701785817,0.055049227733238074,0.22388094820355495,0.001728057861328125,0.7031328678131104,0.002147197723388672,0.3529841899871826,0.015614748001098633,1.3575844764709473,0.02474689483642578,0.722753643989563,0.001599886838127585,0.0015239715576171875,0.0027475357055664062,0.001583099365234375,0.0021802186965942383
32,16,11,0.015157779057820639,0.06314351511936561,0.19358273981424165,0.0017514228820800781,0.6637909412384033,0.0021533966064453125,0.3338310718536377,0.021763086318969727,1.311643362045288,0.038047075271606445,0.6804251670837402,0.0016367996440214269,0.001535654067993164,0.0044841766357421875,0.0015773773193359375,0.003094315528869629
32,16,12,0.01644611826129988,0.06340386353287042,0.20596270521004154,0.0018765926361083984,0.7282779216766357,0.002217531204223633,0.36541616916656494,0.023552417755126953,1.288654088973999,0.03939032554626465,0.6757036447525024,0.0016227142483580346,0.0015552043914794922,0.0029153823852539062,0.0015988349914550781,0.002276301383972168
32,16,13,0.01832108404122147,0.06357982579399557,0.22369817475878004,0.0019943714141845703,0.8239099979400635,0.0022084712982177734,0.4132392406463623,0.021676301956176758,1.4274487495422363,0.03719305992126465,0.7444219589233398,0.0016172025717940985,0.0015571117401123047,0.002671480178833008,0.0015959739685058594,0.00216066837310791
32,16,14,0.02316430970734241,0.06175133761237649,0.27279200522520486,0.0018992424011230469,1.0664703845977783,0.0022597312927246094,0.5350867509841919,0.02200627326965332,1.2074594497680664,0.0386199951171875,0.6334716081619263,0.0016525118958716299,0.0015676021575927734,0.004094839096069336,0.0015974044799804688,0.0028798580169677734
32,16,15,0.021737991594800762,0.06337081684785731,0.2554141221404445,0.0018227100372314453,0.9974987506866455,0.002218008041381836,0.5000253915786743,0.023728132247924805,1.2656128406524658,0.039743900299072266,0.6631604433059692,0.0016240372377283434,0.001567840576171875,0.0026242733001708984,0.0016031265258789062,0.002148747444152832
32,16,16,0.018190533507104013,0.05953199255700205,0.23404454832181262,0.0017426013946533203,0.8152549266815186,0.002249479293823242,0.40897250175476074,0.021080970764160156,1.2054498195648193,0.039901018142700195,0.6433767080307007,0.0016265382953718596,0.00153350830078125,0.0026280879974365234,0.0016107559204101562,0.0021401643753051758
32,32,9,0.021482191833795284,0.07192349901386336,0.22998804075901516,0.0020236968994140625,0.9835023880004883,0.0022318363189697266,0.49311399459838867,0.022185087203979492,1.6944549083709717,0.03760552406311035,0.8808819055557251,0.0016277257133932674,0.0015647411346435547,0.003016948699951172,0.001596212387084961,0.002346038818359375
32,32,10,0.020185105940874887,0.06531626570458506,0.2360793230847157,0.0018048286437988281,0.8997650146484375,0.0022881031036376953,0.4588279724121094,0.0218658447265625,1.3705172538757324,0.039502859115600586,0.7168633937835693,0.0016404787699381511,0.0015549659729003906,0.003244638442993164,0.0015964508056640625,0.0024993419647216797
32,32,11,0.029107248081880456,0.061125535590975895,0.32257952040369603,0.0018224716186523438,1.3383371829986572,0.0023756027221679688,0.678075909614563,0.022796154022216797,1.193009376525879,0.037882328033447266,0.630185604095459,0.0019504930458816828,0.001562356948852539,0.018651247024536133,0.0016047954559326172,0.010238885879516602
32,32,12,0.025029883665197036,0.06364922430001053,0.28225231669016426,0.0019960403442382812,1.157475471496582,0.002318143844604492,0.5802997350692749,0.02224135398864746,1.3888099193572998,0.03679704666137695,0.7255092859268188,0.0024224028867833756,0.0015707015991210938,0.043286800384521484,0.001596689224243164,0.022487521171569824
32,32,13,0.020231130076389686,0.058257257237153894,0.25775953321057343,0.0019402503967285156,0.8939595222473145,0.0023720264434814453,0.45619475841522217,0.017398357391357422,1.1740171909332275,0.0370790958404541,0.6235424280166626,0.001636173210892023,0.0015444755554199219,0.0025691986083984375,0.0016069412231445312,0.0022095441818237305
32,32,14,0.023210834054385916,0.0628344872418572,0.2697512625291265,0.0018677711486816406,1.059926986694336,0.0023927688598632812,0.5322666168212891,0.01793217658996582,1.2572784423828125,0.03968405723571777,0.658353328704834,0.0016809585047703162,0.0015568733215332031,0.00395965576171875,0.0016186237335205078,0.00326693058013916
32,32,15,0.020605896033492742,0.0635988338320863,0.24471185961153427,0.0019965171813964844,0.9335904121398926,0.0023529529571533203,0.4683760404586792,0.022354841232299805,1.1837217807769775,0.04073834419250488,0.6289173364639282,0.0016414464688768574,0.0015628337860107422,0.0026903152465820312,0.0016179084777832031,0.00222015380859375
32,32,16,0.02148585226021561,0.06450344066993863,0.24986659999248664,0.001953125,0.9741170406341553,0.002378702163696289,0.48907244205474854,0.020911693572998047,1.404433250427246,0.03902554512023926,0.7356194257736206,0.0016465327318976907,0.0015556812286376953,0.002960681915283203,0.001619577407836914,0.0023785829544067383
64,1,9,0.4772196470522413,0.03923919621635886,0.9240226075556783,0.015629053115844727,0.8472445011138916,0.47778773307800293,0.7157477140426636,0.028589725494384766,0.5075650215148926,0.029108047485351562,0.28585171699523926,0.003143651812684302,0.0030901432037353516,0.003907918930053711,0.0031065940856933594,0.003601670265197754
64,1,10,0.464124880585016,0.03798349230897193,0.9243520037516054,0.06481599807739258,0.822568416595459,0.45903611183166504,0.6958833932876587,0.028403759002685547,0.43997883796691895,0.029593944549560547,0.25027453899383545,0.003121034771788354,0.0030918121337890625,0.0038890838623046875,0.0031023025512695312,0.0035113096237182617
64,1,11,0.4709976654426724,0.0388793992061241,0.9237475032674706,0.09233283996582031,0.8022785186767578,0.4713621139526367,0.6770039796829224,0.02945542335510254,0.4520564079284668,0.0299072265625,0.2579038143157959,0.0031256488725250843,0.0030956268310546875,0.003885030746459961,0.0031082630157470703,0.0035135746002197266
64,1,12,0.4746700875899371,0.03850166937884163,0.9249731325701465,0.08131837844848633,0.8526074886322021,0.47581028938293457,0.701876163482666,0.029043197631835938,0.4374682903289795,0.029848575592041016,0.25067901611328125,0.0031238583957447726,0.003053426742553711,0.00394129753112793,0.003107786178588867,0.0035431385040283203
64,1,13,0.4782874771192962,0.03860006145402497,0.925322127980554,0.08868908882141113,0.8455219268798828,0.4803273677825928,0.6937843561172485,0.029469013214111328,0.43476343154907227,0.029863595962524414,0.24929261207580566,0.0031226242289823644,0.003092050552368164,0.0038688182830810547,0.0031037330627441406,0.0035021305084228516
64,1,14,0.4652111390057732,0.03875380403855268,0.9231021828533336,0.08466529846191406,0.8382470607757568,0.4584085941314697,0.6861746311187744,0.029550790786743164,0.44049525260925293,0.029940128326416016,0.25223445892333984,0.0031250224393956803,0.0030951499938964844,0.003936290740966797,0.0031049251556396484,0.0035535097122192383
64,1,15,0.481974017386343,0.039076552671544695,0.9250042991658115,0.0987694263458252,0.800743818283081,0.47830843925476074,0.6902776956558228,0.03020930290222168,0.430574893951416,0.03052043914794922,0.24736976623535156,0.0031264482759961894,0.0030732154846191406,0.004030704498291016,0.0031054019927978516,0.003578782081604004
64,1,16,0.4674073387594784,0.03891423169304343,0.9231432473669569,0.08620285987854004,0.8121240139007568,0.4668459892272949,0.700555682182312,0.02901625633239746,0.43132805824279785,0.030138254165649414,0.24766087532043457,0.003122095968209061,0.0030448436737060547,0.0039060115814208984,0.0031058788299560547,0.003529191017150879
64,2,9,0.20308171534070782,0.03908431763742484,0.8386052859818118,0.0031890869140625,0.7983667850494385,0.08465123176574707,0.6263659000396729,0.027584552764892578,0.4687037467956543,0.029118061065673828,0.28576743602752686,0.0031373220331528608,0.003003835678100586,0.005150794982910156,0.003095388412475586,0.004533290863037109
64,2,10,0.20514877169739967,0.038684994566674326,0.8413468521632965,0.003070831298828125,0.8173959255218506,0.003835916519165039,0.6497529745101929,0.027140378952026367,0.5264291763305664,0.028543710708618164,0.2951052188873291,0.0030733043072270413,0.0029866695404052734,0.0041103363037109375,0.003081083297729492,0.0036302804946899414
64,2,11,0.21114046900880104,0.03919912787044749,0.8434161900110623,0.0030853748321533203,0.8179371356964111,0.0038890838623046875,0.6344954967498779,0.02780461311340332,0.5229220390319824,0.02896571159362793,0.2928546667098999,0.0030711678897633273,0.002988576889038086,0.003898143768310547,0.0030612945556640625,0.003527045249938965
64,2,12,0.2145383825489119,0.038843542921776865,0.8466996300165447,0.0030906200408935547,0.8136658668518066,0.0038247108459472656,0.6553182601928711,0.027364730834960938,0.525057315826416,0.028659582138061523,0.2945209741592407,0.0030751882814893535,0.0029900074005126953,0.003931283950805664,0.003088712692260742,0.0035550594329833984
64,2,13,0.20942095681732775,0.03917682404611625,0.8424087941974178,0.003107786178588867,0.8176696300506592,0.13201022148132324,0.6219147443771362,0.02763843536376953,0.5267488956451416,0.028763771057128906,0.295255184173584,0.0031421418283499925,0.002989053726196289,0.004561662673950195,0.003103494644165039,0.004231572151184082
64,2,14,0.21507402027354522,0.03778614249883914,0.8505650629796798,0.0030748844146728516,0.8736927509307861,0.003756999969482422,0.6820323467254639,0.025937557220458984,0.49513769149780273,0.027695894241333008,0.2794167995452881,0.003063622642965878,0.002984285354614258,0.003921985626220703,0.003084421157836914,0.003514409065246582
64,2,15,0.21328993404612823,0.03833859574561026,0.8476381204574005,0.0031027793884277344,0.8490719795227051,0.01714468002319336,0.6706496477127075,0.027251482009887695,0.49747538566589355,0.028773784637451172,0.280698299407959,0.003125312281589882,0.0029859542846679688,0.0059392452239990234,0.003093719482421875,0.004895448684692383
64,2,16,0.20894650851978974,0.03891448881111893,0.8429987403013398,0.0031006336212158203,0.8598332405090332,0.12009310722351074,0.656177282333374,0.0273134708404541,0.5221445560455322,0.02868485450744629,0.2929267883300781,0.0031225821551154644,0.0029883384704589844,0.005512714385986328,0.0030736923217773438,0.004685759544372559
