batch_size,AVG_data,MIN_data,MAX_data,Median_data,p99_data,AVG_train,MIN_train,MAX_train,Median_train,p99_train
batch_size,AVG_data,MIN_data,MAX_data,Median_data,p99_data,AVG_train,MIN_train,MAX_train,Median_train,p99_train
8,-0.02635448455810547,-0.41556882858276367,-0.015123128890991211,-0.02513909339904785,-0.016460132598876957,0.02634721462543194,0.015118598937988281,0.4155619144439697,0.025132179260253906,0.035094099044799806
8,-0.027153782477745643,-0.41437673568725586,-0.015118122100830078,-0.026082754135131836,-0.016628389358520512,0.027147225600022536,0.01511383056640625,0.4143683910369873,0.02607417106628418,0.031706113815307614
256,1.671251368522644,1.507284164428711,2.026808738708496,1.630984902381897,2.0121160912513734,0.13822970390319825,0.0728151798248291,0.5328292846679688,0.07952475547790527,0.5049075961112977
