batch_size,worker_num,batch_idx,batch_time,avg_batch,data_time,avg_data,train_time,avg_train
512,8,1,28.145543813705444,28.145543813705444,27.357105016708374,27.357105016708374,0.7884387969970703,0.7884387969970703
512,8,2,0.5628960132598877,14.354219913482666,0.1301417350769043,13.74362337589264,0.4327542781829834,0.6105965375900269
512,8,3,0.2797989845275879,9.66274627049764,0.13427114486694336,9.207172632217407,0.14552783966064453,0.45557363828023273
512,8,4,0.49220991134643555,7.370112180709839,0.34394168853759766,6.991364896297455,0.1482682228088379,0.37874728441238403
512,8,5,0.47992706298828125,5.9920751571655275,0.3338327407836914,5.659858465194702,0.14609432220458984,0.3322166919708252
512,8,6,0.4802701473236084,5.0734409888585414,0.33211827278137207,4.771901766459147,0.14815187454223633,0.30153922239939374
512,8,7,0.4969642162322998,4.4196585927690775,0.34801220893859863,4.139917543956211,0.14895200729370117,0.2797410488128662
512,8,8,0.4812438488006592,3.9273567497730255,0.3323347568511963,3.6639696955680847,0.1489090919494629,0.2633870542049408
512,8,9,0.47951173782348633,3.5442628595564103,0.33032846450805664,3.293565114339193,0.1491832733154297,0.2506977452172173
512,8,10,0.5125854015350342,3.2410951137542727,0.3653559684753418,3.0007441997528077,0.14722943305969238,0.24035091400146485
512,8,11,0.7003161907196045,3.010115211660212,0.5481414794921875,2.7777803160927514,0.152174711227417,0.23233489556746048
