model,batchsize,blocknum,threadnum,iteration,total_avg,total_avg_filter,total_fluctuation(%),data_avg,data_avg_filter,data_fluctuation(%),train_avg,train_avg_filter,train_fluctuation(%)
resnet18,128,1,128,2001,0.0584286,0.0581995,0.393715,0.00806947,0.00807351,-0.049975,0.050386,0.0501574,0.455748
resnet18,16,1,16,2001,0.016486,0.0160883,2.47209,0.0018557,0.00185663,-0.049975,0.0147605,0.0143693,2.72262
resnet18,256,1,256,2001,0.108278,0.107961,0.293454,0.0150233,0.0150308,-0.049975,0.0932776,0.0929611,0.34053
resnet18,32,1,32,2001,0.0231686,0.0230179,0.654878,0.0025885,0.0025898,-0.049975,0.0206099,0.02046,0.732596
resnet18,64,1,64,2001,0.0348064,0.034627,0.51822,0.00441303,0.00441524,-0.049975,0.0304251,0.0302465,0.590428
