model,batchsize,blocknum,threadnum,iteration,total_avg,total_avg_filter,total_fluctuation(%),data_avg,data_avg_filter,data_fluctuation(%),train_avg,train_avg_filter,train_fluctuation(%)
resnet18,128,1,128,2001,0.0547854,0.0546001,0.339388,0.00830916,0.00831331,-0.049975,0.0464907,0.0463072,0.396394
resnet18,16,1,16,2001,0.0235619,0.0233816,0.770788,0.00859606,0.00860036,-0.049975,0.0195933,0.0194132,0.927548
resnet18,256,1,256,2001,0.0941791,0.093966,0.22677,0.0150279,0.0150354,-0.049975,0.0791641,0.0789745,0.239987
resnet18,32,1,32,2001,0.0239797,0.0237964,0.770433,0.00825506,0.00825919,-0.049975,0.0200262,0.0198431,0.922603
resnet18,64,1,64,2001,0.033536,0.0333479,0.564053,0.00557641,0.0055792,-0.049975,0.0287657,0.0285782,0.656304
